,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label
1244,(주)텔레칩스,54450,2012-12-01,2004-12-10,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2.81,-10.06,51.92,4.53,-3.28,-2.69,-0.14,0.0,6.53,-4.91,-8.33,-4.32,-4.98,50277.29,-2471.0,198.43,198.43,4.3,28.88,69.95,-252.88,70.99,58.23,58.84,581.1,1.01,1.7,2.63,0.0,8.94,53.8,6.78,0.0,40.85,0.03,0.0,1.13,5.84,1.65,1.65,88591.64,59.8,337.77,0.0,58.74,102.32,-2.32,-8.37,0
1245,(주)텔레칩스,54450,2013-12-01,2004-12-10,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-0.03,-9.39,-7.37,-32.97,-4.73,-20.28,-16.61,0.0,6.22,-3.69,-7.3,-5.31,-4.04,55537.09,-2050.0,157.4,157.4,5.55,21.13,92.23,-17335.03,80.86,57.94,52.02,542.52,1.09,1.98,2.61,0.0,10.67,55.05,6.63,0.0,34.2,0.04,0.0,1.2,5.96,1.88,1.88,95948.69,61.34,328.04,0.0,57.59,98.45,1.55,-6.41,0
1246,(주)텔레칩스,54450,2014-12-01,2004-12-10,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.7,-1.94,-12.84,4.6,5.17,0.39,4.98,0.0,12.75,1.43,3.69,2.12,1.82,70752.97,1009.0,187.27,154.16,17.49,34.95,112.01,44552.04,52.99,75.01,47.17,552.15,1.28,2.59,3.87,18.23,16.15,87.39,4.18,20.02,22.59,0.03,0.0,1.21,10.88,1.91,2.13,114316.45,65.1,1389.51,0.0,53.86,87.33,12.67,2.65,0
1247,(주)텔레필드,91440,2012-12-01,2008-02-01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.85,-7.31,3.26,13.02,-10.03,2.33,-3.57,13.4,34.77,19.24,31.32,26.17,20.64,6176.03,1286.0,115.36,106.6,18.6,4.23,43.34,4.31,97.86,31.73,69.77,866.69,1.07,1.63,1.51,44.62,9.89,37.21,9.81,8.18,36.91,0.03,0.06,1.85,1.81,3.69,4.02,35492.81,48.07,85.72,200.02,48.34,42.28,57.72,39.81,0
1248,(주)텔레필드,91440,2013-12-01,2008-02-01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",3.9,-5.21,3.92,-0.8,14.67,1.25,9.59,-64.24,28.05,7.7,6.84,9.37,4.94,3925.6,327.0,123.4,120.75,10.17,5.23,33.73,2.05,96.87,27.56,74.78,899.4,0.64,0.89,0.91,42.35,9.61,39.2,9.31,8.62,37.98,0.03,0.08,1.18,1.06,2.16,2.28,21059.84,29.46,45.74,97.94,45.13,61.0,39.0,17.06,0
1249,(주)텔레필드,91440,2014-12-01,2008-02-01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",55.53,4.55,57.77,-17.38,20.13,9.25,8.98,580.04,13.64,-13.71,-5.74,-1.91,-4.14,1797.22,-272.0,99.14,97.66,1.67,-0.26,44.05,9.83,100.47,30.25,69.42,817.8,0.3,0.42,0.42,57.82,9.72,58.13,6.28,6.31,37.55,0.03,0.11,0.55,0.47,1.05,1.06,8445.14,12.06,19.23,41.3,39.53,86.99,13.01,-34.69,0
1250,(주)토비스,51360,2012-12-01,2004-11-19,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",12.27,4.81,-0.05,-6.45,14.5,10.66,7.72,-35.01,9.88,1.86,12.87,7.06,5.21,26910.12,590.0,127.09,78.6,11.94,15.32,133.54,6.41,65.66,71.89,42.82,849.36,2.8,6.61,9.27,9.83,10.49,11.85,30.81,37.14,34.79,0.02,0.12,2.23,14.89,4.0,6.76,28461.19,21.35,129.47,208.61,7.92,53.12,46.88,23.5,0
1251,(주)토비스,51360,2013-12-01,2004-11-19,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",33.91,51.11,22.74,36.67,15.63,42.12,21.55,50.92,10.97,2.15,15.22,11.21,7.02,29044.3,728.0,140.07,83.34,15.74,19.56,99.73,12.02,63.14,68.39,50.07,967.86,3.26,6.96,10.85,11.82,13.6,13.0,28.07,30.88,26.84,0.03,0.08,2.67,15.51,4.66,7.69,41442.67,25.58,117.53,153.48,8.61,45.93,54.07,25.01,0
1252,(주)토비스,51360,2014-12-01,2004-11-19,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",26.66,12.9,45.33,8.5,68.22,45.18,49.34,264.82,15.35,6.23,38.5,26.59,18.81,36461.02,2452.0,152.18,98.93,5.76,26.41,105.46,73.79,47.19,77.03,48.67,1407.07,3.02,6.13,11.42,11.07,9.48,10.89,33.52,32.96,38.49,0.03,0.1,2.44,15.34,4.1,6.52,86018.31,35.55,220.51,368.92,14.11,33.43,66.57,44.17,0
1253,(주)토탈소프트뱅크,45340,2012-12-01,2002-07-19,,5,  출판업,-3.95,173.76,6.0,6.27,-20.98,-18.67,-11.56,0.0,6.69,-54.4,-26.61,-12.69,-19.88,777.41,-423.0,441.58,386.08,48.62,48.02,36.97,-40.02,51.94,62.08,73.01,274.74,0.37,0.49,0.97,4.08,4.29,17.75,20.57,89.43,85.01,0.01,0.0,0.48,1.3,0.59,0.69,-8989.64,-12.74,-41.32,-641.96,-30.83,0.0,0.0,0.0,0
1254,(주)토탈소프트뱅크,45340,2013-12-01,2002-07-19,,5,  출판업,-22.61,73.15,128.32,-15.78,-41.3,-43.22,-30.7,0.0,19.87,-41.62,-22.09,-13.11,-15.95,656.77,-273.0,394.86,360.96,52.85,43.33,40.35,-57.39,58.9,58.03,71.25,220.19,0.38,0.53,0.96,5.87,6.45,24.26,15.05,62.18,56.63,0.01,0.0,0.51,1.16,0.64,0.71,1946.75,3.36,9.53,500.51,7.9,502.53,-402.53,-526.67,0
1255,(주)토탈소프트뱅크,45340,2014-12-01,2002-07-19,,5,  출판업,-2.84,80.0,-82.62,60.62,-2.52,12.03,29.34,0.0,37.6,19.63,40.78,32.21,24.64,9861.8,1954.0,194.19,175.33,53.01,40.05,78.75,8.1,31.15,82.57,55.94,1126.07,1.26,2.08,6.16,18.91,9.01,10.19,35.82,19.3,40.53,0.04,0.06,1.06,13.47,1.58,1.72,45574.38,34.13,401.78,1886.23,34.84,16.16,83.84,56.35,0
1256,(주)톱텍,108230,2012-12-01,2009-09-15,,5,  기타 기계 및 장비 제조업,-26.17,7.77,62.12,31.54,16.61,9.2,22.28,-56.5,15.63,5.61,8.35,6.89,5.09,9378.54,531.0,175.54,149.25,49.38,25.47,63.57,27.62,66.75,59.19,61.14,1264.97,0.91,1.48,2.22,10.23,4.43,4.14,88.13,35.69,82.37,0.03,0.1,0.98,3.35,1.53,1.8,23470.54,14.35,65.01,73895.04,15.82,57.79,42.21,35.46,0
1257,(주)톱텍,108230,2013-12-01,2009-09-15,,5,  기타 기계 및 장비 제조업,53.11,20.57,88.27,8.67,58.98,9.5,38.45,33.07,15.2,4.83,10.15,9.6,4.85,14108.47,691.0,195.24,160.61,92.72,33.15,106.81,7.02,66.25,67.97,48.35,1343.9,1.0,2.07,3.13,8.32,6.45,6.71,54.41,43.88,56.62,0.02,0.12,0.98,4.26,1.48,1.79,34492.17,15.23,87.48,493.97,15.19,48.45,51.55,31.83,0
1258,(주)톱텍,108230,2014-12-01,2009-09-15,,5,  기타 기계 및 장비 제조업,-27.47,28.06,-11.34,14.53,-17.44,2.13,-7.2,-39.16,13.74,4.09,6.11,7.45,3.08,9770.93,425.0,146.88,118.9,67.38,19.3,87.92,4.73,74.29,60.47,53.21,1372.71,0.75,1.49,2.12,6.4,4.71,4.63,78.78,57.07,77.46,0.02,0.15,0.74,2.71,1.17,1.44,38479.42,18.31,67.07,248.57,23.36,58.63,41.37,17.5,0
1259,(주)투비소프트,79970,2012-12-01,2010-06-01,,5,  출판업,26.59,5.82,0.0,7.85,15.91,18.83,13.3,31.33,55.13,10.9,15.91,13.09,12.72,8225.91,896.0,364.95,364.95,57.21,50.22,25.09,1975.06,38.56,69.17,79.94,1126.99,1.17,1.46,3.79,0.0,2.15,18.81,19.41,0.0,169.56,0.01,0.0,1.32,42.22,1.69,1.69,19207.54,77.79,3241.22,0.0,66.66,77.28,22.72,16.35,0
1260,(주)투비소프트,79970,2013-12-01,2010-06-01,,5,  출판업,0.99,-7.64,0.0,5.85,48.5,17.35,35.35,-3.28,58.98,10.44,14.16,13.25,10.45,4153.75,433.0,482.47,482.47,168.48,60.16,44.28,15.81,34.79,75.89,69.31,661.28,1.0,1.36,3.71,0.0,2.2,25.18,14.5,0.0,165.9,0.01,0.0,1.11,44.33,1.37,1.37,20371.86,60.96,3415.35,0.0,70.0,79.0,21.0,14.91,0
1261,(주)투비소프트,79970,2014-12-01,2010-06-01,,5,  출판업,8.28,16.55,0.0,82.33,-28.21,16.09,-1.56,-21.01,59.55,7.61,9.58,7.46,7.23,4133.95,316.0,306.65,306.65,81.23,37.3,22.35,29.78,54.63,55.34,81.73,705.6,0.95,1.26,2.77,0.0,2.48,39.6,9.22,0.0,146.91,0.01,0.0,1.15,46.17,1.45,1.45,21791.12,66.23,3426.2,0.0,69.16,82.17,17.83,11.01,0
1262,(주)특수건설,26150,2012-12-01,1997-08-06,,5,  종합 건설업,28.06,3.95,-7.1,2.44,24.42,0.52,14.06,0.0,5.92,-11.05,-10.28,-6.56,-5.31,3292.52,-455.0,103.56,86.0,3.44,1.57,96.33,0.38,106.4,45.81,50.94,673.21,0.48,0.93,0.94,6.79,1.5,4.08,89.49,53.76,243.62,0.0,0.24,0.52,3.65,0.99,1.15,461.73,0.6,4.48,52.94,1.2,962.26,-862.26,-923.64,0
1263,(주)특수건설,26150,2013-12-01,1997-08-06,,5,  종합 건설업,15.27,-10.03,15.45,-4.59,8.17,-7.23,2.77,0.0,19.77,-112.29,-127.83,-15.61,-51.6,2341.28,-3303.0,66.01,65.91,3.86,-25.16,379.31,-2.3,245.06,48.87,20.86,149.46,0.46,1.14,0.87,9.08,1.42,3.94,92.54,40.22,256.43,0.0,0.15,0.45,3.38,0.98,1.1,-23027.7,-54.84,-389.14,-7457.74,-83.9,0.0,0.0,0.0,0
1264,(주)특수건설,26150,2014-12-01,1997-08-06,,5,  종합 건설업,-8.21,-9.22,-45.4,-9.01,-6.76,1.43,-7.64,0.0,61.19,21.74,24.35,11.63,5.5,643.84,140.0,113.98,113.98,1.46,6.04,168.18,-6.59,136.11,49.25,37.29,138.82,0.25,1.12,0.77,0.0,3.71,0.0,0.0,0.0,98.26,0.01,0.27,0.2,1.69,0.38,0.38,5548.49,26.74,115.42,0.0,77.3,49.06,50.94,28.13,0
1265,(주)티비씨,33830,2012-12-01,2010-11-29,,5,  방송업,-1.79,-9.54,-1.54,-11.11,5.78,3.13,0.19,-12.93,31.42,11.58,4.6,4.84,4.29,3692.8,441.0,1379.63,1378.44,23.03,65.52,5.63,145.96,31.02,70.63,94.67,188.95,0.37,0.4,1.19,603.11,3.52,0.0,0.0,0.61,103.84,0.01,0.0,0.49,1.6,0.54,0.54,23042.35,23.09,104.89,0.0,62.4,65.43,34.57,18.56,0
1266,(주)티비씨,33830,2013-12-01,2010-11-29,,5,  방송업,-9.28,5.12,0.0,5.24,0.92,3.19,2.19,-15.73,32.64,10.76,3.75,4.05,3.57,3349.94,372.0,1714.33,1714.33,2.63,65.69,4.61,202.52,31.64,69.76,95.6,194.98,0.33,0.35,1.11,1102.79,3.78,0.0,0.0,0.33,96.62,0.01,0.0,0.44,1.49,0.47,0.47,22327.4,21.89,96.81,0.0,66.65,70.49,29.51,16.14,0
1267,(주)티비씨,33830,2014-12-01,2010-11-29,,5,  방송업,5.17,-5.92,0.0,-7.05,6.24,1.79,2.22,-7.91,30.72,9.42,3.37,3.88,3.22,3523.28,342.0,1625.08,1625.08,5.89,68.04,5.05,519.56,28.89,72.5,95.19,198.47,0.34,0.36,1.18,0.0,4.51,0.0,0.0,0.0,80.98,0.01,0.22,0.45,1.57,0.48,0.48,23644.0,22.68,115.63,0.0,67.11,72.21,27.79,14.03,0
1268,(주)티씨케이,64760,2012-12-01,2003-08-18,,5,  비금속 광물제품 제조업,-17.89,0.24,33.38,0.56,-6.05,6.13,-2.0,-43.77,36.4,5.08,4.42,4.75,2.98,2507.61,134.0,433.49,271.53,88.54,26.07,43.11,44552.04,94.61,33.89,69.88,522.27,0.59,0.87,0.98,4.19,4.28,30.61,11.93,87.01,85.34,0.01,0.0,1.16,0.99,1.47,2.26,5193.75,12.47,20.88,553.36,25.63,62.78,37.22,19.8,0
1269,(주)티씨케이,64760,2013-12-01,2003-08-18,,5,  비금속 광물제품 제조업,-28.18,-7.92,-30.68,-8.44,7.26,0.66,-2.6,-71.9,35.89,4.12,3.44,4.87,2.41,2151.55,88.73,197.01,99.23,8.45,16.34,42.27,44552.04,95.05,33.19,70.29,530.13,0.59,0.84,0.88,4.01,5.37,40.18,9.08,91.04,67.95,0.01,0.0,1.27,0.91,1.75,3.1,6654.57,15.12,24.29,168.88,26.51,59.8,40.2,15.54,0
1270,(주)티씨케이,64760,2014-12-01,2003-08-18,,5,  비금속 광물제품 제조업,29.0,-16.05,-16.41,-16.09,43.44,5.57,8.29,148.27,29.42,7.75,7.14,2.63,4.95,2472.11,191.77,190.83,97.84,7.03,17.95,45.88,44552.04,90.87,37.7,68.55,542.6,0.64,0.92,0.99,3.67,5.43,38.65,9.44,99.54,67.17,0.01,0.0,1.19,1.05,1.8,3.54,2954.19,6.4,11.15,83.73,10.24,0.0,0.0,75.63,0
1271,(주)티에스이,131290,2012-12-01,2011-01-05,,5,"  의료, 정밀, 광학기기 및 시계 제조업",-25.11,10.16,20.32,7.82,-14.08,3.68,-1.56,-75.23,20.39,3.98,3.24,3.47,2.3,10023.13,365.0,210.21,158.03,37.82,19.6,32.18,3.84,82.77,37.38,75.66,2237.03,0.58,0.78,0.97,6.86,6.28,22.35,16.33,53.18,58.14,0.01,0.0,0.97,1.43,1.44,1.83,52559.43,30.82,73.3,141.88,52.86,55.51,44.49,7.53,0
1272,(주)티에스이,131290,2013-12-01,2011-01-05,,5,"  의료, 정밀, 광학기기 및 시계 제조업",11.29,-7.55,0.17,-8.69,14.88,-3.1,0.12,0.0,17.17,-0.5,-0.4,2.28,-0.32,10162.95,-47.0,234.72,183.92,35.68,24.62,36.58,2.92,78.0,42.89,73.22,2156.98,0.65,0.87,1.08,6.99,6.69,32.52,11.22,52.23,54.53,0.01,0.0,1.12,1.58,1.62,2.1,48494.2,28.4,73.35,140.84,43.82,59.56,40.44,-1.14,0
1273,(주)티에스이,131290,2014-12-01,2011-01-05,,5,"  의료, 정밀, 광학기기 및 시계 제조업",31.61,-5.44,7.27,-5.25,18.82,6.17,5.08,0.0,18.63,5.22,5.34,5.83,4.34,13375.44,633.0,252.07,202.81,27.02,29.26,35.16,8.73,69.61,48.5,73.98,2280.35,0.83,1.13,1.53,8.87,7.37,31.74,11.5,41.16,49.55,0.01,0.0,1.29,2.23,1.82,2.29,59826.03,33.35,95.95,182.44,41.08,55.53,44.47,12.7,0
1274,(주)티엘아이,62860,2012-12-01,2006-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",10.12,22.38,32.44,5.42,-4.66,17.6,2.15,0.0,21.11,5.18,4.76,7.2,3.64,15915.71,561.0,83.93,67.09,7.27,-5.8,57.14,4.17,109.51,30.31,63.64,2390.75,0.7,1.18,1.02,13.03,16.93,17.15,21.28,28.02,21.57,0.04,0.08,1.06,1.36,2.24,2.7,48655.71,26.05,50.48,131.55,37.48,42.76,57.24,13.81,0
1275,(주)티엘아이,62860,2013-12-01,2006-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-10.64,-2.3,-18.2,-3.68,10.9,10.07,0.74,0.0,14.22,-9.39,-4.79,-2.06,-5.81,11800.72,-516.0,125.03,106.53,19.56,6.68,43.81,-2.86,95.83,33.37,69.53,2161.92,0.62,0.93,0.91,11.24,10.67,14.62,24.96,32.49,34.2,0.02,0.14,0.98,1.12,1.94,2.35,35394.8,18.81,36.81,77.2,30.51,68.59,31.41,-30.76,0
1276,(주)티엘아이,62860,2014-12-01,2006-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",14.98,2.14,34.44,3.16,5.97,-1.22,4.1,0.0,23.59,-1.08,1.39,4.01,-0.75,13568.87,151.0,115.52,93.83,18.64,4.56,51.56,4.19,100.08,33.97,65.98,2146.69,0.69,1.03,1.05,12.25,8.07,13.3,27.44,29.8,45.2,0.02,0.14,1.12,1.29,2.06,2.48,43697.8,22.31,41.92,90.29,32.76,53.19,46.81,-3.31,0
1277,(주)티케이케미칼,104480,2012-12-01,2011-04-26,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-15.35,-9.17,36.95,-17.76,-40.46,-14.45,-28.86,0.0,0.0,213.45,13.88,3.41,10.08,929.94,2119.0,57.03,57.03,34.46,-2.68,35.43,-1.81,130.62,3.56,73.84,3058.7,0.05,0.07,0.05,0.0,24.66,0.0,0.0,0.0,14.8,0.07,0.04,0.27,84.26,0.97,0.97,21252.48,10.97,16100.8,0.0,244.4,8.57,91.43,87.34,0
1278,(주)티케이케미칼,104480,2014-12-01,2011-04-26,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-4.66,-9.98,49.7,-5.16,36.24,7.06,7.2,-4.28,24.84,10.5,21.01,13.03,10.28,32630.83,3477.0,201.04,156.82,90.69,26.22,104.46,0.42,97.81,52.16,48.91,3259.96,0.98,2.0,2.05,8.53,6.82,18.23,20.03,42.79,53.53,0.01,0.0,1.25,2.37,1.88,2.41,83766.85,28.02,73.96,392.84,28.64,41.0,59.0,36.67,0
1279,(주)티플랙스,81150,2012-12-01,2009-04-23,,5,  금속가공제품 제조업; 기계 및 가구 제외,-12.37,75.13,4.8,79.13,-7.12,11.52,21.64,-45.26,6.89,2.19,5.03,4.35,2.16,7211.3,155.0,180.13,108.47,14.19,22.64,154.39,3.55,124.94,50.89,39.31,620.36,0.99,2.41,2.35,4.54,3.28,23.87,15.29,80.34,111.29,0.01,0.0,1.08,2.52,1.7,2.72,8107.61,6.01,29.56,194.09,6.68,32.59,67.41,32.75,0
1280,(주)티플랙스,81150,2013-12-01,2009-04-23,,5,  금속가공제품 제조업; 기계 및 가구 제외,-9.53,1.16,-6.05,0.18,11.19,1.37,5.78,-76.65,7.05,0.58,1.11,3.29,0.46,6523.99,35.0,172.43,114.46,7.19,22.47,165.48,3.03,123.47,53.49,37.67,628.52,0.79,2.05,1.65,4.14,3.27,20.99,17.39,88.14,111.72,0.01,0.0,0.96,1.78,1.51,2.38,5634.19,3.95,9.1,79.03,5.13,51.33,48.67,11.35,0
1281,(주)티플랙스,81150,2014-12-01,2009-04-23,,5,  금속가공제품 제조업; 기계 및 가구 제외,-6.39,-19.01,-9.8,-17.89,-19.77,1.95,-18.89,138.05,9.06,1.58,2.6,3.67,1.26,6107.08,82.0,211.45,131.54,13.33,27.89,111.2,2.08,99.44,52.92,47.35,638.14,0.79,1.89,1.7,4.21,3.22,17.45,20.92,86.75,113.46,0.01,0.0,0.97,1.83,1.49,2.31,8507.36,7.34,16.94,130.12,8.28,35.43,64.57,19.1,0
1282,(주)티피씨,130740,2012-12-01,2011-02-08,,5,  자동차 및 트레일러 제조업,2.24,-1.24,-3.0,39.08,-11.26,10.1,10.65,23.38,6.01,1.21,5.26,4.1,2.27,26795.05,323.0,122.25,104.67,3.65,10.33,125.4,9.66,97.5,56.74,44.37,1265.36,1.88,4.36,4.76,21.42,4.6,18.84,19.37,17.04,79.32,0.01,0.14,1.71,13.52,3.12,3.65,23021.08,11.29,89.73,600.43,6.01,44.41,55.59,20.07,0
1283,(주)티피씨,130740,2013-12-01,2011-02-08,,5,  자동차 및 트레일러 제조업,-0.15,3.53,1.18,-1.37,12.05,2.54,4.71,-58.76,7.4,2.57,10.66,7.29,4.7,26247.06,706.0,119.87,112.53,18.79,10.16,127.67,7.82,88.13,61.29,43.92,1372.4,1.83,4.14,4.48,31.7,4.54,18.2,20.06,11.51,80.31,0.01,0.06,1.69,11.92,3.09,3.42,26978.08,11.1,77.58,547.37,6.61,40.76,59.24,38.96,0
1284,(주)티피씨,130740,2014-12-01,2011-02-08,,5,  자동차 및 트레일러 제조업,10.82,-1.9,-8.16,10.3,1.09,5.98,5.83,106.79,7.14,2.86,6.77,2.75,3.19,16703.26,477.0,128.23,121.46,19.65,12.44,97.17,10.25,85.75,56.51,50.72,1448.3,1.12,2.37,2.73,33.03,2.85,11.9,30.68,11.05,128.07,0.01,0.04,1.05,7.55,1.9,2.01,22186.88,9.96,66.55,533.91,8.51,61.58,38.42,33.54,0
1285,(주)티피씨메카트로닉스,48770,2014-12-01,2001-01-16,,5,  기타 기계 및 장비 제조업,-0.96,13.26,29.93,5.39,7.25,10.4,6.51,18.62,22.34,3.09,7.81,1.34,2.79,6094.42,187.0,121.25,73.74,4.78,10.61,174.37,44552.04,108.26,60.54,36.45,479.85,0.9,2.48,2.29,3.8,3.55,3.55,102.94,95.97,102.68,0.01,0.26,0.82,2.8,1.49,2.45,25493.2,29.26,91.6,1162.58,32.43,70.21,29.79,9.53,0
1286,(주)파라다이스,34230,2012-12-01,2002-11-05,,5,  스포츠 및 오락관련 서비스업,38.64,143.22,251.38,47.77,26.12,29.94,39.7,129.44,26.15,15.39,12.54,11.1,8.97,5701.55,960.0,160.71,159.58,66.08,12.7,42.4,18.38,94.52,33.63,70.22,1346.11,0.58,0.81,0.9,329.99,33.78,76.04,4.8,1.11,10.8,0.14,0.0,1.08,1.52,1.66,1.67,237266.48,22.89,49.33,0.0,45.76,45.74,54.26,33.64,0
1287,(주)파라다이스,34230,2013-12-01,2002-11-05,,5,  스포츠 및 오락관련 서비스업,23.31,0.03,6.91,23.83,8.45,22.21,18.66,35.4,29.53,16.85,14.84,12.65,9.5,7030.34,1297.0,152.49,151.43,101.77,10.58,38.26,39.18,95.77,30.73,72.33,1553.5,0.56,0.79,0.83,252.61,26.55,85.92,4.25,1.44,13.75,0.09,0.01,1.07,1.32,1.76,1.77,312060.05,25.37,65.75,0.0,48.81,45.35,54.65,34.52,0
1288,(주)파라다이스,34230,2014-12-01,2002-11-05,,5,  스포츠 및 오락관련 서비스업,5.76,13.75,-3.78,5.26,86.51,32.44,30.23,-4.76,21.31,15.65,11.07,6.46,7.47,7434.96,1181.0,210.62,209.87,99.22,23.12,35.96,23.48,76.12,44.01,73.55,2148.23,0.48,0.65,0.77,263.5,21.73,154.3,2.37,1.39,16.8,0.06,0.01,0.81,1.31,1.25,1.25,329771.57,20.59,63.89,0.0,48.77,54.92,45.08,32.09,0
1289,(주)파라텍,33540,2012-12-01,1997-12-26,,5,  기타 기계 및 장비 제조업,-19.94,-0.67,10.42,-0.21,-9.69,-1.44,-5.86,-92.4,9.88,0.64,0.62,1.43,0.68,8215.71,36.0,290.79,255.63,24.72,37.5,33.42,33.97,57.17,57.15,74.95,1100.53,1.07,1.46,2.57,16.74,4.0,7.97,45.81,21.81,91.32,0.01,0.08,1.34,2.74,1.83,2.05,32414.05,39.1,98.21,1022.62,35.48,95.64,4.36,1.8,0
1290,(주)파라텍,33540,2013-12-01,1997-12-26,,5,  기타 기계 및 장비 제조업,18.94,-1.99,55.24,-0.99,23.17,7.3,12.82,1033.76,11.76,4.23,6.85,7.17,5.21,9771.6,404.0,258.97,219.51,9.62,38.3,40.29,44552.04,52.76,62.39,71.28,1176.97,1.23,1.69,3.07,14.86,3.77,7.86,46.44,24.56,96.76,0.01,0.09,1.5,3.31,2.06,2.39,39750.15,42.5,123.93,1429.58,36.58,81.62,18.38,11.57,0
1291,(주)파라텍,33540,2014-12-01,1997-12-26,,5,  기타 기계 및 장비 제조업,21.56,-18.87,-43.44,8.9,23.09,5.24,17.76,21.16,9.95,4.21,7.84,7.09,5.46,11878.4,490.0,198.57,184.67,14.71,32.38,56.97,1261.33,54.59,65.22,63.71,1234.55,1.3,1.93,3.6,18.97,4.11,8.82,41.36,19.24,88.85,0.01,0.07,1.4,4.48,2.03,2.27,58553.1,53.16,221.96,2477.07,44.33,85.92,14.08,9.49,0
1292,(주)파루,43200,2012-12-01,2000-07-19,,5,  전기장비 제조업,88.42,-7.03,-18.07,-6.3,-3.36,13.64,-5.31,0.0,11.55,-15.98,-40.58,-8.6,-14.17,709.64,-1037.0,64.32,38.28,2.31,-19.05,161.83,-2.0,171.91,34.34,38.19,530.64,0.89,2.54,1.34,5.91,7.76,15.96,22.87,61.79,47.02,0.01,0.0,1.02,1.7,2.61,4.68,1408.68,3.3,6.93,44.12,3.62,294.75,-194.75,-440.85,0
1293,(주)파루,43200,2013-12-01,2000-07-19,,5,  전기장비 제조업,-3.77,11.69,-25.29,3.34,94.16,-5.92,34.53,0.0,21.38,-7.03,-16.64,2.66,-5.26,6096.4,-429.0,96.07,81.1,1.22,-2.03,274.42,0.56,188.83,49.57,26.71,499.21,0.75,2.37,1.31,7.22,5.4,8.45,43.21,50.52,67.61,0.01,0.24,0.78,1.6,1.74,2.29,4446.42,7.75,19.57,130.58,11.89,84.96,15.04,-59.13,0
1294,(주)파루,43200,2014-12-01,2000-07-19,,5,  전기장비 제조업,54.81,2.47,293.78,5.18,45.83,108.81,25.33,0.0,30.81,0.33,0.8,6.55,0.29,3994.74,12.0,111.08,64.36,3.64,5.75,124.73,1.61,95.12,57.68,44.5,366.55,0.9,2.45,1.95,5.3,8.21,8.49,42.98,68.9,44.48,0.01,0.2,0.85,2.32,1.66,2.41,7444.67,10.36,29.87,235.44,12.86,52.18,47.82,2.54,0
1295,(주)파세코,37070,2012-12-01,2000-01-04,,5,  전기장비 제조업,5.41,0.99,48.45,1.21,12.64,8.9,4.56,173.75,45.43,-77.57,-21.33,-16.48,-17.6,628.94,-493.0,664.85,346.71,201.37,48.67,16.92,2.96,49.94,57.28,85.53,448.7,0.23,0.28,0.61,0.94,4.39,9.43,38.71,388.12,83.18,0.0,0.0,0.31,1.1,0.36,0.58,-3266.45,-4.68,-18.44,-268.65,-19.51,0.0,0.0,0.0,0
1296,(주)파세코,37070,2013-12-01,2000-01-04,,5,  전기장비 제조업,21.14,-3.72,13.31,-2.8,17.8,19.59,3.7,83.85,35.74,-84.76,-31.01,-18.74,-21.91,789.44,-669.0,1165.75,794.47,196.38,59.22,68.1,8.62,59.2,64.78,59.49,414.51,0.26,0.37,0.67,1.1,3.8,12.67,28.81,332.4,96.1,0.0,0.0,0.38,1.19,0.42,0.68,-4603.53,-4.96,-25.99,-670.86,-21.9,0.0,0.0,0.0,0
