회사명,거래소코드,회계년도,매출액증가율(IFRS),총자본증가율(IFRS),매출액순이익률(IFRS),총자본정상영업이익률(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 총자본비율(IFRS),총자본회전률(IFRS),자기자본회전률(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS)
(주)지니뮤직,043610,2011/12,-21.71,-15.34,-7.59,-7.63,48.79,13.48,1.04,1.47,-10.34,-83.5
(주)지니뮤직,043610,2012/12,-3.79,135.9,-6.62,1.39,4.49,1.75,0.65,1,-3.54,-77.44
(주)지니뮤직,043610,2013/12,68.09,26.37,-10.01,-2.91,5.81,3.38,0.68,1.36,-6.25,-218.06
(주)지니뮤직,043610,2014/12,69.87,0.47,3.75,9.03,24.86,8.07,1.04,1.9,14.72,567.74
(주)지니뮤직,043610,2015/12,3.29,8.55,3.79,2.23,30.54,10.38,1.03,1.54,13.98,681.57
(주)지란지교시큐리티,208350,2014/12,,,,,,,,,,
(주)지란지교시큐리티,208350,2015/12,,,,,,,,,,
(주)지아이바이오,035450,2010/12,28.49,15.68,-7.47,0.53,-81.62,-15.23,0.19,0.26,1.94,1734.58
(주)지아이바이오,035450,2011/12,5.05,-39.41,-375.95,-5.83,-111.36,-20.4,0.23,0.28,-107.58,-18775.91
(주)지아이바이오,035450,2012/12,-58.87,-26.55,-126.33,-9.62,-207.44,-19.01,0.14,0.17,-11.62,-1593.72
(주)지앤디윈텍,061050,2010/12,-3.58,12.14,-14.16,-2.67,-7.25,-3.06,0.99,1.59,-12.1,-47.41
(주)지앤알,043630,2010/12,-79.87,-26.22,-290.67,-33.71,-74.52,-36.15,0.19,0.29,-58.7,-431.76
(주)지앤에스티,036920,2010/12,-24.61,54.42,-82.65,-43.3,-222.25,-30.13,0.52,0.63,-17.59,-187.34
(주)지앤에스티,036920,2011/12,182.13,-6.9,-36.28,-29.44,-42.04,-21.95,1.26,1.86,-31.81,-441.57
(주)지앤에스티,036920,2012/12,-53.4,-5.6,-16.32,4.58,-64.91,-14.69,0.63,1.01,-4.48,-86.08
(주)지어소프트,051160,2010/12,35.29,-2.85,-17.39,-15.7,15.07,7.32,0.87,1.59,17.2,987.33
(주)지어소프트,051160,2011/12,-5.67,-31.91,-27.98,-23.97,3.69,1.91,0.99,1.97,13.68,452.61
(주)지어소프트,051160,2012/12,-46.4,-26.75,-3.6,-12.66,-14.59,-5.52,0.75,1.4,38,1348.02
(주)지어소프트,051160,2013/12,-9.23,-13.09,-31.45,-24.19,-5.99,-3.44,0.87,1.64,20.1,1308.68
(주)지어소프트,051160,2014/12,-17.55,-7.62,1.06,1.41,-11.18,-5.91,0.8,1.79,42.67,7149.41
(주)지어소프트,051160,2015/12,-2.45,-13.52,-1.96,-0.76,-20.82,-9.84,0.87,1.75,45.51,6241.08
(주)지에스이,053050,2010/12,1781.98,1057.25,-13.78,8.65,3.84,2.82,1.7,5.34,13.15,19.85
(주)지에스이,053050,2011/12,14.88,20.03,3.88,6.49,10.32,6.69,0.97,3.09,12.27,17.62
(주)지에스이,053050,2012/12,15.84,3.63,3.26,4.9,13.55,8.68,1.01,2.83,11.82,16
(주)지에스이,053050,2013/12,18.31,14.3,2.82,4.63,13.78,9.05,1.09,3.11,11.06,15.59
(주)지에스이,053050,2014/12,3.67,0.79,2.74,4.29,13.3,8.65,1.06,3.05,11.42,16.11
(주)지에스이,053050,2015/12,-14.72,-4.4,4.21,5.15,14.06,8.61,0.92,2.49,13.19,17.49
(주)지엔씨에너지,119850,2013/12,12.05,5.52,6.22,8.9,22.63,8.72,1.07,2.17,13.65,98.3
(주)지엔씨에너지,119850,2014/12,7.47,24.83,5.78,7.23,8.12,2.99,1,1.6,11.46,49.51
(주)지엔씨에너지,119850,2015/12,52.31,10,5.79,10.85,-0.47,-0.17,1.3,2.05,14.95,59.77
(주)지엔코,065060,2010/12,19.61,29.14,7.14,10.37,7.44,2.6,0.91,1.42,16.19,92.87
(주)지엔코,065060,2011/12,23.9,16.93,9.27,12.88,19.31,5.99,0.92,1.38,17.67,115.31
(주)지엔코,065060,2012/12,7.59,19.51,6.95,7.53,17.99,5.94,0.84,1.24,12.93,100.23
(주)지엔코,065060,2013/12,-5.79,12.43,4.58,4.83,4.56,1.59,0.69,1.04,9.68,68.03
(주)지엔코,065060,2014/12,-3.68,1.59,-2.79,1.92,-3.73,-1.39,0.62,0.97,6.24,46.23
(주)지엔코,065060,2015/12,-4.47,1.62,1.02,1.08,-0.37,-0.12,0.58,0.89,5.49,42.61
(주)지티앤티,053870,2010/12,0.65,-11.47,0.96,2.28,9.89,3.94,0.74,1.32,22.02,216.13
(주)지티앤티,053870,2011/12,-34.12,0.48,-28.83,-15.08,11.02,6.09,0.52,0.99,4.3,44.58
(주)지티앤티,053870,2012/12,-27.87,4.78,-36.25,-8.35,-7.2,-5.02,0.36,0.97,-5.07,-57.79
(주)지티앤티,053870,2013/12,-60.97,-4.87,-70.66,-6.52,-14.76,-11.54,0.14,0.54,-0.7,-7.83
(주)지티앤티,053870,2014/12,-41.51,-60.93,-286.32,-12,-34.07,-36.28,0.12,0,-16.18,-74
(주)진로발효,018120,2010/12,-2.7,16.92,18.68,14.72,79.23,10.38,0.69,0.76,13.77,91.7
(주)진로발효,018120,2011/12,-0.41,-1.56,13.28,8.93,60.98,6.2,0.64,0.72,15.74,97.11
(주)진로발효,018120,2012/12,6.24,-46.95,19.18,14.35,89.82,18.81,0.89,1.04,41.75,148.12
(주)진로발효,018120,2013/12,1.27,5.38,17.29,28.56,137.74,20.66,1.27,1.55,38.24,141.05
(주)진로발효,018120,2014/12,4.99,18.61,19,26.97,117.64,21.04,1.19,1.43,33.7,155.71
(주)진로발효,018120,2015/12,3.44,17.55,19.83,25.48,133.99,25.6,1.04,1.28,31.95,180.88
(주)진매트릭스,109820,2010/12,-41.28,25.07,21.2,-0.15,29.58,7.24,0.13,0.16,7.96,53.44
(주)진매트릭스,109820,2011/12,176.64,18.41,-16.92,-3.11,-6.2,-1.93,0.3,0.42,6.36,18.67
(주)진매트릭스,109820,2012/12,-2.56,-10.51,-36.81,-3.76,-16.28,-5.05,0.29,0.42,-0.51,-1.4
(주)진매트릭스,109820,2013/12,-22.05,-3.14,-35.49,-8.52,-5.53,-2.03,0.24,0.36,4.27,11.85
(주)진매트릭스,109820,2014/12,-8.25,-14.54,-27.82,-8.77,-19.22,-6.14,0.24,0.37,6.28,15.89
(주)진매트릭스,109820,2015/12,2.52,27.18,-48.17,-8.8,-10.38,-5.66,0.24,0.43,-0.48,-1.6
(주)진바이오텍,086060,2010/12,-7.27,4.12,10.1,7.98,69.8,8.33,0.7,0.8,21.15,119.06
(주)진바이오텍,086060,2011/12,25.87,47.39,4.6,4.12,13.09,4.56,0.7,0.93,11.99,110.28
(주)진바이오텍,086060,2012/12,49.03,-1.78,1.86,2.97,1.69,0.56,0.88,1.33,10.6,95.3
(주)진바이오텍,086060,2013/12,-14.37,-1.79,-6.9,3.7,-3.96,-1.17,0.76,1.11,4.77,45.19
(주)진바이오텍,086060,2014/12,-11.81,-6.24,5.77,4.08,17.43,3.4,0.7,0.93,13.32,124.82
(주)진바이오텍,086060,2015/12,1.17,-0.64,-0.6,6.77,48.51,4.82,0.74,0.86,9.66,88.46
(주)진성티이씨,036890,2010/12,81.58,3.35,6.69,3.28,-0.39,-0.34,0.44,5.4,6.55,60.07
(주)진성티이씨,036890,2011/12,49.32,6.1,7.84,6.78,-0.16,-0.14,0.63,4.82,10.32,99.9
(주)진성티이씨,036890,2012/12,-3.72,-28.4,3.53,4.86,-1.02,-0.73,0.68,3.35,9.76,56.66
(주)진성티이씨,036890,2013/12,-7.3,-29.1,2.35,5.54,4.48,2.76,0.89,2.73,12.6,49.4
(주)진성티이씨,036890,2014/12,13.17,6.58,5.66,10.67,3.06,1.77,1.17,2.92,18.36,69.74
(주)진성티이씨,036890,2015/12,0.33,2.59,8.61,11.78,5.51,2.68,1.13,2.41,23.43,94.46
(주)차바이오텍,085660,2010/12,-2.14,49.41,-10.17,-4.17,22.64,8.38,0.41,0.59,3.07,19.97
(주)차바이오텍,085660,2011/12,20.88,47.83,-6.61,-3.27,20.6,5.55,0.33,0.48,2.27,21.9
(주)차바이오텍,085660,2012/12,36.97,-2.64,2.62,0.29,22.46,4.97,0.39,0.51,5.22,47.44
(주)차바이오텍,085660,2013/12,15.42,13.35,4.16,2.17,23.23,4.8,0.42,0.54,6.87,71.29
(주)차바이오텍,085660,2014/12,-91.01,-29.02,-14.27,-2.86,17.89,3.48,0.04,0.05,-1.74,-11.43
(주)차바이오텍,085660,2015/12,15.11,-3.87,-121.72,-2.17,-2.61,-0.53,0.06,0.07,-4.47,-31.43
(주)창해에탄올,004650,2014/12,4.91,19.19,9.39,11.14,62.4,9.35,0.74,0.94,16.84,92.25
(주)창해에탄올,004650,2015/12,0.38,8.22,13.83,11.64,100.49,9.44,0.66,0.75,17.53,112.77
(주)초록뱀미디어,047820,2010/12,15.27,-26.44,-96.33,-5.71,-122.23,-9.39,0.5,0.83,9.35,1470.62
(주)초록뱀미디어,047820,2011/12,44.37,45.62,5.17,4.61,-87.21,-13.55,0.7,0.8,52.67,14239.17
(주)초록뱀미디어,047820,2012/12,72.92,-4.65,5.36,5.45,-213.28,-10.38,1.04,1.16,100.7,43791.56
(주)초록뱀미디어,047820,2013/12,-22.48,-8.79,-11.23,-7.25,-38.31,-2.19,0.86,0.91,81.61,15730.68
(주)초록뱀미디어,047820,2014/12,13.34,7.74,-7.53,-8.25,-43.57,-8.57,0.99,1.14,92.87,26101.47
(주)초록뱀미디어,047820,2015/12,-2.87,282.12,-2.91,-3.65,-8.86,-3.34,0.38,0.58,24.71,128902.39
(주)칩스앤미디어,094360,2013/12,12.84,4.46,7.07,7.08,36.7,9.39,0.57,0.77,40.76,2157.9
(주)칩스앤미디어,094360,2014/12,7.92,9.1,23.19,10.72,70.48,13.52,0.57,0.74,26.58,1011.8
(주)칩스앤미디어,094360,2015/12,11.48,41.43,24.29,9.98,149.1,11.64,0.51,0.58,22.58,1266.06
(주)카스,016920,2010/12,20.93,8.7,0.55,2.8,-6.85,-3.49,1.08,2.07,21.51,219.51
(주)카스,016920,2011/12,2.71,8.86,2.06,3.57,-2.92,-1.58,1.02,2.15,20.74,229.58
(주)카스,016920,2012/12,6.16,8.15,0.6,4.57,2.32,1.34,1,2.27,18.55,224.67
(주)카스,016920,2013/12,3.27,1.15,-1.36,3.64,-0.67,-0.4,0.99,2.42,19.14,235.49
(주)카스,016920,2014/12,5.78,11.44,-4.13,-0.73,-0.66,-0.44,0.98,2.71,16.44,110.99
(주)카스,016920,2015/12,-1,-1.12,-0.78,0.69,2.54,1.73,0.93,2.83,18.37,122.63
(주)캐스텍코리아,071850,2014/12,2.81,2.12,4.39,4.63,12.56,6.23,0.76,1.67,18.97,61.08
(주)캐스텍코리아,071850,2015/12,8.68,10.44,6.2,5.72,10.62,5.44,0.78,1.57,20.34,65.81
(주)캠시스,050110,2010/12,-21.08,-26.46,-5.35,4.92,12.81,2.71,1.19,1.83,-3.26,-15
(주)캠시스,050110,2011/12,18.19,23.48,1.93,5.72,-15.05,-4.97,1.48,2.05,7.66,44.39
(주)캠시스,050110,2012/12,29.2,24.78,-0.59,3.67,-23.82,-11.09,1.54,2.59,4.3,30.26
(주)캠시스,050110,2013/12,48.75,37.54,2.26,9.24,-14.13,-7.82,1.74,3.59,10.84,104.35
(주)캠시스,050110,2014/12,-10.8,-1.5,-0.62,0.1,3.96,2.21,1.35,3.03,7.48,70.48
(주)캠시스,050110,2015/12,17.33,7.12,2.89,3.52,7.18,3.81,1.54,3.37,16.7,171.99
(주)커넥트웨이브,119860,2011/12,1.94,88.1,21.41,10.73,204.72,10.46,0.59,0.64,21.98,1368.95
(주)커넥트웨이브,119860,2012/12,17.57,12.82,23.35,11.44,100.78,10.42,0.5,0.54,24.37,1811.42
(주)커넥트웨이브,119860,2013/12,0.71,11.66,24.51,10.9,143.19,11.81,0.45,0.49,21.89,2176.01
(주)커넥트웨이브,119860,2014/12,3.92,3.03,20.62,10.32,127.19,10.45,0.44,0.47,21,2465.01
(주)커넥트웨이브,119860,2015/12,4.57,2.85,16.61,9.14,137.86,8.7,0.44,0.48,21.4,831.65
(주)컴투스,078340,2010/12,-11.69,11.62,17.62,5.27,139.72,8.3,0.44,0.47,22.02,598.23
(주)컴투스,078340,2011/12,11.37,15.54,16.39,5.54,54.12,3.88,0.43,0.46,24.03,766.9
(주)컴투스,078340,2012/12,90.39,31.22,34.56,18.04,170.49,13.79,0.67,0.72,36.68,931.09
(주)컴투스,078340,2013/12,-5.52,18.19,35.33,7.43,183.01,14.59,0.51,0.55,27.85,1018.53
(주)컴투스,078340,2014/12,265.62,108.26,37.98,54.21,126.8,19.14,1.11,1.28,48.57,4311.91
(주)컴투스,078340,2015/12,102.11,132.66,29.75,39.33,151.94,18.91,1,1.15,34.1,6007.03
(주)컴투스홀딩스,063080,2010/12,16.94,33.52,50.07,29.79,229.87,21.91,0.55,0.62,36.09,667.66
(주)컴투스홀딩스,063080,2011/12,34.42,30.42,40.5,24.56,155.75,19.02,0.56,0.63,32.46,779.1
(주)컴투스홀딩스,063080,2012/12,40.15,25.12,38.08,24.91,207.39,17.67,0.62,0.69,33.88,203.26
(주)컴투스홀딩스,063080,2013/12,3.22,80.4,21.88,8.81,93.41,6.59,0.41,0.44,14.35,147.56
(주)컴투스홀딩스,063080,2014/12,122.25,18.5,11.46,7.87,37.78,5.55,0.64,0.73,14.37,132.45
(주)컴투스홀딩스,063080,2015/12,2.56,38.65,-2.06,2.11,7.49,2.95,0.51,0.72,7.27,90.39
(주)케스피온,079190,2010/12,-32.5,5.77,-2.41,-3.7,26.32,8.96,0.56,0.8,10.22,19.1
(주)케스피온,079190,2011/12,21.04,16.04,-10.41,-5.92,-1.92,-0.94,0.61,1.06,6.65,11.68
(주)케스피온,079190,2012/12,-17.66,14.18,-13.91,-7.74,-8.46,-5.04,0.44,0.97,7.43,14.87
(주)케스피온,079190,2013/12,176.99,27.54,4.21,7.37,-0.65,-0.39,1,2.46,21.54,48.13
(주)케스피온,079190,2014/12,-21.39,6.11,-16.48,-10.2,-1.18,-0.73,0.68,1.72,7.8,14.5
(주)케스피온,079190,2015/12,-28.12,-1.51,-19.95,-6.64,-1.13,-0.64,0.48,1.18,12.08,23.67
(주)케어젠,214370,2015/12,5.77,294.98,42.37,8.85,158.16,5.27,0.19,0.2,8.97,94.02
(주)케이바이오컴퍼니,038530,2010/12,29.4,4.67,3.24,2.3,36.48,3.22,0.47,0.51,7.36,96.1
(주)케이바이오컴퍼니,038530,2011/12,4.84,18.86,8.81,6.82,14.46,2.97,0.44,0.52,16.14,44.04
(주)케이바이오컴퍼니,038530,2012/12,-6.64,8.69,2.43,2.54,-20.15,-4.68,0.37,0.47,16.6,56.71
(주)케이바이오컴퍼니,038530,2013/12,-38.15,2.2,-130.32,-18.5,-33.12,-14.55,0.21,0.32,-11.8,-49.69
(주)케이바이오컴퍼니,038530,2014/12,-25.18,4.65,-150.49,-19.14,-32.45,-15.28,0.16,0.29,-7.09,-40.12
(주)케이바이오컴퍼니,038530,2015/12,26.08,-13.9,-204.62,-27.59,-85.09,-22.84,0.21,0.33,-28.5,-303.71
(주)케이사인,192250,2014/12,0,0,4.23,15.75,21.27,3.06,0.57,0.67,12.84,610.79
(주)케이사인,192250,2015/12,20.83,15.92,24.93,17.59,74.14,7.61,0.64,0.73,24.67,1179.29
(주)케이씨씨건설,021320,2010/12,-15.54,10.99,3.59,7.95,-4.04,-2.35,1.44,3.48,14.59,550.04
(주)케이씨씨건설,021320,2011/12,-11.57,16.93,2.91,4.53,-3.82,-2.37,1.12,2.8,12.07,383.53
(주)케이씨씨건설,021320,2012/12,8.74,-3.19,0.54,0.71,-5.14,-3.11,1.14,2.95,9.89,333.42
(주)케이씨씨건설,021320,2013/12,-12.94,4.38,-12.97,-5.1,-8.06,-6.04,0.99,3.08,-5.67,-231.59
(주)케이씨씨건설,021320,2014/12,-7.48,1.22,0.17,0.07,-0.16,-0.1,0.89,3,9.73,1606.96
(주)케이씨씨건설,021320,2015/12,-3.06,-25.82,-8.81,-9.51,6.96,4.48,0.99,2.83,-2.75,-596.58
(주)케이씨아이,036670,2010/12,16.58,0.53,9.12,6.25,18.31,6.43,0.58,0.93,19,33.11
(주)케이씨아이,036670,2011/12,-6.69,5.1,5.41,2.78,4.9,1.87,0.53,0.84,15.99,29.06
(주)케이씨아이,036670,2012/12,11.87,1.95,6.27,4.27,5.32,1.96,0.57,0.92,16.96,27.66
(주)케이씨아이,036670,2013/12,10.73,2.3,6.89,4.49,16,4.91,0.62,0.94,18.82,31.72
(주)케이씨아이,036670,2014/12,17.78,3.64,8.44,6,23.81,6.72,0.71,1.01,21.48,40.37
(주)케이씨아이,036670,2015/12,-1.24,-1.04,14.11,11.49,67.43,13.87,0.69,0.92,25.91,51.5
(주)케이씨에스,115500,2010/12,-29.26,-5.11,4.64,-0.04,11.45,2,0.9,1.26,21.03,4380.79
(주)케이씨에스,115500,2011/12,0.33,17.84,6.55,4.11,0.92,0.23,0.85,1.08,18.34,2526.31
(주)케이씨에스,115500,2012/12,46.74,-3.35,7.31,13.23,71.37,11.76,1.17,1.48,21.3,3214.91
(주)케이씨에스,115500,2013/12,-3.17,7.49,5.97,9.27,41.19,8.68,1.11,1.37,19.02,4378.28
(주)케이씨에스,115500,2014/12,2.34,13.29,9.92,11.55,30.87,8.34,1.03,1.36,23.64,353.87
(주)케이씨에스,115500,2015/12,-16.22,-10.17,4.8,4.29,50.21,10.78,0.85,1.13,19.58,260.65
(주)케이씨티,089150,2010/12,-4.63,-2.44,9.3,7.44,10.28,1.18,0.82,0.97,16.7,139.91
(주)케이씨티,089150,2011/12,19.02,18.42,4.66,4.39,38.74,9.43,0.91,1.11,12.66,102.24
(주)케이씨티,089150,2012/12,39.15,7.87,7.63,12.39,46.66,12.25,1.12,1.5,18.46,1956.91
(주)케이씨티,089150,2013/12,-11.53,-5.7,4.99,7.31,40.5,7.5,0.98,1.27,14.55,635.01
(주)케이씨티,089150,2014/12,-17.65,-3.04,5.67,1.87,29.4,4.54,0.85,1.02,15.72,318.82
(주)케이씨티,089150,2015/12,-6.41,39.68,3.22,2.38,9.09,3.72,0.67,0.96,8.52,286.3
(주)케이씨피드,025880,2010/12,-11.44,4.18,3.29,3.38,24.35,10.27,1.03,1.83,11.07,87.2
(주)케이씨피드,025880,2011/12,0.71,-0.93,2.57,2.27,5.42,2.09,1.02,1.71,9.23,69.99
(주)케이씨피드,025880,2012/12,18.8,29.86,4.71,3.89,-1.8,-0.87,1.06,1.89,11.17,113.92
(주)케이씨피드,025880,2013/12,9.87,-5.67,1.85,3.34,13.8,5.91,1.06,1.95,7.92,74.21
(주)케이씨피드,025880,2014/12,-11.16,16.35,-3.84,2.64,17.2,9.39,0.9,1.76,1.46,17.34
(주)케이씨피드,025880,2015/12,-11.52,-17.23,1.21,2.35,17.05,7.56,0.81,1.61,6.84,69.46
(주)케이아이엔엑스,093320,2011/12,27.16,38.8,19.22,15.33,221.42,13.88,0.71,0.76,34.83,114.9
(주)케이아이엔엑스,093320,2012/12,28.01,9.75,13.33,11.59,249.33,14.52,0.75,0.8,38.56,131.55
(주)케이아이엔엑스,093320,2013/12,12.11,12.86,14.19,10.93,235.73,13.97,0.75,0.8,40.21,151.69
(주)케이아이엔엑스,093320,2014/12,16.53,9.12,12.24,10.72,267.11,14.38,0.79,0.84,41.21,167.04
(주)케이아이엔엑스,093320,2015/12,5.79,8.1,11.95,10.9,340.91,14.5,0.77,0.81,41.49,181.29
(주)케이알엠,093640,2010/12,17.18,-10.6,2.16,4.45,-17.89,-10.65,1.65,4.64,28.59,1258.26
(주)케이알엠,093640,2011/12,-9.14,-21.01,-8.9,-13.08,-11.49,-7.58,1.77,4.71,14.41,1169.04
(주)케이알엠,093640,2012/12,12.91,-6.14,1.86,8.85,-2.05,-1.16,2.34,6.05,39.42,5769.4
(주)케이알엠,093640,2013/12,-13.7,-5,1.21,5.56,45.43,22.58,2.14,4.56,34.49,7533.1
(주)케이알엠,093640,2014/12,8.2,4.48,1.93,4.95,23.3,10.67,2.32,4.44,46.22,10940.55
(주)케이알엠,093640,2015/12,-8.54,19.53,-5.74,-8.74,5.89,2.76,1.89,3.53,25.58,2933.73
(주)케이에스리소스,066340,2010/12,-17.19,-66.68,-1161.1,-3.56,-11.72,-8.53,0.1,0.15,-214.47,-322825.27
(주)케이에스피,073010,2010/12,-28.14,1.34,-1.92,1.76,122.7,16.79,0.49,0.81,8.15,23.99
(주)케이에스피,073010,2011/12,66.7,15.96,11.5,9.97,3.35,0.6,0.75,0.89,16.22,51.01
(주)케이에스피,073010,2012/12,-16.71,-2.53,0.81,1.05,-19.99,-3.74,0.59,0.72,9.09,27.54
(주)케이에스피,073010,2013/12,-24.05,2.09,4.21,0.46,30.68,5.64,0.45,0.55,8.59,24.76
(주)케이에스피,073010,2014/12,-2.94,30.27,-2.31,-1.11,10.37,3.96,0.37,0.53,4.87,19.1
(주)케이에스피,073010,2015/12,9.18,-0.92,-6.27,-1.53,8.2,3.27,0.36,0.59,1.94,7.25
(주)케이에이치바텍,060720,2010/12,-35.53,7.58,6.03,7.84,45.53,12.54,1.19,1.71,17.99,96.73
(주)케이에이치바텍,060720,2011/12,-8.25,7.31,6.12,7.77,34.01,9.46,1.01,1.4,18.61,110.55
(주)케이에이치바텍,060720,2012/12,-13.33,-0.12,3.28,5.07,31.79,8.09,0.85,1.16,13.86,72.11
(주)케이에이치바텍,060720,2013/12,131.16,-0.58,5.69,13.23,124.27,17.38,1.97,2.45,29.99,150.88
(주)케이에이치바텍,060720,2014/12,-33.54,41.72,10.39,13.61,58.1,18.12,1.09,1.43,20.9,117.25
(주)케이에이치바텍,060720,2015/12,24.52,-19.15,4.52,7.09,103.99,13.04,1.28,1.65,23.2,65.88
(주)케이엑스이노베이션,122450,2011/12,9.69,124.61,22.75,18.06,137.98,12.56,0.66,0.76,12.82,74.12
(주)케이엑스이노베이션,122450,2012/12,56.66,25.62,21.15,9.54,73.61,11.71,0.66,0.76,20.97,139.2
(주)케이엑스이노베이션,122450,2013/12,-37.59,22.34,29.51,5.34,66.73,14.83,0.33,0.41,12.93,135.56
(주)케이엑스이노베이션,122450,2014/12,-5.07,0.97,9.51,3.62,69.14,14.08,0.29,0.36,10.82,136.51
(주)케이엑스이노베이션,122450,2015/12,9.54,4.15,21.84,3.56,45.09,6.66,0.31,0.37,20.46,296.24
(주)케이엑스하이텍,052900,2010/12,86.83,31.28,3.12,5.81,5.62,3.05,1.06,2.2,18.19,44.73
(주)케이엑스하이텍,052900,2011/12,-4.71,5.81,-3.31,-1.16,10.15,6.12,0.87,2.03,14,25.13
(주)케이엑스하이텍,052900,2012/12,13.2,-13.66,-1.59,-2.59,14.59,6.71,1.02,2.21,16.32,58.64
(주)케이엑스하이텍,052900,2013/12,-10.87,-11.01,-42.16,0.8,-1.59,-1.37,1.04,2.96,-23.46,-72.54
(주)케이엑스하이텍,052900,2014/12,-6.5,-17.08,2.83,4.31,-4,-1.28,1.13,2.94,29.74,67.67
(주)케이엑스하이텍,052900,2015/12,-18.79,-10.24,-1.25,-0.36,8.54,2.17,1.07,1.5,26.2,55.68
(주)케이엔더블유,105330,2010/12,-7.12,7.45,7.76,10.06,43.14,13.86,1.08,1.68,22.64,65.53
(주)케이엔더블유,105330,2011/12,-10.16,3.18,3.44,3.7,30.64,10.23,0.92,1.37,16.69,53.53
(주)케이엔더블유,105330,2012/12,-44.2,-7.23,-9.47,-4.9,7.65,2.62,0.53,0.79,6.07,12.49
(주)케이엔더블유,105330,2013/12,77.08,-2.77,-3.31,-1.93,-6.06,-2,0.98,1.48,12.88,26.24
(주)케이엔더블유,105330,2014/12,-18.29,11.32,3.17,2.65,15.08,4.37,0.77,1.11,18.64,45.43
(주)케이엔더블유,105330,2015/12,-38.51,-8.35,-3.27,-3.1,4.35,1.1,0.47,0.64,14.68,33.68
(주)케이엔엔,058400,2010/12,9.29,17.23,15.55,6.34,136.53,7.08,0.39,0.41,18.61,43.11
(주)케이엔엔,058400,2011/12,12.3,10.72,15.01,6.36,56.3,6.32,0.38,0.42,17.91,45.86
(주)케이엔엔,058400,2012/12,1.72,21.22,45.47,4.29,40.05,5.8,0.33,0.38,28.42,51.09
(주)케이엔엔,058400,2013/12,0.29,-3.92,20.65,1.86,24.52,1.68,0.31,0.35,19.99,42.13
(주)케이엔엔,058400,2014/12,1.13,1.37,9.89,4.14,30.09,1.97,0.32,0.34,14.86,33.21
(주)케이엔엔,058400,2015/12,6.64,3.21,11.6,4.56,84.3,6.41,0.33,0.36,15.4,35.89
(주)케이엘넷,039420,2010/12,-1.69,0.52,1.82,0.97,12.57,4.36,0.79,1.23,22.44,65.21
(주)케이엘넷,039420,2011/12,19.6,-1.69,1.55,2.06,26.1,8.84,0.95,1.44,28.7,75.97
(주)케이엘넷,039420,2012/12,-8.2,-0.46,-1.48,3.15,61.85,19.79,0.88,1.31,25.68,55.7
(주)케이엘넷,039420,2013/12,3.58,-2.95,3.93,2.39,34.38,9.86,0.93,1.33,30.74,65.97
(주)케이엘넷,039420,2014/12,-0.89,-3.36,7.08,7.23,21.44,4.75,0.95,1.27,37.64,88.06
(주)케이엘넷,039420,2015/12,-1.99,6.23,7.43,8.03,49.23,9.73,0.92,1.16,36.3,93.2
(주)케이엠,083550,2010/12,27.96,22.77,8.47,12.16,16.06,5.38,1.05,1.55,21.94,78.3
(주)케이엠,083550,2011/12,5.31,7.14,5.4,7.28,9.7,3.33,0.97,1.47,19.31,65
(주)케이엠,083550,2012/12,16.09,-2.72,1.53,2.04,2.62,0.85,1.11,1.66,14.82,45.45
(주)케이엠,083550,2013/12,4.39,1.86,0.82,2.77,16.99,5.57,1.16,1.72,22.13,69.36
(주)케이엠,083550,2014/12,-15.34,-5.64,2.32,2.46,31.01,8.47,1,1.43,16.51,50.35
(주)케이엠,083550,2015/12,-13.33,0.91,4.47,4.07,32.04,8.02,0.89,1.21,18.99,61.52
(주)케이엠더블유,032500,2010/12,49.55,29.13,-1.71,4.38,-7.97,-5.71,0.71,2.27,15.46,50.73
(주)케이엠더블유,032500,2011/12,-0.36,4.51,-21.49,-4.87,0.07,0.06,0.61,2.89,7.8,26.06
(주)케이엠더블유,032500,2012/12,115.45,13.83,9.87,14.33,7.42,5.66,1.21,6.24,29.96,110.88
(주)케이엠더블유,032500,2013/12,5.28,-5.92,9.11,11.67,22.37,14.15,1.23,4.09,34.84,99.82
(주)케이엠더블유,032500,2014/12,-24.31,15.37,-6.43,-7.05,5.91,4.2,0.89,2.74,17.31,49.22
(주)케이엠더블유,032500,2015/12,-8.16,17.46,-25.83,-18.65,-8.5,-7.23,0.7,3.29,6.04,20.31
(주)케이지모빌리언스,046440,2010/12,14.29,32.3,11.09,8.21,-1.14,-0.54,0.62,1.09,11.18,1733.15
(주)케이지모빌리언스,046440,2011/12,8.99,5.28,10.96,9,1.32,0.59,0.57,1.06,12.74,1492.51
(주)케이지모빌리언스,046440,2012/12,15.35,60.6,16.32,7.84,-2.69,-1.58,0.49,1.06,11.6,131.85
(주)케이지모빌리언스,046440,2013/12,24.85,7.27,11.66,8.3,6.79,3.73,0.48,1.12,10.23,127.19
(주)케이지모빌리언스,046440,2014/12,25.05,22.94,10.09,8.91,-2.77,-1.67,0.52,1.25,9.94,141.06
(주)케이지모빌리언스,046440,2015/12,16.53,23.65,4.55,7.25,-10.99,-7.04,0.5,1.32,5.28,88.94
(주)케이지이니시스,035600,2010/12,22.96,14.28,4.51,7.15,25.98,17.02,0.9,2.54,10.18,280.43
