,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]매출액증가율(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]유동비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]순이익증가율(IFRS연결),상장폐지사유,회계월,상장년도,회계년,연차
383,(주)와이즈파워,40670,2014-12-01,2000-08-18,2015-07-16,4,  전기장비 제조업,-20.04,0.0,-239.42,41.59,0.0,0.67,0.0,-173.77,-3621.06,0.0,,12,2000,2014,14
384,(주)우성아이비,194610,2015-12-01,2014-06-10,2018-10-12,4,  기타 제품 제조업,0.0,1.57,0.8,117.02,34.17,0.67,1.97,7.89,33.21,0.0,,12,2014,2015,1
385,(주)우성아이비,194610,2016-12-01,2014-06-10,2018-10-12,4,  기타 제품 제조업,0.08,1.32,0.6,116.98,28.72,0.56,1.81,9.87,49.73,-8.82,,12,2014,2016,2
386,(주)우성아이비,194610,2017-12-01,2014-06-10,2018-10-12,4,  기타 제품 제조업,-11.01,-105.26,-58.3,158.26,22.8,0.47,1.81,-15.13,-163.51,-7214.01,,12,2014,2017,3
387,(주)우전,52270,2011-12-01,2001-06-05,2017-04-13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",23.13,17.77,6.92,126.82,46.8,1.22,2.57,26.18,71.11,211.51,,12,2001,2011,10
388,(주)우전,52270,2012-12-01,2001-06-05,2017-04-13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-14.57,8.05,4.0,117.76,48.13,0.94,1.98,21.46,60.6,-50.23,,12,2001,2012,11
389,(주)우전,52270,2013-12-01,2001-06-05,2017-04-13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",55.77,3.93,1.31,102.7,43.22,1.31,2.89,20.78,56.35,-48.4,,12,2001,2013,12
390,(주)우전,52270,2014-12-01,2001-06-05,2017-04-13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-40.15,-76.54,-33.86,56.7,22.78,0.8,2.34,-6.15,-11.98,0.0,,12,2001,2014,13
391,(주)우전,52270,2015-12-01,2001-06-05,2017-04-13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-36.53,-138.69,-32.9,86.89,7.77,0.65,4.0,12.25,20.79,0.0,,12,2001,2015,14
392,(주)우전,52270,2016-12-01,2001-06-05,2017-04-13,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-39.92,0.0,-124.71,20.08,-81.4,0.62,0.0,-81.53,-179.91,0.0,,12,2001,2016,15
393,(주)원익피앤이,131390,2012-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,,,,,,,,,,,,12,2011,2012,1
394,(주)원익피앤이,131390,2013-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,,,,,,,,,,,,12,2011,2013,2
395,(주)원익피앤이,131390,2014-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,0.0,0.9,1.07,209.34,76.61,0.65,0.84,18.88,37.95,0.0,,12,2011,2014,3
396,(주)원익피앤이,131390,2015-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,36.56,5.17,4.53,180.81,67.58,0.79,1.1,17.48,45.16,495.85,,12,2011,2015,4
397,(주)원익피앤이,131390,2016-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,5.89,11.04,10.35,151.19,58.31,0.66,1.05,17.81,54.3,134.13,,12,2011,2016,5
398,(주)원익피앤이,131390,2017-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,57.25,14.63,10.24,152.3,57.07,0.84,1.45,21.68,75.76,51.75,,12,2011,2017,6
399,(주)원익피앤이,131390,2018-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,39.56,18.33,10.77,154.53,43.15,0.82,1.7,18.35,145.19,48.81,,12,2011,2018,7
400,(주)원익피앤이,131390,2019-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,43.21,21.81,10.82,142.25,45.04,0.89,2.01,24.0,174.91,43.08,,12,2011,2019,8
401,(주)원익피앤이,131390,2020-12-01,2011-09-27,2022-11-29,4,  전기장비 제조업,-13.23,20.17,14.62,156.51,50.75,0.66,1.38,19.87,94.05,18.31,,12,2011,2020,9
402,(주)위너지스,26260,2011-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,26.32,-49.97,-47.85,127.36,46.02,0.4,1.05,-1.04,-7.78,0.0,,12,1996,2011,15
403,(주)위너지스,26260,2012-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,4.61,-231.44,-141.17,83.51,20.31,0.54,1.5,-51.53,-278.78,0.0,,12,1996,2012,16
404,(주)위너지스,26260,2013-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,-15.88,-52.1,-30.16,184.76,64.24,0.61,1.5,-1.47,-9.56,0.0,,12,1996,2013,17
405,(주)위너지스,26260,2014-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,-13.03,-64.15,-117.56,435.87,81.44,0.4,0.53,-25.49,-388.06,0.0,,12,1996,2014,18
406,(주)위너지스,26260,2015-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,258.28,-107.65,-88.72,221.62,31.66,0.75,1.54,-33.26,-318.03,0.0,,12,1996,2015,19
407,(주)위너지스,26260,2016-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,27.58,-610.96,-161.61,110.27,5.46,0.76,3.97,-95.66,-1558.82,0.0,,12,1996,2016,20
408,(주)위너지스,26260,2017-12-01,1996-09-24,2018-10-11,4,  도매 및 상품 중개업,-60.86,-75.43,-107.05,184.84,57.22,0.26,0.76,-5.48,-248.62,0.0,,12,1996,2017,21
409,(주)위노바,39790,2011-12-01,2000-07-25,2018-03-09,4,  화학물질 및 화학제품 제조업; 의약품 제외,45.81,7.95,3.34,153.44,34.99,0.78,2.38,13.56,181.37,183.07,,12,2000,2011,11
410,(주)위노바,39790,2012-12-01,2000-07-25,2018-03-09,4,  화학물질 및 화학제품 제조업; 의약품 제외,-26.9,-11.99,-8.24,129.21,43.43,0.57,1.45,8.25,60.39,0.0,,12,2000,2012,12
411,(주)위노바,39790,2013-12-01,2000-07-25,2018-03-09,4,  화학물질 및 화학제품 제조업; 의약품 제외,-40.22,-48.56,-56.71,146.78,56.89,0.42,0.86,-7.55,-43.2,0.0,,12,2000,2013,13
412,(주)위노바,39790,2014-12-01,2000-07-25,2018-03-09,4,  화학물질 및 화학제품 제조업; 의약품 제외,-28.04,-53.71,-68.2,102.77,45.32,0.41,0.79,-4.18,-16.05,0.0,,12,2000,2014,14
413,(주)위노바,39790,2015-12-01,2000-07-25,2018-03-09,4,  화학물질 및 화학제품 제조업; 의약품 제외,0.2,4.05,6.61,201.49,75.55,0.39,0.61,10.13,58.8,0.0,,12,2000,2015,15
414,(주)위노바,39790,2016-12-01,2000-07-25,2018-03-09,4,  화학물질 및 화학제품 제조업; 의약품 제외,12.84,-78.71,-130.08,240.13,79.48,0.47,0.61,-48.3,-134.75,-2311.51,,12,2000,2016,16
415,(주)위다스,56810,2011-12-01,2002-01-15,2013-09-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,-39.46,-56.22,113.08,48.56,0.34,0.7,-1.74,-10.95,0.0,,12,2002,2011,9
416,(주)위다스,56810,2012-12-01,2002-01-15,2013-09-10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2002,2012,10
417,(주)유니드코리아,110500,2012-12-01,2011-06-17,2014-09-02,4,  기타 기계 및 장비 제조업,21.03,-33.01,-26.55,77.36,29.3,0.54,1.24,-7.76,-24.2,0.0,,12,2011,2012,1
418,(주)유니드코리아,110500,2013-12-01,2011-06-17,2014-09-02,4,  기타 기계 및 장비 제조업,2.44,-223.54,-82.97,56.78,9.37,0.6,2.69,-55.88,-156.84,0.0,,12,2011,2013,2
419,(주)유아이에너지,50050,2011-12-01,2000-12-21,2012-09-26,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,12,2000,2011,11
420,(주)유에이블,71530,2011-12-01,2004-02-17,2013-04-23,4,  도매 및 상품 중개업,4.61,-7.54,-5.51,101.42,19.13,0.22,1.37,6.38,339.34,0.0,,12,2004,2011,7
421,(주)유에이블,71530,2012-12-01,2004-02-17,2013-04-23,4,  도매 및 상품 중개업,-64.97,-5300.39,-680.54,77.26,0.0,0.08,0.0,-58.56,-7303.8,0.0,,12,2004,2012,8
422,(주)유일엔시스,38720,2011-12-01,2001-01-18,2013-05-01,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,-133.16,-77.69,82.14,30.92,0.53,1.71,-22.81,-65.18,0.0,,12,2001,2011,10
423,(주)유일엔시스,38720,2012-12-01,2001-01-18,2013-05-01,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,-32.0,-31.46,75.89,41.58,0.43,1.02,5.84,12.55,0.0,,12,2001,2012,11
424,(주)이매진아시아,36260,2011-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,0.0,-33.5,-11.71,132.1,50.76,1.45,2.85,-12.29,-1025.17,0.0,,12,1999,2011,12
425,(주)이매진아시아,36260,2012-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,0.0,-47.45,-35.12,183.93,61.58,0.83,1.35,-24.99,-2953.25,0.0,,12,1999,2012,13
426,(주)이매진아시아,36260,2013-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,11.04,-58.31,-36.36,100.17,39.1,0.78,1.61,-16.15,-1093.59,0.0,,12,1999,2013,14
427,(주)이매진아시아,36260,2014-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,164.94,-28.55,-6.96,101.08,31.21,1.42,4.14,4.61,598.44,0.0,,12,1999,2014,15
428,(주)이매진아시아,36260,2015-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,13.86,-21.75,-6.59,111.22,37.85,1.08,3.07,1.97,15.42,0.0,,12,1999,2015,16
429,(주)이매진아시아,36260,2016-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,-29.97,-11.66,-8.17,376.69,82.05,0.7,1.21,2.64,189.06,0.0,,12,1999,2016,17
430,(주)이매진아시아,36260,2017-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,-5.89,-43.1,-49.94,136.03,68.84,0.63,0.85,-2.59,-18.82,0.0,,12,1999,2017,18
431,(주)이매진아시아,36260,2018-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,-13.32,-38.34,-44.3,434.0,79.09,0.6,0.83,1.96,150.7,0.0,,12,1999,2018,19
432,(주)이매진아시아,36260,2019-12-01,1999-12-10,2021-02-15,4,  영상ㆍ오디오 기록물 제작 및 배급업,-51.54,-102.33,-156.38,240.73,66.47,0.51,0.68,-95.71,-1384.47,0.0,,12,1999,2019,20
433,(주)이십일스토어,270020,2018-12-01,2017-09-08,2022-04-14,4,  비금속 광물제품 제조업,,,,,,,,,,,,12,2017,2018,1
434,(주)이십일스토어,270020,2019-12-01,2017-09-08,2022-04-14,4,  비금속 광물제품 제조업,0.0,-30.19,-7.44,44.41,21.34,1.01,4.73,16.68,28.87,0.0,,12,2017,2019,2
435,(주)이십일스토어,270020,2020-12-01,2017-09-08,2022-04-14,4,  비금속 광물제품 제조업,-58.09,-351.6,-70.14,29.55,0.0,0.53,0.0,7.54,13.89,0.0,,12,2017,2020,3
436,(주)이엠네트웍스,87730,2011-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2011,3
437,(주)이엠네트웍스,87730,2012-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2012,4
438,(주)이엠네트웍스,87730,2013-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2013,5
439,(주)이엠네트웍스,87730,2014-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2014,6
440,(주)이엠네트웍스,87730,2015-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2015,7
441,(주)이엠네트웍스,87730,2016-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2016,8
442,(주)이엠네트웍스,87730,2017-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2017,9
443,(주)이엠네트웍스,87730,2018-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2008,2018,10
444,(주)이엠네트웍스,87730,2019-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,0.0,-3342.12,-723.92,82.74,8.59,0.22,2.57,-128.67,-457.36,0.0,,12,2008,2019,11
445,(주)이엠네트웍스,87730,2020-12-01,2008-04-04,2021-10-08,4,  화학물질 및 화학제품 제조업; 의약품 제외,36.91,0.0,-99.81,53.07,0.0,0.37,0.0,-13.22,-48.08,0.0,,12,2008,2020,12
446,(주)인스프리트,73130,2011-12-01,2005-01-19,2012-10-12,4,  출판업,-5.89,-244.54,-95.07,93.51,2.29,0.84,2.87,-52.62,-804.21,0.0,,12,2005,2011,6
447,(주)인터코스,240340,2017-12-01,2016-04-21,2022-05-17,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2016,2017,1
448,(주)인터코스,240340,2018-12-01,2016-04-21,2022-05-17,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2016,2018,2
449,(주)인터코스,240340,2019-12-01,2016-04-21,2022-05-17,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2016,2019,3
450,(주)인터코스,240340,2020-12-01,2016-04-21,2022-05-17,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,12,2016,2020,4
451,(주)인포피아,36220,2011-12-01,2007-06-05,2016-05-09,4,  의료용 물질 및 의약품 제조업,,,,,,,,,,,,12,2007,2011,4
452,(주)인포피아,36220,2012-12-01,2007-06-05,2016-05-09,4,  의료용 물질 및 의약품 제조업,,,,,,,,,,,,12,2007,2012,5
453,(주)인포피아,36220,2013-12-01,2007-06-05,2016-05-09,4,  의료용 물질 및 의약품 제조업,0.0,-14.33,-17.74,151.52,63.53,0.51,0.81,6.97,15.9,0.0,,12,2007,2013,6
454,(주)인포피아,36220,2014-12-01,2007-06-05,2016-05-09,4,  의료용 물질 및 의약품 제조업,8.04,-11.79,-12.0,160.94,51.62,0.57,0.98,10.74,23.56,0.0,,12,2007,2014,7
455,(주)인포피아,36220,2015-12-01,2007-06-05,2016-05-09,4,  의료용 물질 및 의약품 제조업,-8.53,-16.66,-16.69,325.65,67.72,0.59,1.0,11.18,25.62,0.0,,12,2007,2015,8
456,(주)인프라웨어테크놀러지,247300,2017-12-01,2016-07-08,2019-12-06,4,  출판업,,,,,,,,,,,,12,2016,2017,1
457,(주)인프라웨어테크놀러지,247300,2018-12-01,2016-07-08,2019-12-06,4,  출판업,,,,,,,,,,,,12,2016,2018,2
458,(주)자유투어,46840,2011-12-01,2001-07-10,2013-05-01,4,  사업지원 서비스업,-30.26,-170.0,-156.37,58.9,23.87,0.36,1.16,-43.6,-172.13,0.0,,12,2001,2011,10
459,(주)자유투어,46840,2012-12-01,2001-07-10,2013-05-01,4,  사업지원 서비스업,-22.76,-70.54,-58.71,61.82,34.03,0.35,1.27,-0.61,-2.34,0.0,,12,2001,2012,11
460,(주)제낙스,65620,2011-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,6.55,-31.67,-16.81,68.94,29.28,0.58,1.88,4.46,9.35,0.0,,12,2002,2011,9
461,(주)제낙스,65620,2012-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,-25.52,-34.79,-23.28,81.82,31.21,0.45,1.49,3.65,8.26,0.0,,12,2002,2012,10
462,(주)제낙스,65620,2013-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,-20.21,-50.97,-56.81,48.85,44.08,0.34,0.9,-5.69,-15.62,0.0,,12,2002,2013,11
463,(주)제낙스,65620,2014-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,-36.06,-43.35,-76.87,20.83,31.66,0.22,0.56,-2.62,-6.52,0.0,,12,2002,2014,12
464,(주)제낙스,65620,2015-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,2.15,-11.72,-22.82,19.78,50.62,0.22,0.51,4.1,12.57,0.0,,12,2002,2015,13
465,(주)제낙스,65620,2016-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,-42.92,-20.87,-97.62,21.59,53.4,0.11,0.21,-2.43,-8.29,0.0,,12,2002,2016,14
466,(주)제낙스,65620,2017-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,1.97,-11.28,-73.28,79.8,70.88,0.1,0.15,-1.86,-8.54,0.0,,12,2002,2017,15
467,(주)제낙스,65620,2018-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,-16.73,-30.45,-176.47,26.6,33.03,0.1,0.17,-13.33,-31.98,0.0,,12,2002,2018,16
468,(주)제낙스,65620,2019-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,-30.38,-200.15,-297.22,20.16,5.97,0.14,0.67,-11.87,-23.66,0.0,,12,2002,2019,17
469,(주)제낙스,65620,2020-12-01,2002-06-27,2021-08-09,4,  1차 금속 제조업,,,,,,,,,,,,12,2002,2020,18
470,(주)제이에이치코오스,65310,2011-12-01,2002-07-19,2012-05-31,4,"  의복, 의복 액세서리 및 모피제품 제조업",-1.29,-60.15,-29.87,276.65,64.93,1.37,2.01,-0.03,-0.41,0.0,,12,2002,2011,9
471,(주)제이콘텐트리,36420,2011-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,11.34,40.03,12.96,61.67,31.02,0.67,2.81,23.24,153.42,0.0,,12,2000,2011,11
472,(주)제이콘텐트리,36420,2012-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,187.3,13.16,6.19,84.34,25.69,1.01,3.68,25.49,156.14,-35.83,,12,2000,2012,12
473,(주)제이콘텐트리,36420,2013-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,2.01,-11.06,0.93,80.5,27.24,0.79,2.97,23.75,123.66,-186.07,,12,2000,2013,13
474,(주)제이콘텐트리,36420,2014-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,-1.75,-0.07,3.68,73.57,34.33,0.8,2.6,25.93,108.32,0.0,,12,2000,2014,14
475,(주)제이콘텐트리,36420,2015-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,-11.25,14.99,5.61,31.43,17.16,0.75,2.87,26.67,90.09,0.0,,12,2000,2015,15
476,(주)제이콘텐트리,36420,2016-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,-4.16,26.28,6.68,41.36,22.72,0.67,3.3,22.18,58.43,68.39,,12,2000,2016,16
477,(주)제이콘텐트리,36420,2017-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,25.41,5.31,2.59,72.18,35.61,0.69,2.33,22.36,77.45,-66.53,,12,2000,2017,17
478,(주)제이콘텐트리,36420,2018-12-01,2000-03-23,2019-10-18,4,  영상ㆍ오디오 기록물 제작 및 배급업,21.64,7.45,5.0,126.2,51.26,0.69,1.56,23.42,99.13,186.59,,12,2000,2018,18
479,(주)제이테크놀로지,35480,2011-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,,,,,,,,,,,,12,1999,2011,12
480,(주)제이테크놀로지,35480,2012-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,0.0,-46.81,-22.24,101.71,26.05,0.56,2.13,-3.51,-124.41,0.0,,12,1999,2012,13
481,(주)제이테크놀로지,35480,2013-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,0.0,-187.42,-46.98,93.07,35.63,0.66,1.87,-0.84,-10.69,0.0,,12,1999,2013,14
482,(주)제이테크놀로지,35480,2014-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,-3.34,6.45,3.63,154.88,64.72,0.73,1.52,28.4,334.05,0.0,,12,1999,2014,15
483,(주)제이테크놀로지,35480,2015-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,,,,,,,,,,,,12,1999,2015,16
484,(주)제이테크놀로지,35480,2016-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,,,,,,,,,,,,12,1999,2016,17
485,(주)제이테크놀로지,35480,2017-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,0.0,-52.94,-247.36,145.57,58.3,0.12,0.21,-5.67,-101.0,0.0,,12,1999,2017,18
486,(주)제이테크놀로지,35480,2018-12-01,1999-11-18,2019-12-12,4,  스포츠 및 오락관련 서비스업,,,,,,,,,,,,12,1999,2018,19
487,(주)지디,155960,2014-12-01,2013-02-13,2018-10-12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,1.4,1.9,176.23,79.33,0.46,0.58,21.97,36.69,0.0,,12,2013,2014,1
488,(주)지디,155960,2015-12-01,2013-02-13,2018-10-12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,-16.87,-39.86,153.44,76.81,0.35,0.46,19.33,36.12,0.0,,12,2013,2015,2
489,(주)지디,155960,2016-12-01,2013-02-13,2018-10-12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-33.7,-14.73,-45.46,168.28,74.11,0.24,0.32,4.97,12.51,0.0,,12,2013,2016,3
490,(주)지디,155960,2017-12-01,2013-02-13,2018-10-12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-60.58,-30.81,-193.17,179.38,68.21,0.11,0.16,-8.85,-29.45,0.0,,12,2013,2017,4
491,(주)지아이바이오,35450,2011-12-01,1999-11-11,2013-08-07,4,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,-95.12,-254.69,167.58,66.95,0.23,0.35,-51.12,-9247.79,0.0,,12,1999,2011,12
492,(주)지아이바이오,35450,2012-12-01,1999-11-11,2013-08-07,4,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,-21.25,-18.55,142.84,69.73,0.66,0.95,0.87,86.05,0.0,,12,1999,2012,13
493,(주)지앤에스티,36920,2011-12-01,1999-12-21,2013-05-07,4,  도매 및 상품 중개업,123.7,-56.78,-32.46,106.37,38.94,0.97,1.89,-18.89,-69.16,0.0,,12,1999,2011,12
494,(주)지앤에스티,36920,2012-12-01,1999-12-21,2013-05-07,4,  도매 및 상품 중개업,,,,,,,,,,,,12,1999,2012,13
495,(주)지유온,111820,2011-12-01,2010-06-18,2021-09-30,4,  정보서비스업,,,,,,,,,,,,12,2010,2011,1
496,(주)지유온,111820,2012-12-01,2010-06-18,2021-09-30,4,  정보서비스업,,,,,,,,,,,,12,2010,2012,2
497,(주)지유온,111820,2013-12-01,2010-06-18,2021-09-30,4,  정보서비스업,,,,,,,,,,,,12,2010,2013,3
498,(주)지유온,111820,2014-12-01,2010-06-18,2021-09-30,4,  정보서비스업,0.0,1.5,1.21,1314.39,68.3,0.85,1.24,10.66,200.61,0.0,,12,2010,2014,4
499,(주)지유온,111820,2015-12-01,2010-06-18,2021-09-30,4,  정보서비스업,-10.75,-0.91,-0.95,538.52,84.54,0.73,0.96,8.17,169.88,0.0,,12,2010,2015,5
500,(주)지유온,111820,2016-12-01,2010-06-18,2021-09-30,4,  정보서비스업,-2.52,0.44,0.69,933.02,90.74,0.57,0.65,8.76,260.77,0.0,,12,2010,2016,6
501,(주)지유온,111820,2017-12-01,2010-06-18,2021-09-30,4,  정보서비스업,-35.05,1.07,3.15,1017.42,90.32,0.31,0.34,10.04,325.7,198.09,,12,2010,2017,7
502,(주)지유온,111820,2018-12-01,2010-06-18,2021-09-30,4,  정보서비스업,-48.58,-130.35,-417.49,174.79,24.86,0.22,0.31,-36.47,-206.52,-6919.68,,12,2010,2018,8
503,(주)지유온,111820,2019-12-01,2010-06-18,2021-09-30,4,  정보서비스업,,,,,,,,,,,,12,2010,2019,9
504,(주)지유온,111820,2020-12-01,2010-06-18,2021-09-30,4,  정보서비스업,,,,,,,,,,,,12,2010,2020,10
505,(주)지티앤티,53870,2011-12-01,2001-12-13,2015-10-15,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-33.84,-25.78,-24.24,68.62,42.11,0.55,1.11,-1.71,-17.2,0.0,,12,2001,2011,10
506,(주)지티앤티,53870,2012-12-01,2001-12-13,2015-10-15,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",34.27,-33.6,-21.33,49.97,26.22,0.65,1.95,-8.97,-65.79,0.0,,12,2001,2012,11
507,(주)지티앤티,53870,2013-12-01,2001-12-13,2015-10-15,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-33.69,-33.93,-19.65,41.58,19.68,0.4,1.73,12.11,99.93,0.0,,12,2001,2013,12
508,(주)지티앤티,53870,2014-12-01,2001-12-13,2015-10-15,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-28.93,-144.58,-59.67,43.73,15.07,0.37,2.05,14.65,43.31,0.0,,12,2001,2014,13
509,(주)카카오,35720,2011-12-01,1999-11-11,2017-07-10,5,  정보서비스업,20.22,26.69,25.63,344.8,81.66,0.83,1.04,20.91,160.36,-11.69,유가증권시장상장,12,1999,2011,12
510,(주)카카오,35720,2012-12-01,1999-11-11,2017-07-10,5,  정보서비스업,7.62,15.7,16.9,453.9,84.97,0.77,0.93,14.71,89.48,-29.68,유가증권시장상장,12,1999,2012,13
511,(주)카카오,35720,2013-12-01,1999-11-11,2017-07-10,5,  정보서비스업,17.09,12.5,12.45,402.14,84.25,0.84,0.99,37.21,227.63,-13.64,유가증권시장상장,12,1999,2013,14
512,(주)카카오,35720,2014-12-01,1999-11-11,2017-07-10,5,  정보서비스업,-6.03,10.03,30.03,350.92,88.99,0.29,0.33,11.49,161.57,127.86,유가증권시장상장,12,1999,2014,15
513,(주)카카오,35720,2015-12-01,1999-11-11,2017-07-10,5,  정보서비스업,86.86,3.02,8.45,306.91,81.09,0.31,0.37,14.49,210.86,-49.59,유가증권시장상장,12,1999,2015,16
514,(주)카카오,35720,2016-12-01,1999-11-11,2017-07-10,5,  정보서비스업,57.08,1.93,4.47,150.98,67.52,0.34,0.47,10.89,235.15,-23.78,유가증권시장상장,12,1999,2016,17
515,(주)케이엔씨글로벌,68150,2011-12-01,2003-07-21,2017-03-07,4,  전문직별 공사업,,,,,,,,,,,,12,2003,2011,8
516,(주)케이엔씨글로벌,68150,2012-12-01,2003-07-21,2017-03-07,4,  전문직별 공사업,0.0,-9.33,-11.43,90.55,56.01,0.46,0.82,9.48,21.14,0.0,,12,2003,2012,9
