회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결)(원),[제조]총자본순이익률(IFRS연결)(원),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결)(백만원),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)원익,032940,2011/12,1997/07/18,,5,    기계장비 및 관련 물품 도매업,19.58,60,11.1,38.32,16.26,0.66,3.64,-89.62,23.91,2.62,3.81,3.26,1.49,5297.8,141,60.2,37.15,2.26,-23.82,203.38,0.96,194.08,36.03,32.96,731.61,0.57,1.52,0.86,4.06,4.41,7.62,47.92,89.83,82.75,0.01,1.17,0.62,15.4,1.68,2.86,11330.68,10.39,254.28,1515.83,19.94,54.47,45.53,13.16
(주)원익,032940,2012/12,1997/07/18,,5,    기계장비 및 관련 물품 도매업,-9.08,-37.91,-4.67,-16.89,-8.06,-15.65,14.01,0,23.02,-14.86,-19.69,2.79,-9.25,6040.07,0,49.45,28.51,0.55,-33.66,245.17,0.66,231.5,32.93,28.97,617.11,0.62,2,0.95,4.49,4.02,9.33,39.13,81.3,90.89,0.01,0,0.64,17.6,1.8,3.01,10414.13,10.51,370.55,2113.23,16.07,72.3,27.7,-92.49
(주)원익,032940,2013/12,1997/07/18,,5,    기계장비 및 관련 물품 도매업,10.62,49.45,16.64,-1.64,-3.16,19.63,-11.64,0,21.35,8.78,13.05,0.17,4.81,5336.86,0,49.45,28.83,1.22,-29.93,208.25,0.05,217.99,29.28,32.44,738.26,0.55,1.78,0.8,4.21,3.38,8.17,44.66,86.75,108.09,0.01,0,0.59,16.27,1.77,3.05,24951.75,22.75,598.48,3606.85,43.58,37.6,62.4,20.14
(주)원익머트리얼즈,104830,2011/12,2011/12/28,,5,    기초 화학물질 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)원익머트리얼즈,104830,2012/12,2011/12/28,,5,    기초 화학물질 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)원익머트리얼즈,104830,2013/12,2011/12/28,,5,    기초 화학물질 제조업,0,0,0,0,0,0,0,0,29.64,14.68,12.67,15.11,10.57,21172.99,3149,414.61,345.76,183.86,28.06,16.81,201.11,73.61,36.98,85.61,4950.73,0.72,0.84,1.14,11.73,11.23,15.19,24.03,31.13,32.5,0.03,0.13,1.57,1.95,1.95,2.34,41868.2,23.19,74.43,176.99,32.2,28.57,71.43,45.58
(주)원익큐브,014190,2011/12,1996/04/26,,5,    기타 전문 도매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)원익큐브,014190,2012/12,1996/04/26,,5,    기타 전문 도매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)원익큐브,014190,2013/12,1996/04/26,,5,    기타 전문 도매업,0,0,0,0,0,0,0,0,10.34,1.21,3.21,2.01,1.85,6485.91,0,174.66,138.19,28.51,23.08,60.41,0.94,73.81,53.99,62.34,524.82,1.53,2.46,3.33,13.61,5.27,15.93,22.92,26.82,69.32,0.01,0.34,1.81,9.93,2.84,3.59,6330.63,5.46,35.38,2897.83,3.56,23.93,76.07,33.87
(주)원익큐엔씨,074600,2011/12,2003/12/12,,5,    유리 및 유리제품 제조업,18.63,49.48,27.72,7.11,3.92,26.94,35,568.06,28.45,10.38,21.81,16.8,10.64,11853.2,1069,104.37,49.54,13.57,1.67,102.8,8.92,122.06,39.81,49.31,1096.5,1.03,2.14,1.76,4.6,7.8,19.86,18.38,79.29,46.8,0.01,0,1.23,3.14,2.45,5.26,55414.81,34.86,123.03,372.42,36.9,51.14,48.86,28.12
(주)원익큐엔씨,074600,2012/12,2003/12/12,,5,    유리 및 유리제품 제조업,-2.54,14.15,6.96,-16.89,-11.28,5.62,-20.04,-66.78,26.51,3.97,6.3,8.63,3.04,9478.18,355,99.03,43.5,13.45,-0.33,88.34,5.04,124.4,33.95,53.09,1158.11,0.77,1.49,1.21,3.83,7.1,22.05,16.55,95.37,51.4,0.01,0,1.05,1.96,2.07,4.52,38937.95,25.13,59.92,191.08,32.43,61.74,38.26,12.25
(주)원익큐엔씨,074600,2013/12,2003/12/12,,5,    유리 및 유리제품 제조업,6.8,2.23,10.04,0.51,-10.23,10.46,2.17,48.39,26.52,5.97,8.65,7.65,4.57,9633.37,524,89.46,44.65,14.77,-3.76,83.46,5.75,124.85,31.95,54.51,1254.12,0.77,1.42,1.14,4.38,8.2,22.5,16.22,83.27,44.53,0.01,0,1.13,1.85,2.33,4.96,46078.5,27.85,69.98,226.75,37.56,62.52,37.48,15.88
(주)원익홀딩스,030530,2011/12,1996/09/24,,5,    특수 목적용 기계 제조업,44.52,24.79,22.71,67.24,46.53,37.32,41.25,-30.13,30.32,5.4,8.14,8.91,4.41,4706.86,279,218.11,153.73,64.71,30.7,59.46,6.13,69.07,56.68,62.71,703.03,0.82,1.37,1.76,4.91,9.54,6.16,59.22,74.36,38.26,0.02,0.12,1.01,2.72,1.53,2.21,89592.68,18.19,68.88,548.47,26.32,53.11,46.89,20.52
(주)원익홀딩스,030530,2012/12,1996/09/24,,5,    특수 목적용 기계 제조업,-3,8.54,22.12,-22.19,-18.3,5.48,2.45,-56.05,31.5,5.12,3.01,6.45,3.68,4784.83,116,250.22,172.67,78.47,27.3,42.51,7.34,77.71,45.47,70.17,733.2,0.72,1.08,1.47,4.66,10.71,8.19,44.56,78.38,34.07,0.01,0.14,0.98,2.41,1.4,2.01,96691.2,20.23,70.17,422.18,27.73,64.98,35.02,18.48
(주)원익홀딩스,030530,2013/12,1996/09/24,,5,    특수 목적용 기계 제조업,23.49,10.6,20.67,26.87,37.79,19.38,21.3,249.32,32.73,8.83,9.33,10.92,6.99,5259.71,401,210.09,139.37,71.7,24.48,46.17,14.64,77.89,46.71,68.42,795.2,0.79,1.14,1.47,5.28,12.57,8.55,42.7,69.09,29.04,0.02,0.11,1.19,2.67,1.72,2.54,124929.37,21.17,82.53,425.22,29.53,43.88,56.12,29.9
(주)원일특강,012620,2011/12,1994/06/28,,5,    1차 철강 제조업,19.16,-0.73,-0.41,28.22,23.91,12.28,33.78,7.39,8.84,3.27,11.91,9.43,5.31,53085.69,1736,145.43,101.28,5.05,22.98,130.46,4.02,60.93,73.56,43.39,3083.37,1.62,3.64,5.64,7.41,3.56,24.07,15.16,49.29,102.54,0.01,0,1.36,6.08,2.28,3.3,23747.65,15.19,67.89,956.26,10.17,38.5,61.5,32.16
(주)원일특강,012620,2012/12,1994/06/28,,5,    1차 철강 제조업,-0.93,-1.42,1.66,-1.86,-9.88,9.03,-4.08,-16.14,8.49,2.86,9.03,7.29,4.12,50919.23,1456,155.87,112.42,14.47,26.12,109.4,3.29,56.81,72.87,47.75,3361.91,1.44,3.16,5.38,6.75,3.07,20.12,18.14,54.07,119.02,0.01,0,1.18,5.89,1.97,2.77,21474.85,13.87,62.37,1046.6,9.59,41.44,58.56,29.83
(주)원일특강,012620,2013/12,1994/06/28,,5,    1차 철강 제조업,2.61,-0.74,-1.21,4.03,9.22,7.35,-1.06,-8.35,9.25,2.65,7.66,6.76,3.74,50379.28,1334,222.13,157.12,13.61,40.62,100.16,4.07,52.28,73.88,49.96,3608.96,1.41,2.89,5.31,6.73,3.05,18.95,19.26,54.2,119.77,0.01,0,1.25,5.89,1.93,2.7,21295.57,13.4,62.35,1017.9,9.61,45.79,54.21,27.56
(주)원풍,008370,2011/12,1992/12/18,,5,    플라스틱제품 제조업,3.77,6.21,4.41,2.92,19.65,5.86,1.96,18.13,12.37,4.78,8.98,8.02,6.73,8888.99,419,221.01,155.96,20.08,23.44,33.17,39.21,76.15,42.81,75.09,957.21,1.41,1.89,2.47,11.96,6.88,10.04,36.35,30.53,53.08,0.02,0.11,2.24,3.46,3.28,4.51,19026.54,24.67,61.93,174.86,17.84,55.03,44.97,26.77
(주)원풍,008370,2012/12,1992/12/18,,5,    플라스틱제품 제조업,3.1,-3.85,0.82,6.16,-21.51,5.25,-2.1,-15.67,13.36,4.08,7.18,8.97,5.44,8702.7,0,238.69,186.74,32.2,25.61,30.49,44.53,72.96,44.08,76.64,1007.48,1.33,1.76,2.36,12.04,6.62,11.26,32.43,30.32,55.16,0.02,0.14,2.14,3.35,3.07,4.12,18803.14,23.65,63.71,183.23,18.01,55.15,44.85,22.65
(주)원풍,008370,2013/12,1992/12/18,,5,    플라스틱제품 제조업,0.07,-5.62,-7.23,9.32,0.08,5.24,-14.41,7.42,13.22,5.06,7.33,6.6,5.69,7448.73,382,309.45,247.8,37.23,32.6,24.24,37.85,64.41,48.16,80.49,1060.23,1.12,1.43,2.09,11.71,5.94,10.97,33.28,31.17,61.4,0.02,0.15,1.78,3.01,2.44,3.08,18202.22,22.87,68.23,227.17,20.36,50.77,49.23,24.86
(주)월덱스,101160,2011/12,2008/06/19,,5,    반도체 제조업,19.65,32.05,23.62,15.05,19.15,9.13,18.69,-10.5,28.34,5.2,9.76,9.7,3.72,13069.01,697,169.77,74.71,26.32,18.32,166.62,3.73,147.8,44.57,37.51,1490.58,0.72,1.83,1.31,2.86,7.82,14.42,25.3,127.61,46.7,0.01,0,0.9,1.92,1.58,3.51,37392.19,26.83,79.73,227.55,40.87,53.91,46.09,12.71
(주)월덱스,101160,2012/12,2008/06/19,,5,    전자부품 제조업,4.86,14.93,12.33,-4.43,-11.65,-3.63,-18.88,-85.52,17.19,0.81,1.38,-0.09,0.42,10601.13,101,98.5,47.51,14.95,-0.62,190.53,-0.2,172.53,40.62,34.42,1436.53,0.52,1.45,0.9,2.27,7.03,11.92,30.62,161.1,51.92,0.01,0,0.68,1.28,1.22,2.65,26910.2,18.42,49.94,161.44,36.26,72.66,27.34,2.23
(주)월덱스,101160,2013/12,2008/06/19,,5,    전자부품 제조업,-10.23,0.66,-1.24,-23.39,-22.54,-18.03,-7.92,0,15.29,-12.29,-18.03,-3.34,-6.06,9761.25,-1178,66.83,31.85,8.58,-17.21,218.73,-1.44,208.24,34.66,31.37,1177.49,0.49,1.49,0.79,2.51,7.27,13.11,27.85,145.64,50.19,0.01,0,0.59,1.09,1.3,2.72,17536.06,13.37,32.15,125.45,25.66,95.79,4.21,-47.89
(주)웨스트라이즈,064090,2011/12,2002/12/17,,6,    통신 및 방송 장비 제조업,-20.47,0.65,-4.08,-23.95,23.06,126.68,22.53,0,12.74,-3.52,-27.96,-4.7,-3.77,610.66,-47,125.57,78.56,8.72,16.05,168.65,-1.37,56.88,78.83,37.22,37.65,1.07,4.79,5.58,4.51,8.32,24.64,14.81,80.84,43.89,0.01,0,0.68,6.84,1.32,1.87,-2390.5,-10.07,-56.88,-363.83,-8.34,0,0,0
(주)웨스트라이즈,064090,2012/12,2002/12/17,,6,    통신 및 방송 장비 제조업,-15.25,-0.32,36.38,-29.11,5.07,0.42,-7.19,0,13.35,-7.47,-22.44,-3.57,-9.06,843.59,-124,125.3,55.77,8.65,13.31,126.75,-1.51,77.25,65.93,44.1,101.2,1.21,3,4.48,3.7,8.93,12.86,28.39,98.54,40.88,0.01,0,0.93,6.34,1.66,3.02,3230.05,16.06,77.1,445.59,12.14,127.71,-27.71,-61.51
(주)웨스트라이즈,064090,2013/12,2002/12/17,,6,    통신 및 방송 장비 제조업,-9.4,-9.66,1.17,-14.87,-24.98,-23.07,0.63,0,15.89,-9.81,-33.44,-1.35,-13.69,1526.87,-154,128.18,65.5,15.52,13.62,167.04,-0.69,101.6,61.95,37.45,77.85,1.4,3.41,3.88,4.16,9.53,12.54,29.1,87.81,38.28,0.01,0.87,1.22,6.71,2.18,4.59,2386.61,13.09,63.06,457.04,8.91,163.93,-63.93,-109.99
(주)웨이브일렉트로닉스,095270,2011/12,2007/09/12,,5,    통신 및 방송 장비 제조업,-22.89,-11.86,-17.58,-25.98,-18.43,-21.33,-44.1,0,27.16,-19.92,-21.96,-13.52,-15.65,3647.73,-875,258.77,209.38,28.36,37.24,42.73,-15.27,56.09,60.7,70.06,569.75,0.79,1.13,2.07,7,7.89,14.06,25.95,52.15,46.25,0.01,1.21,0.93,3.05,1.26,1.54,211.63,0.49,1.79,15.96,0.55,3208.93,-3108.93,-3632.5
(주)웨이브일렉트로닉스,095270,2012/12,2007/09/12,,5,    통신 및 방송 장비 제조업,-9.34,-4.64,-10.65,-8.5,1.09,-2.31,-31.56,0,44.52,-3.97,-3.52,-4.79,-2.57,2496.5,-122,329.92,260.35,73.45,42.69,31.68,-10.79,51.01,61.26,75.94,556.58,0.65,0.89,1.66,5.3,4.77,6.12,59.67,68.84,76.54,0.01,0.25,0.79,2.28,1.06,1.33,5813.73,15,51.49,578.38,22.01,83,17,-18.05
(주)웨이브일렉트로닉스,095270,2013/12,2007/09/12,,5,    통신 및 방송 장비 제조업,4.92,12.51,5.76,4.39,15.59,-12.3,48.69,0,34,-17.05,-22.76,-11.22,-16.85,3711.94,-727,188.08,144.16,49,28.55,57.84,-16.16,61.63,60.95,63.36,488.1,0.99,1.42,2.54,7.27,5.3,5.72,63.76,50.18,68.86,0.02,0.15,1.14,3.27,1.62,2.08,-322.87,-0.79,-2.55,-20.2,-0.82,0,0,0
(주)웰크론,065950,2011/12,2003/07/29,,5,    직물직조 및 직물제품 제조업,13.11,1.56,0.44,27.41,29.15,9.05,53.57,0,29.66,3.38,-3.05,6.15,2.66,7583.83,-87,120.07,96.28,23.58,8.84,112.45,2.56,100.03,52.92,47.07,489.93,0.79,1.71,1.58,7.96,4.36,8.07,45.23,45.84,83.75,0.01,0.24,0.83,2.64,1.57,1.95,37084.67,17.03,60.17,592.16,23,57.17,42.83,14.7
(주)웰크론,065950,2012/12,2003/07/29,,5,    직물직조 및 직물제품 제조업,22.98,0.55,5.24,38.77,4.99,2.42,63.68,0,22.8,5.11,0.36,8.84,5.56,11629.19,9,124,105.42,16.04,11.56,114.27,6,86.33,59.71,46.67,468.93,1.09,2.32,2.51,11.28,5.56,8.99,40.6,32.36,65.69,0.02,0.13,1.06,4.27,1.92,2.31,44394.94,16.58,73.49,808.71,16.82,47.86,52.14,30.4
(주)웰크론,065950,2013/12,2003/07/29,,5,    직물직조 및 직물제품 제조업,-5.29,0.29,-0.3,-8.66,-17.62,-2.22,-12.8,-1011.09,21.97,2.77,-3.32,3.55,2.45,10115.65,-77,155.35,134.35,44.8,20.52,84.23,2.66,78.14,57.58,54.28,458.52,0.88,1.75,2.14,10.53,4.46,7.51,48.58,34.66,81.88,0.01,0.13,0.87,3.71,1.5,1.76,48257.25,19.03,78.38,901.4,20.97,63.13,36.87,13.21
(주)웰크론한텍,076080,2011/12,2008/07/18,,5,    특수 목적용 기계 제조업,45.06,1.5,2.28,79.84,444.14,28.05,232.09,0,25.46,10.17,12.85,12.16,9.09,5839.27,461,152.82,144.96,37.49,23.64,84.51,10.78,58.33,68.38,54.2,647.87,0.89,1.56,2.42,36.26,3.33,5.83,62.61,10.07,109.62,0.02,0.03,0.86,4.51,1.42,1.48,23313.05,20.4,120.81,1777.47,27.01,42.24,57.76,37.64
(주)웰크론한텍,076080,2012/12,2008/07/18,,5,    특수 목적용 기계 제조업,43.5,-8.9,8.71,59.58,49.76,31.05,111.96,68.43,18.5,8.52,16.68,15.18,11.21,10321.67,618,158.3,150.65,21.75,28.01,94.45,62.72,46.57,76.05,51.43,708.04,1.32,2.5,4.85,36.43,4.91,8.02,45.49,10.02,74.39,0.03,0.03,1.1,9.92,1.8,1.9,33737.26,20.58,194.15,2516.69,18.44,39.34,60.66,46.2
(주)웰크론한텍,076080,2013/12,2008/07/18,,5,    특수 목적용 기계 제조업,-4.85,2.43,8.29,-8.99,-65.15,14.78,-20.32,-4.69,16.22,7.76,13.05,7.46,7.07,8224.19,496,260.47,255.65,92.24,44.81,53.68,30.55,41.89,72.74,65.07,812.69,0.91,1.57,3.56,35.9,3.49,6.33,57.67,10.17,104.65,0.02,0.03,0.81,8.19,1.22,1.27,33446.85,21.44,191.98,3002.49,22.95,50.51,49.49,33.83
(주)웹젠,069080,2011/12,2003/05/23,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0,9.19,5.28,6.82,3.48,1788.3,202,207.17,207.17,122,18.88,47.28,4.74,93.52,36.5,67.9,641.04,0.38,0.56,0.6,0,5.33,0,0,0,68.45,0.01,0.19,0.7,4.5,1.04,1.04,46608.75,29.85,2071.47,4593.24,78.73,57.6,42.4,11.67
(주)웹젠,069080,2012/12,2003/05/23,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0,4.24,1.81,6.49,1.51,1605.04,78,393.4,393.4,149.7,29.76,26.57,6.69,76.06,39.9,79.01,711.41,0.36,0.45,0.59,0,8.45,0,0,0,43.21,0.02,0.12,0.71,2.53,0.89,0.89,40173.84,25.26,950.26,7490.4,70.88,64.43,35.57,5.98
(주)웹젠,069080,2013/12,2003/05/23,,5,    소프트웨어 개발 및 공급업,-0.92,28.17,24.01,-38.47,0,3.27,27.18,-19.24,0,2.5,1.44,2.47,1.14,2041.26,59,243.55,243.55,72.02,14.61,21.46,153.97,91.37,24.78,82.33,734.65,0.46,0.56,0.67,0,10.55,0,0,0,34.6,0.03,0.09,1.07,2.82,1.41,1.41,48277.82,30.64,168.25,1932.55,66.98,68.7,31.3,3.74
(주)위닉스,044340,2011/12,2000/10/24,,5,    일반 목적용 기계 제조업,-2.24,1.34,-1.17,-2.86,23.68,-9.81,-9.5,0,8.06,-3.58,-9.74,1.06,-5.39,13456.85,-481,141.63,82.72,9.88,18.59,88.4,1.02,69.25,63.24,53.08,937.1,1.51,2.72,4.12,6.41,7.75,8.25,44.26,56.95,47.13,0.02,0.17,1.42,5.03,2.38,3.77,17092.04,15.06,49.35,178.8,9.88,89.72,10.28,-36.2
(주)위닉스,044340,2012/12,2000/10/24,,5,    가정용 기기 제조업,-8.34,3.87,0.6,-13.53,-32.9,4.32,11.03,0,9.64,2.61,8.13,3.66,4.6,14941.74,398,162.64,110.14,16.15,22.98,65.54,3.2,66.78,59.66,60.41,977.56,1.77,3.12,4.59,7.7,8.77,12.45,29.31,47.39,41.62,0.02,0.25,1.73,5.44,2.87,4.58,30007.8,28.85,83.42,278.22,15.62,58.34,41.66,16.68
(주)위닉스,044340,2013/12,2000/10/24,,5,    가정용 기기 제조업,44.64,9.7,4.93,71.49,105.54,23.42,34.24,201.58,16.46,5.85,21.5,16.46,11.86,20057.32,1175,151.54,92.91,12.42,24.06,94,17.13,56.78,70.73,51.55,1206.54,2.03,3.67,6,8.43,9.72,10.89,33.5,43.32,37.55,0.02,0.14,1.86,6.84,3.06,4.81,43763.75,29.09,110.9,432.32,16.97,43.7,56.3,34.49
(주)위다스,056810,2011/12,2002/01/15,2013/09/10,4,    통신 및 방송 장비 제조업,0,0,0,0,0,0,0,0,25.94,-56.22,-39.46,-17.26,-19.16,565.5,-362,113.08,84.98,15.61,6.08,105.91,-13.62,97.69,52.56,48.56,161.14,0.34,0.7,0.72,2.61,2.56,5,72.96,139.87,142.83,0,6.15,0.34,2.15,0.65,0.86,-584.07,-1.74,-10.95,-78.4,-5.1,0,0,0
(주)위다스,056810,2012/12,2002/01/15,2013/09/10,4,    통신 및 방송 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위메이드,112040,2011/12,2009/12/18,,5,    소프트웨어 개발 및 공급업,-0.71,20.12,30.12,-14.21,0,3.81,6.39,14.38,86.89,22.51,8.8,7.25,7.23,13789.48,2891,944.63,944.63,196.19,53.72,8.67,349.28,43.38,60.08,92.02,6022.24,0.32,0.36,0.91,3841.64,4.06,301.69,1.21,0.1,89.81,0.01,0,0.45,4.21,0.5,0.5,81817.52,22.78,272.56,6703.47,70.63,62.9,37.1,31.87
(주)위메이드,112040,2012/12,2009/12/18,,5,    소프트웨어 개발 및 공급업,0.39,-18.01,29.1,-18.69,0,2.27,3.51,0,87.68,-6.63,-1.57,0.92,-2.21,7136.79,-258,1034.97,1034.97,338.68,43.96,6.4,-28.75,54.62,48.66,93.98,3178.82,0.33,0.36,0.73,0,4.33,1196.06,0.31,0,84.36,0.01,0,0.56,4.39,0.61,0.61,64393.7,17.86,261.63,8834.21,53.71,97.03,2.97,-12.34
(주)위메이드,112040,2013/12,2009/12/18,,5,    소프트웨어 개발 및 공급업,2.45,168.62,21.71,-17.86,0,-0.61,89.69,0,0,5.39,0,4.18,3.36,13537.91,0,630.43,630.43,251.33,32.83,7.38,324.19,65.49,39.01,93.13,3159.51,0.62,0.67,1.11,0,8.4,0,0,0,43.47,0.02,0.12,1.27,5.01,1.42,1.42,130770.25,35.4,197.8,37587.27,57.5,76.99,23.01,9.37
(주)위메이드맥스,101730,2011/12,2009/06/03,,5,    소프트웨어 개발 및 공급업,8.6,0.95,103.03,-16.59,0,6.77,-2.19,-29,72.85,22.61,6.29,6.27,5.83,3780.63,900,871.17,871.17,288.29,53.67,8.6,79.27,42.75,60.63,92.08,2807.27,0.26,0.28,0.84,0,13.75,0,0,0,26.54,0.04,0.07,0.34,2.01,0.37,0.37,17505.05,16.29,131.76,1467.95,65.77,57.04,42.96,34.39
(주)위메이드맥스,101730,2012/12,2009/06/03,,5,    소프트웨어 개발 및 공급업,0.6,-61.65,36.32,-22.59,0,-3.5,3.77,0,72.62,-17.35,-4.18,0.59,-4.45,3923.33,-608,932.97,932.97,272.83,41.65,8.17,-23.75,57.7,46.65,92.45,2709.05,0.26,0.28,0.55,0,10.12,0,0,0,36.07,0.03,0.1,0.43,3.01,0.48,0.48,12333.54,11.41,242.06,1697.34,44.65,113.55,-13.55,-38.85
(주)위메이드맥스,101730,2013/12,2009/06/03,,5,    소프트웨어 개발 및 공급업,10.65,-6.25,-20.05,45.76,0,1.59,86.27,0,0,28.46,7.43,17.3,12.86,7307.83,1059,832.97,832.97,229.37,54.08,9.6,475.16,42.25,61.46,91.24,2752.23,0.45,0.49,0.99,0,8.44,0,0,0,43.23,0.02,0.12,0.74,10.42,0.83,0.83,42617.34,35.63,892.21,12249.46,82.84,46.05,53.95,34.35
(주)위메이드플레이,123420,2011/12,2010/11/10,,5,    기타금융업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위메이드플레이,123420,2012/12,2010/11/10,,5,    기타금융업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위메이드플레이,123420,2013/12,2010/11/10,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위지트,036090,2011/12,1999/12/10,,5,"    측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위지트,036090,2012/12,1999/12/10,,5,    특수 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)위지트,036090,2013/12,1999/12/10,,5,    특수 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)윈스,136540,2011/12,2011/05/02,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)윈스,136540,2012/12,2011/05/02,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)윈스,136540,2013/12,2011/05/02,,5,"    컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)윈팩,097800,2013/12,2013/03/07,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)유니크,011320,2011/12,1993/12/29,,5,    자동차 신품 부품 제조업,12.7,12.64,12.47,12.96,-8.68,9.63,11.31,-38.07,13.78,2.68,11.28,5.73,3.97,9458.58,266,89.17,79.32,14.96,-5.8,187.89,3.2,150.4,47.76,34.74,470.53,1.48,4.21,2.83,25.28,5.67,5.79,63.02,14.44,64.35,0.06,0.04,1.48,3.03,3.1,3.54,38096.62,29.11,63.87,107.12,20.85,66.64,33.36,12.86
(주)유니크,011320,2012/12,1993/12/29,,5,    자동차 신품 부품 제조업,6.82,10.64,8.16,5.35,7.7,13.63,8.19,72.2,15.25,4.27,17.38,6.63,6.24,10233.21,461,100.94,89.55,18.29,0.44,170.64,3.94,143.16,47.1,36.95,534.64,1.46,4.07,2.78,27.59,5.51,6.92,52.76,13.23,66.27,0.04,0.04,1.5,2.94,3.08,3.47,46802.88,33.48,73.56,114.99,23.67,63.39,36.61,18.03
(주)유니크,011320,2013/12,1993/12/29,,5,    자동차 신품 부품 제조업,14.24,-1.01,-1.11,31.48,21.82,25.94,9.69,85.41,17.83,7.21,26.82,11.47,10.45,11225.14,876,113.12,101.29,34.38,6.29,145.5,8.3,112.42,54.21,40.73,673.34,1.45,3.72,2.95,26.31,5.72,8.83,41.35,13.87,63.82,0.03,0.04,1.47,3.09,2.85,3.19,55634.37,34.84,88.45,144.99,25.65,53.63,46.37,28.13
(주)유니테스트,086390,2011/12,2006/12/05,,5,    특수 목적용 기계 제조업,8.86,-6.18,-3.66,20.52,-13.9,25.95,69.54,83.98,38.17,16.12,26.09,14.56,11.73,3222.62,527,221.2,153.84,36.13,31.42,107.61,4.33,88.57,57.34,48.17,443.47,0.73,1.61,1.61,3.7,3,9.84,37.09,98.71,121.69,0.01,0,0.77,2,1.33,2.08,19933.77,27.18,80.55,14474.13,38.95,35.81,64.19,41.39
