회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결)(원),[제조]총자본순이익률(IFRS연결)(원),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결)(백만원),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
(주)아이에스시,095340,2013/12,2007/10/01,,5,    전자부품 제조업,18.33,2.38,12.28,29.35,52.49,14.22,7.1,1.17,57.08,18.47,13.02,21.3,10.79,7389.34,1442,387.93,357.73,214.38,28.75,23.18,60.58,75.46,38.74,81.18,2223.98,0.58,0.71,0.93,21.58,7.94,132.68,2.75,16.91,45.98,0.02,0,1.2,2.71,1.57,1.69,27703.1,26.28,130.78,655.38,48.75,38.6,61.4,37.88
(주)아이에스이커머스,069920,2011/12,2007/12/05,,5,    무점포 소매업,-2,5.36,5.78,-9.39,70.25,-2.57,9.67,0,56.48,-0.52,-2.81,0.58,-1.01,4066.59,0,105.57,58.65,11.15,2.5,99.95,0,105.19,47.39,50.01,212.13,1.92,3.85,3.79,11.61,23.58,59.92,6.09,31.43,15.48,0.02,0,2.22,27.67,3.89,5.86,145.74,0.56,7.71,28.22,0.29,0,0,-183.2
(주)아이에스이커머스,069920,2012/12,2007/12/05,,5,    무점포 소매업,78.28,164.58,36.69,124.44,51.69,0.12,-4.71,0,54.41,-7.05,-25.25,-6.95,-9.37,3875.01,-275,132.16,92.46,35.56,14.52,223.81,-6.45,130.62,59.66,30.88,212.39,1.33,3.52,2.97,6.98,24.24,40.84,8.94,52.29,15.06,0.02,0,1.33,14.1,2.41,3.67,-2985.09,-6.38,-59.71,-263.73,-6.15,0,0,0
(주)아이에스이커머스,069920,2013/12,2007/12/05,,5,    무점포 소매업,0.09,28.79,26.73,-17.91,25.88,-50.49,61.52,0,0,-7.26,-56.46,-8.87,-12.17,6259.02,-448,99.33,53.58,14.3,-0.33,427.95,-3.27,269.63,48.93,18.94,105.16,1.68,6.73,3.67,8.28,25.22,37.92,9.63,44.07,14.47,0.02,0,1.65,13.71,3.09,4.92,15240.45,32.54,236.71,887.79,19.43,99.43,0.57,-37.38
(주)아이에이,038880,2011/12,2000/04/27,,5,    전자부품 제조업,0,0,0,0,0,0,0,0,12.81,-68.84,-55.5,-17.64,-20.03,737.08,-507,70.1,61.64,9.44,-12.11,177.08,-9.2,198.45,28.38,36.09,182.85,0.29,0.81,0.41,8.5,1.7,14.15,25.79,42.95,214.09,0,0,0.42,0.6,1.03,1.17,-4237.19,-6.33,-15.24,-957.25,-21.76,0,0,0
(주)아이에이,038880,2012/12,2000/04/27,,5,    전자부품 제조업,0,0,0,0,0,0,0,0,5.64,-48.51,-177.81,-14.67,-25.04,1173,-569,20.8,17.46,5.8,-57.52,610.15,-3.4,602.88,15.11,14.08,64,0.52,3.67,0.61,21.29,10.33,18.18,20.08,17.15,35.33,0.03,0.07,0.59,0.84,3.42,4.07,-4308.75,-7.18,-11.67,-669.92,-13.9,0,0,0
(주)아이에이,038880,2013/12,2000/04/27,,5,    전자부품 제조업,11.96,-39.94,-32.06,259.4,18.74,52.7,50.77,0,21.63,-12.11,-52.96,-1.46,-8.89,1726.71,-209,104.88,99.32,7.1,2.26,420.72,-0.29,268.23,48.49,19.2,86.76,0.73,4.37,1.09,29.34,6.35,18.31,19.93,12.44,57.52,0.02,0.06,0.8,1.58,2.24,2.43,9349.18,13.91,42.15,1994.23,20.01,97.9,2.1,-60.51
(주)아이엠,101390,2011/12,2008/07/23,,5,    기계장비 및 관련 물품 도매업,18.52,24.91,14.24,19.82,40.91,14.23,0,-50.79,8.72,1.84,9.73,3.46,3.06,18332.07,398,123.45,89.23,30.48,14.72,180.32,4.97,63.08,77.5,35.67,853.74,1.67,4.56,7.28,8.37,8.47,7.74,47.18,43.63,43.08,0.03,0.11,1.2,9.79,2.16,2.91,81193.41,38.97,295.54,571.89,25.37,63.92,36.08,7.24
(주)아이엠,101390,2012/12,2008/07/23,,5,    기계장비 및 관련 물품 도매업,-11.26,44.07,36.97,-25.26,-13.76,-5.59,4.39,-77.37,9.18,0.17,2.12,0.35,0.29,18239.91,85,113.96,77.51,23.88,8,166.12,-0.04,92.43,65.27,37.58,768.21,1.7,4.65,6.02,8.02,7.78,6.93,52.71,45.53,46.93,0.03,0.11,1.29,7.54,2.37,3.36,70660.39,38.22,182.21,577.03,21.15,82.01,17.99,0.79
(주)아이엠,101390,2013/12,2008/07/23,,5,    기계장비 및 관련 물품 도매업,-3.15,11.43,13.31,-11.92,-25.12,-8.86,3.32,0,9.18,-1.98,-9.81,2.84,-3.76,18846.3,-366,99.75,72.62,16.25,-0.15,178.96,2.32,113.36,59.36,35.85,700.16,1.9,5.17,5.04,10.23,9.92,7.89,46.26,35.68,36.78,0.04,0.08,1.57,6.24,3.04,4.33,65410.87,36.53,118.34,354.08,18.95,85.65,14.35,-10.45
(주)아이엠비씨,052220,2011/12,2005/01/21,,5,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이엠비씨,052220,2012/12,2005/01/21,,5,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이엠비씨,052220,2013/12,2005/01/21,,5,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2011/12,2006/06/27,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2012/12,2006/06/27,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이오케이컴퍼니,078860,2013/12,2006/06/27,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,35.07,-12.04,-24.11,-3.41,-11.74,1658.82,-203,145.99,145.99,83.32,20.2,105.37,-1.21,73.68,64.12,48.69,165.63,0.98,2,2.72,0,4.25,9.54,38.24,0,85.85,0.02,0,0.9,31.98,1.52,1.52,5338.91,43.83,1437.32,117960.85,44.94,114.52,-14.52,-26.78
(주)아이윈,090150,2011/12,2006/10/20,,5,    자동차 신품 부품 제조업,22.88,6.15,9.63,32.12,4.24,14.36,30.15,9.12,18.09,3.3,8.55,6.01,3.76,9482.16,334,159.56,105.77,36.95,23.65,140.77,3.03,88.23,63.36,41.53,755.25,1.14,2.66,2.96,4.95,5.52,7.02,52,73.74,66.15,0.01,0.29,1.16,3.44,1.86,2.98,14637.58,17.89,59.49,0,17.28,57.98,42.02,19.08
(주)아이윈,090150,2012/12,2006/10/20,,5,    자동차 신품 부품 제조업,24.17,-19.9,46.81,11.07,12.75,12.68,11.32,39.4,17.34,4.1,10.51,4.79,4.22,9763.89,428,149.74,98.5,39.8,18.83,167.18,2.94,115.76,56.67,37.43,787.24,1.03,2.62,2.55,5.07,5.28,6,60.86,71.93,69.19,0.01,0.23,1.05,4.13,1.72,2.61,18175.11,17.89,95.9,0,19.27,57.1,42.9,21.28
(주)아이윈,090150,2013/12,2006/10/20,,5,    자동차 신품 부품 제조업,2.89,-6.34,1.48,3.96,-6.56,5.67,-2.22,-26.4,16.41,3.01,7.1,2.39,2.69,9546.81,306,142.31,98.53,52,17.02,160.14,1.34,111.17,57.26,38.44,831.86,0.89,2.36,2.08,4.84,5.27,5.9,61.86,75.42,69.2,0.01,0.24,0.93,4.69,1.57,2.33,18958.42,18.14,99.76,0,20.56,63.68,36.32,14.63
(주)아이즈비전,031310,2011/12,1997/07/25,,5,    무점포 소매업,-10.58,-2.46,-10.08,-11.17,-23.41,-9.72,13.37,0,8.89,-3.25,-8.33,-4.42,-5.13,9504.87,-330,187.1,123.53,54.03,21.06,61.56,-7.38,88.46,45.25,61.9,702.43,1.58,2.57,2.9,9.45,10.76,26.65,13.7,38.62,33.91,0.02,0,2.25,6.43,3.48,5.52,10634.67,11.88,46.16,1108.01,7.09,128.09,-28.09,-45.75
(주)아이즈비전,031310,2012/12,1997/07/25,,5,    무점포 소매업,5.31,-0.81,-10.92,24.96,11.84,6.65,-3.91,0,9.38,0.85,2.13,-2.14,1.32,9133.03,83,228.78,159.21,61.71,30.22,59.54,-6.02,73.88,53.69,62.68,749.11,1.57,2.52,3.11,9.88,8.47,26.7,13.67,36.93,43.09,0.02,0,2.14,6.28,3.16,4.65,16909.6,17.94,74,1615.68,11.74,84.52,15.48,7.2
(주)아이즈비전,031310,2013/12,1997/07/25,,5,    무점포 소매업,7.07,-0.56,-1.81,14.73,-16.99,8.92,15.32,267.1,13.34,2.69,7.24,5.15,4.58,10531.94,303,240.59,187.66,80.59,33.62,56.83,16.64,66.6,57.53,63.76,815.97,1.7,2.69,3.84,11.8,7.83,27.75,13.15,30.94,46.64,0.02,0,2.14,7.29,3.06,4.13,21261.77,21.07,93.57,2495.59,12.8,72.83,27.17,21.02
(주)아이컴포넌트,059100,2011/12,2008/12/16,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이컴포넌트,059100,2012/12,2008/12/16,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이컴포넌트,059100,2013/12,2008/12/16,,5,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이톡시,052770,2011/12,2002/08/22,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이톡시,052770,2012/12,2002/08/22,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,40.04,-6.15,-14.73,0.7,-6.39,1683.35,-115,86.38,86.38,5.21,-7.26,130.6,0.27,124.38,46.06,43.37,140.58,1.04,2.39,1.93,0,5.23,12.29,29.71,0,69.76,0.02,0,1.04,29.06,2.25,2.25,12672.1,35.9,1004.59,4548.49,34.57,56.29,43.71,-17.79
(주)아이톡시,052770,2013/12,2002/08/22,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,57.78,3.31,7.27,17.66,3.45,1574.79,53,96.82,96.82,3.23,-1.62,110.77,9.03,106.66,49.4,47.45,142.99,1.04,2.19,2.06,0,3.61,14.19,25.72,0,101.16,0.01,0,1.04,30.82,2.11,2.11,12663.49,38.16,1130.05,5736.58,36.66,49.14,50.86,9.04
(주)아이티엑스에이아이,099520,2011/12,2009/12/22,,5,    영상 및 음향기기 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2012/12,2009/12/22,,5,    영상 및 음향기기 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이티엑스에이아이,099520,2013/12,2009/12/22,,5,    영상 및 음향기기 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아인스엠앤엠,040740,2011/12,2004/01/28,2012/05/01,4,    기타 생활용품 소매업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2011/12,2000/10/26,,5,"    섬유제품 염색, 정리 및 마무리 가공업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2012/12,2000/10/26,,5,"    섬유제품 염색, 정리 및 마무리 가공업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아즈텍더블유비이,032080,2013/12,2000/10/26,,5,"    섬유제품 염색, 정리 및 마무리 가공업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아큐텍,013780,2011/12,1997/08/18,2013/04/23,4,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아큐텍,013780,2012/12,1997/08/18,2013/04/23,4,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아프리카티비,067160,2011/12,2003/12/19,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0,1.25,2.65,5.58,1.03,5818.99,89,270.47,270.47,134.61,42.15,115.87,5.37,71.5,66.88,46.32,658.49,0.82,1.77,2.47,0,3.66,24.06,15.17,0,99.74,0.01,0,0.89,3.91,1.22,1.22,15277.25,26.12,124.9,401.4,31.91,72.65,27.35,3.93
(주)아프리카티비,067160,2012/12,2003/12/19,,5,    소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아프리카티비,067160,2013/12,2003/12/19,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,0,0.37,0.88,7.98,0.31,4859.84,34,152.81,152.81,25.9,14.87,55.96,5.03,88.85,43.03,64.12,729.08,0.83,1.3,1.46,0,10.41,48.49,7.53,0,35.05,0.04,0,1.17,4.19,1.94,1.94,19246.95,33.36,167.81,582.28,40.01,78.98,21.02,0.92
(주)안랩,053800,2011/12,2001/09/13,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,70.6,9.09,7.24,5.97,5.44,10302.62,1071,229.42,213.14,24.98,29.53,33.09,999999999,63.42,52.35,75.14,2498.03,0.6,0.8,1.26,16.12,7.03,8.51,42.88,22.65,51.94,0.03,0.07,0.8,1.42,1.14,1.23,51098.24,29.66,70.18,0,49.53,80.96,19.04,18.35
(주)안랩,053800,2012/12,2001/09/13,,5,    소프트웨어 개발 및 공급업,0,0,0,0,0,0,0,0,67.18,10.67,9.98,8.47,7.6,13148.32,1627,246.58,238.16,23.31,32.41,31.39,8529.88,59.75,54.53,76.11,2715.17,0.71,0.94,1.57,38.25,5.4,7.92,46.08,9.54,67.64,0.03,0.03,0.93,1.78,1.31,1.35,70065.75,37.9,94.64,2395.46,53.22,69.03,30.97,20.04
(주)안랩,053800,2013/12,2001/09/13,,5,    소프트웨어 개발 및 공급업,-0.48,-2.99,-2.68,1.35,37.89,2.27,4.3,-54.15,65.38,4.69,4.52,3.21,3.49,13713.9,744,270.39,257.83,88.27,34.99,27.85,999999999,56.85,55.53,78.22,2776.89,0.74,0.96,1.66,33.54,5.97,8.61,42.41,10.88,61.12,0.03,0.03,0.98,1.88,1.35,1.41,69506.83,37.78,96.77,2823.5,50.61,80.13,19.87,9.26
(주)알에프세미,096610,2011/12,2007/11/20,,5,    반도체 제조업,30.58,37.39,32.72,28.43,55.1,21.23,27.28,18.76,35.56,20.36,20.57,18.52,14.17,4566.27,929,213.42,82.93,16.06,26.06,50.1,20.01,76.51,49.03,66.62,990.33,0.7,1.01,1.37,2.49,5.01,12.61,28.94,146.46,72.81,0.01,0,1,1.64,1.41,3.24,21094.69,34.95,97.28,119.49,56.89,42.34,57.66,35.78
(주)알에프세미,096610,2012/12,2007/11/20,,5,    반도체 제조업,14.05,25.33,22.34,5.42,-6.35,9.81,14.51,-37.99,24.54,11.02,11.1,9.86,7.25,5228.65,576,160.13,73.15,13.98,17.02,55.89,9.77,85.24,45.32,64.15,1087.46,0.66,1.01,1.24,2.42,4.71,13.37,27.3,150.59,77.52,0,0,0.9,1.44,1.4,3.3,17765.93,25.81,72.94,90.29,41.84,49.61,50.39,26.35
(주)알에프세미,096610,2013/12,2007/11/20,,5,    반도체 제조업,14.6,18.86,16.94,11.77,12.39,11.19,23.64,17.43,22.32,10.47,11.79,10.45,7.44,6464.82,677,149.21,67.72,13.03,14.58,60.67,12.21,89.65,44.2,62.24,1209.17,0.71,1.13,1.29,2.92,5.12,14.48,25.22,125.1,71.28,0.01,0,0.96,1.46,1.59,3.49,21040,26.67,67.57,83.72,40.08,49.65,50.35,26.12
(주)알에프텍,061040,2011/12,2002/05/16,,5,    통신 및 방송 장비 제조업,30.17,51.35,6.74,46.48,36.48,8.73,28.24,17.09,11.96,1.76,7.03,8.06,3.47,26853.2,477,129.07,81.85,22.37,14.94,119.9,15.94,74.02,66.34,45.48,1403.43,1.97,3.99,5.34,8.28,9.82,6.09,59.95,44.1,37.18,0.05,0.08,1.76,12.93,3.12,5,28987.49,18.22,143.87,328.07,10.47,67.13,32.87,16.86
(주)알에프텍,061040,2012/12,2002/05/16,,5,    통신 및 방송 장비 제조업,32.71,41.75,12.07,43.18,43.38,24.38,80.33,381.44,12.81,4.71,28.98,16.93,12.71,48295.51,2275,132,83.64,13.86,17.35,134.61,21.8,66.7,71.57,42.62,1728.85,2.7,6.15,8.79,10.63,11.27,6.93,52.7,34.35,32.4,0.07,0.07,2.2,16.02,3.89,6.14,61590.94,29.17,174.15,341.99,12.33,43.43,56.57,38.2
(주)알에프텍,061040,2013/12,2002/05/16,,5,    통신 및 방송 장비 제조업,2.39,13.44,12.63,-1.68,20.14,4.23,0.16,-81.42,9.47,0.71,4.76,3.98,1.66,47471.84,415,128.53,70.99,24.09,15.26,132.48,6.53,72.71,68.73,43.01,1776.34,2.34,5.47,7.84,8.21,11.26,6.1,59.8,44.48,32.42,0.06,0.07,1.89,12.82,3.34,5.63,55165.83,25.52,135.75,237.13,11.03,79.41,20.59,6.44
(주)알톤스포츠,123750,2011/12,2010/07/02,,5,    그 외 기타 운송장비 제조업,0,0,0,0,0,0,0,0,31.94,2.41,3.95,5.88,2.31,7603.69,267,145.97,109.28,10.75,19.16,79.57,2.54,70.32,60.84,55.69,1009.36,0.96,1.73,2.46,6.29,8.78,15.92,22.93,58.04,41.59,0.01,0,0.94,3.49,1.58,2.11,12284.84,16.78,60.99,2035.14,17.45,60.43,39.57,13.79
(주)알톤스포츠,123750,2012/12,2010/07/02,,5,    그 외 기타 운송장비 제조업,-12.41,4.6,5.71,-24.08,18.58,3.23,-6.27,136.79,31.79,5.64,9.2,6.55,5.42,7475.5,478,171.89,104.42,62.27,22.06,50.93,3.71,71.33,52.74,66.25,1042,0.96,1.59,2.24,5.39,10.69,20.05,18.2,67.67,34.14,0.01,0,1.03,3.2,1.68,2.45,13589.9,21.2,64.52,2645.79,20.6,47.71,52.29,27.39
(주)알톤스포츠,123750,2013/12,2010/07/02,,5,    그 외 기타 운송장비 제조업,5.09,-1.26,-2.37,11.77,-6.43,9.6,-6.79,-30.88,32.55,4.21,5.97,5.52,3.94,5637,255,197.44,132.56,69.58,27.68,45.21,5.07,63.76,56.09,68.86,834.57,0.94,1.38,2.05,4.79,13.2,15.54,23.48,76.24,27.66,0.01,0.41,1.11,2.93,1.72,2.68,12686.59,18.83,60.98,2358.63,20.63,55.86,44.14,20.42
(주)알티캐스트,085810,2013/12,2013/12/06,,5,    소프트웨어 개발 및 공급업,14.1,-19.21,-3.42,18.98,0,133.47,12.87,255.76,0,21.73,25.9,19.38,15.78,4542.32,920,498.46,498.46,83.65,65.21,24.89,7.06,23.02,81.57,80.07,841.52,0.73,1.19,3.63,8021.58,3.1,195.78,1.86,0.05,117.89,0.01,0,0.66,53.18,0.91,0.91,56855.21,52.59,4591.73,0,77.17,54.72,45.28,28.16
(주)알파홀딩스,117670,2011/12,2010/09/17,,6,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)알파홀딩스,117670,2012/12,2010/09/17,,6,    반도체 제조업,0,0,0,0,0,0,0,0,18.99,9.32,10.74,8.82,7.29,4011.43,374,290.78,288.39,33.05,44.13,47.34,13.51,48.24,67.26,67.87,696.38,0.78,1.15,2.39,141.48,5.41,5.89,61.95,2.58,67.52,0.12,0.01,0.87,3.04,1.16,1.17,8587.6,20.84,81.15,877.9,26.65,55.28,44.72,34.99
(주)알파홀딩스,117670,2013/12,2010/09/17,,6,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)액토즈소프트,052790,2011/12,2001/08/14,,5,    소프트웨어 개발 및 공급업,7.01,-56.24,-50.64,24,0,11.37,-4.05,233.5,34.12,8,9.59,14.98,6.78,10595.74,887,399.1,399.1,5.5,67.07,38.87,999999999,14.58,89.5,72.01,1863.6,0.85,1.2,5.15,0,4.1,5.19,70.28,0,88.99,0.05,0,0.8,126.93,1.01,1.01,28533.97,23.54,5992.76,7687.41,28.74,43.49,56.51,27.85
(주)액토즈소프트,052790,2012/12,2001/08/14,,5,    소프트웨어 개발 및 공급업,86.27,6.73,929.87,-12.69,0,13.01,-16.41,21.36,35.11,11.62,10.37,10.59,5.56,8855.05,1059,78.03,78.03,5.26,-11.81,128.92,16.9,132.88,41.95,43.68,2104.31,0.48,0.89,1.15,0,3.81,4.75,76.8,0,95.89,0.05,0,0.47,168.6,0.82,0.82,25882.8,11.46,5093.35,7118.07,31.19,41.48,58.52,37.26
(주)액토즈소프트,052790,2013/12,2001/08/14,,5,    소프트웨어 개발 및 공급업,2.74,250.33,-3.26,11.05,0,93.07,67.95,56.38,50.74,10.82,10.43,11.08,6.59,13354.6,1472,323.51,323.51,29.86,31.33,21.82,20.53,66.58,45.34,82.09,3371.97,0.61,0.96,1.08,0,6.51,8.41,43.42,0,56.05,0.08,0,0.79,121.8,1.39,1.39,38674.37,16.67,2172.39,2852.28,27.75,42.1,57.9,38.99
(주)앤씨앤,092600,2011/12,2007/06/26,,5,    반도체 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)앤씨앤,092600,2012/12,2007/06/26,,5,    반도체 제조업,0,0,0,0,0,0,0,0,42.14,6.01,4.72,2,4.11,3993.88,240,584.45,454.19,56.59,56.95,14.91,0.49,35.96,68.7,87.03,1017.38,0.68,0.79,2.18,4.46,36.3,25.35,14.4,81.8,10.06,0.01,0.06,0.85,49.01,0.99,1.28,12025.64,15.47,1109.85,171794789.43,22.64,83.23,16.77,26.55
(주)앤씨앤,092600,2013/12,2007/06/26,,5,    반도체 제조업,-25.95,-10.73,-32.17,-23.12,-65.39,-28.3,-30.91,0,14.33,-50.72,-32.05,-16.02,-27.51,2759.43,-1400,512.38,460.97,63.9,57.41,18.67,-111.75,34.02,71.33,84.26,729.43,0.54,0.63,1.8,4.58,26.62,26.15,13.96,79.68,13.71,0.01,0.2,0.66,35.78,0.78,0.94,-4685.5,-8.14,-484.41,-66935742.86,-12.77,0,0,0
(주)에너토크,019990,2011/12,2006/02/01,,5,    일반 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에너토크,019990,2012/12,2006/02/01,,5,    일반 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에너토크,019990,2013/12,2006/02/01,,5,    일반 목적용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에듀언스,009010,2011/12,1993/12/29,2013/05/01,4,    일반 교습 학원,0,0,0,0,0,0,0,0,47.54,-64.28,-119.5,-27.7,-35.59,905.74,-626,63.64,63.59,1.86,-22.63,235.8,-4.96,202.81,39.6,29.78,97.45,0.55,1.86,0.92,1738.31,170.83,0,0,0.21,2.14,0.43,0,0.54,50.57,1.4,1.4,1060.79,2.07,189.05,324.09,3.74,1604.63,-1504.63,-1719.49
(주)에듀언스,009010,2012/12,1993/12/29,2013/05/01,4,    일반 교습 학원,-60.38,-29.64,-47.89,-79.43,-55.86,-88.2,-45.64,0,48.69,-110.41,-199.58,-5.66,-47.59,449.52,-573,24.23,24.19,2.25,-64.3,1027.46,-2.08,895.59,20.57,8.87,149.04,0.43,1.81,0.66,1311.08,112.19,0,0,0.28,3.25,0.28,0,0.42,32.27,1.26,1.26,-1587.72,-7.82,-402.18,-549.89,-10.29,0,0,0
(주)에스디시스템,121890,2011/12,2010/07/16,,6,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에스디시스템,121890,2012/12,2010/07/16,,6,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에스디시스템,121890,2013/12,2010/07/16,,6,    전자부품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에스비에스콘텐츠허브,046140,2011/12,2003/02/05,,5,"    자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",0,0,0,0,0,0,0,0,19.46,11.16,20.67,18.4,13.52,9350.46,1044,198.02,198.02,78.86,33.72,52.87,999999999,48.73,68.12,65.41,1009.23,1.21,1.85,3.8,0,7.61,11.45,31.87,0,47.96,0.06,0,1.18,7.91,1.78,1.78,42958.85,25.95,562.91,25122.43,21.41,23.72,76.28,52.12
(주)에스비에스콘텐츠허브,046140,2012/12,2003/02/05,,5,"    영화, 비디오물, 방송프로그램 제작 및 배급업",0,0,0,0,0,0,0,0,20.83,11.93,17.93,17.81,13.4,9015.98,1076,255,255,118.08,38.65,33.79,999999999,48.72,63.59,74.75,1200.32,1.12,1.5,3.08,0,12.99,16.65,21.92,0,28.09,0.16,0,1.27,6.33,1.77,1.77,43599.49,25.3,142.63,6862.14,22.53,26.91,73.09,52.96
(주)에스비에스콘텐츠허브,046140,2013/12,2003/02/05,,5,"    영화, 비디오물, 방송프로그램 제작 및 배급업",17.84,-1.78,-8.6,32.98,0,17.39,1.91,6.78,18.7,12.5,17.61,16.44,13.13,9187.92,1149,286.29,286.29,124.49,46.69,34.3,999999999,37.93,71.76,74.46,1409.08,1.05,1.41,3.28,0,10.44,15.88,22.98,0,34.96,0.08,0,1.13,6.51,1.54,1.54,44872.55,22.1,149.45,8491.96,22.75,28.49,71.51,54.95
