총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
-2.47,-0.28,-15.81,15.81,6.88,6.88,15.73,2.91,-828.2,828.2,4.26,4.26,-4.37,-0.3,-40.14,40.14,13.63,13.63,0.04,0.01,-104.21,104.21,16.54,16.54,-49.45,-0.24,-2397.22,2397.22,-116.55,116.55,-3.36,-0.05,-35.08,35.08,3.44,3.44,-0.36,-0.29,-2.61,2.61,-0.05,0.05,-0.63,-0.3,-12.77,12.77,-0.59,0.59,-1.22,-0.06,-59.36,59.36,0.3,0.3,11.87,0.06,-9421.3,9421.3,-45.52,45.52,-89.9,-0.52,-3821.64,3821.64,20.11,20.11,0.0
-9.42,-1.2,-23.63,23.63,-0.94,0.94,7.15,-0.81,-851.02,851.02,-18.56,18.56,-23.05,-1.21,-54.18,54.18,-0.41,0.42,-17.39,-1.2,-114.05,114.05,6.7,6.7,-0.31,-0.01,-2496.31,2496.31,-215.64,215.64,1.13,0.03,-52.94,52.94,-14.42,14.42,0.01,0.02,-2.95,2.95,-0.39,0.39,0.01,0.01,-12.9,12.9,-0.72,0.72,-8.44,-0.3,-57.28,57.28,2.38,2.38,-20.37,-0.32,-9573.45,9573.45,-197.67,197.67,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-5.9,-0.88,-21.29,21.29,1.4,1.4,-2.71,-0.2,-838.74,838.74,-6.28,6.28,-7.11,-0.88,-49.22,49.22,4.55,4.55,-19.4,-0.89,-108.77,108.77,11.98,11.98,-272.55,-0.84,-2499.64,2499.64,-218.97,218.97,-10.74,-0.13,-21.17,21.17,17.35,17.35,0.01,0.03,-3.18,3.18,-0.62,0.62,0.03,0.08,-13.81,13.81,-1.63,1.63,-7.49,-0.37,-64.29,64.29,-4.63,4.63,-58.63,-0.2,-9379.44,9379.44,-3.66,8.82,-53.76,-0.89,-3898.67,3898.67,-56.92,56.92,0.0
8.75,2.27,-9.47,9.47,13.22,13.22,-24.64,-2.22,-862.86,862.86,-30.4,30.4,10.08,2.43,-35.97,35.97,17.79,17.79,13.37,1.15,-86.24,86.24,34.51,34.51,430.59,1.14,-1745.47,1745.47,535.2,535.2,-1.13,-0.01,-4.39,4.39,34.13,34.13,0.17,0.52,-3.0,3.0,-0.44,0.44,0.19,0.53,-13.66,13.66,-1.48,1.48,6.9,0.45,-54.96,54.96,4.7,4.7,42.5,1.18,-9538.66,9538.66,-162.88,162.88,-48.09,-2.26,-3932.31,3932.31,-90.56,90.56,0.0
2.35,0.46,-14.63,14.63,8.06,8.06,29.75,2.2,-806.09,806.09,26.37,26.37,4.36,0.58,-38.28,38.28,15.48,15.48,0.71,0.17,-106.38,106.38,14.37,14.37,-20.28,-0.11,-2394.3,2394.3,-113.63,113.63,-2.2,-0.03,-32.41,32.41,6.11,6.11,0.3,0.24,-1.96,1.96,0.6,0.6,0.55,0.3,-11.81,11.81,0.37,0.37,8.98,0.47,-49.2,49.2,10.46,10.46,25.52,0.42,-9530.26,9530.26,-154.48,154.48,117.3,-2.72,-3831.27,3831.27,10.48,10.48,0.0
0.0,0.0,-21.02,21.02,1.67,1.67,0.0,0.0,-835.87,835.87,-3.41,3.41,0.0,0.0,-45.4,45.4,8.37,8.37,0.0,0.0,-110.64,110.64,10.11,10.11,0.0,0.0,-2474.9,2474.9,-194.23,194.23,0.0,0.0,-65.3,65.3,-26.78,26.78,0.0,0.0,-1.67,1.67,0.89,0.89,0.0,0.0,-8.22,8.22,3.96,3.96,0.0,0.0,-49.54,49.54,10.12,10.12,0.0,0.0,-9568.31,9568.31,-192.53,192.53,0.0,0.0,-3867.67,3867.67,-25.92,25.92,0.0
0.77,1.1,-20.6,20.6,2.09,2.09,1.59,0.12,-835.02,835.02,-2.56,2.56,3.64,1.39,-43.96,43.96,9.81,9.81,0.64,1.14,-110.01,110.01,10.74,10.74,7.44,0.13,-2487.57,2487.57,-206.9,206.9,-0.56,-0.02,-72.42,72.42,-33.9,33.9,-0.01,-0.01,-2.28,2.28,0.28,0.28,0.56,0.12,-9.02,9.02,3.16,3.16,1.95,0.09,-54.7,54.7,4.96,4.96,4.61,0.12,-9574.14,9574.14,-198.36,198.36,-134.27,-0.48,-3762.01,3762.01,79.74,79.74,0.0
0.0,0.0,-18.15,18.15,4.54,4.54,0.0,0.0,-922.94,922.94,-90.48,90.48,0.0,0.0,-42.48,42.48,11.29,11.29,0.0,0.0,-107.27,107.27,13.48,13.48,0.0,0.0,-2420.03,2420.03,-139.36,139.36,0.0,0.0,-45.93,45.93,-7.41,7.41,0.0,0.0,-2.51,2.51,0.05,0.05,0.0,0.0,-12.25,12.25,-0.07,0.07,0.0,0.0,-64.04,64.04,-4.38,4.38,0.0,0.0,-9558.15,9558.15,-182.37,182.37,0.0,0.0,-3905.49,3905.49,-63.74,63.74,1.0
-8.83,-13.58,-30.25,30.25,-7.56,7.56,13.29,1.11,-824.12,824.12,8.34,8.34,-9.89,-13.19,-59.34,59.34,-5.58,5.58,-17.09,-23.09,-127.56,127.56,-6.81,6.81,-119.87,-0.14,-1808.88,1808.88,471.79,471.79,-0.56,-0.01,-6.47,6.47,32.05,32.05,-0.37,-0.43,-3.0,3.0,-0.44,0.44,-0.45,-0.45,-13.65,13.65,-1.47,1.47,-9.13,-1.6,-80.69,80.69,-21.03,21.03,-100.45,-1.54,-9652.13,9652.13,-276.35,276.35,876.91,-33.47,-1118.73,1118.73,823.22,2723.02,0.0
-5.46,-0.55,-17.62,17.62,5.07,5.07,112.41,8.06,-722.98,722.98,109.48,109.48,-7.34,-0.41,-39.7,39.7,14.07,14.07,-6.74,-0.71,-108.52,108.52,12.23,12.23,-46.55,-0.29,-2440.79,2440.79,-160.12,160.12,-10.13,-0.2,-53.88,53.88,-15.36,15.36,0.61,0.58,-1.84,1.84,0.72,0.72,1.74,0.93,-10.6,10.6,1.58,1.58,11.11,0.59,-47.23,47.23,12.43,12.43,2.31,0.03,-9545.39,9545.39,-169.61,169.61,-74.15,-1.84,-3939.43,3939.43,-97.68,97.68,0.0
2.7,0.55,-14.47,14.47,8.22,8.22,-27.33,-0.75,-840.39,840.39,-7.93,7.93,4.19,0.57,-38.65,38.65,15.12,15.12,5.66,0.73,-97.79,97.79,22.96,22.96,-142.18,-0.37,-2309.45,2309.45,-28.78,28.78,5.49,0.09,-27.2,27.2,11.32,11.32,-0.06,-0.1,-2.93,2.93,-0.37,0.37,-0.07,-0.08,-13.35,13.35,-1.17,1.17,3.64,0.15,-50.05,50.05,9.61,9.61,27.17,0.38,-9518.11,9518.11,-142.33,142.33,74.48,6.92,-3820.25,3820.25,21.5,21.5,0.0
-0.05,-0.08,-21.52,21.52,1.17,1.17,7.82,-1.22,-847.92,847.92,-15.46,15.46,-0.03,-0.02,-48.98,48.98,4.79,4.79,-0.02,-0.04,-110.78,110.78,9.97,9.97,1.9,0.02,-2473.13,2473.13,-192.46,192.46,-3.36,-0.07,-52.77,52.77,-14.25,14.25,-0.07,-0.05,-2.24,2.24,0.32,0.32,0.03,0.01,-11.38,11.38,0.8,0.8,-0.18,-0.01,-46.18,46.18,13.48,13.48,4.12,0.08,-9561.35,9561.35,-185.57,185.57,88.41,-0.97,-3908.1,3908.1,-66.35,66.35,0.0
4.64,0.48,-7.71,7.71,14.98,14.98,-6.44,-0.58,-844.71,844.71,-12.25,12.25,4.79,0.44,-34.44,34.44,19.32,19.32,5.87,0.53,-94.33,94.33,26.42,26.42,14.76,0.02,-1886.38,1886.38,394.29,394.29,-0.23,-0.0,-4.82,4.82,33.7,33.7,-0.03,-0.03,-2.65,2.65,-0.09,0.09,-0.06,-0.06,-13.27,13.27,-1.09,1.09,2.85,0.09,-41.04,41.04,18.62,18.62,29.76,0.32,-9495.58,9495.58,-119.8,119.8,14.78,0.32,-3843.92,3843.92,-2.17,3.16,0.0
2.31,1.43,-18.14,18.14,4.55,4.55,18.54,-6.79,-833.53,833.53,-1.07,1.07,3.83,0.99,-42.52,42.52,11.24,11.24,3.7,1.39,-104.85,104.85,15.9,15.9,-35.03,-0.18,-2396.26,2396.26,-115.59,115.59,-0.77,-0.01,-39.06,39.06,-0.54,0.54,0.01,0.02,-2.88,2.88,-0.32,0.32,0.01,0.01,-13.12,13.12,-0.94,0.94,1.18,0.08,-61.15,61.15,-1.49,1.49,7.49,0.22,-9575.62,9575.62,-199.84,199.84,184.85,-3.41,-3774.79,3774.79,66.96,66.96,0.0
9.0,1.09,-4.78,7.65,17.91,17.91,45.74,11.61,-799.66,799.66,32.8,32.8,13.65,1.2,-25.16,25.16,28.61,28.61,3.1,0.7,-103.71,103.71,17.04,17.04,-85.5,-0.31,-2363.83,2363.83,-83.16,83.16,-3.76,-0.05,-28.39,28.39,10.13,10.13,0.43,0.23,-1.19,1.19,1.37,1.37,0.75,0.29,-10.86,10.86,1.32,1.32,2.91,0.07,-33.36,33.36,26.3,26.3,18.1,0.09,-9408.21,9408.21,-32.43,32.43,150.16,29.97,-3750.32,3750.32,91.43,91.43,0.0
-4.35,-0.76,-20.67,20.67,2.02,2.02,1.39,0.42,-844.62,844.62,-12.16,12.16,-13.2,-0.79,-46.68,46.68,7.08,7.08,-2.67,-0.79,-110.52,110.52,10.23,10.23,5.78,0.05,-2438.28,2438.28,-157.61,157.61,-1.58,-0.03,-52.01,52.01,-13.49,13.49,0.33,0.19,-1.46,1.46,1.1,1.1,-0.1,-0.02,-9.62,9.62,2.56,2.56,-4.4,-0.15,-52.97,52.97,6.69,6.69,-17.01,-0.21,-9551.64,9551.64,-175.86,175.86,-76.73,-2001.35,-3982.22,3982.22,-140.47,140.47,0.0
-31.62,-7.69,-49.58,49.58,-26.89,26.89,-46.79,-2.95,-880.25,880.25,-47.79,47.79,-36.77,-7.79,-82.26,82.26,-28.49,28.49,-56.73,-9.44,-161.93,161.93,-41.18,41.18,-72.07,-0.12,-2040.5,2040.5,240.17,240.17,-2.77,-0.03,-11.4,11.4,27.12,27.12,-0.14,-0.21,-2.96,2.96,-0.4,0.4,-0.16,-0.2,-13.58,13.58,-1.4,1.4,-23.61,-1.53,-85.4,85.4,-25.74,25.74,-1594.26,-1.44,-10101.46,10101.46,-725.68,725.68,49.4,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-4.03,-0.37,-15.28,15.28,7.41,7.41,-27.25,-1.06,-850.89,850.89,-18.43,18.43,-5.73,-0.41,-42.12,42.12,11.64,11.64,-3.77,-0.35,-104.06,104.06,16.69,16.69,300.55,0.6,-1752.69,1752.69,527.98,527.98,6.05,0.08,-10.23,10.23,28.29,28.29,-0.04,-0.04,-2.55,2.55,0.01,0.01,-0.1,-0.08,-13.06,13.06,-0.88,0.88,-4.73,-0.21,-59.14,59.14,0.52,0.52,-111.04,-0.21,-9199.55,9199.55,176.23,176.23,-154.64,-1.32,-3943.13,3943.13,-101.38,101.38,0.0
-0.88,-0.12,-15.49,15.49,7.2,7.2,-19.27,-3.35,-862.85,862.85,-30.39,30.39,-0.19,-0.02,-41.5,41.5,12.27,12.27,2.9,0.64,-103.77,103.77,16.98,16.98,-220.29,-0.4,-2216.64,2216.64,64.03,64.03,-6.91,-0.08,-18.74,18.74,19.78,19.78,-0.75,-0.46,-2.61,2.61,-0.05,0.05,-0.79,-0.4,-13.04,13.04,-0.86,0.86,11.05,0.5,-43.96,43.96,15.7,15.7,2250.45,5.06,-6922.22,6922.22,2453.56,2453.56,-119.42,-3.04,-3985.65,3985.65,-143.9,143.9,0.0
0.0,0.0,-26.03,26.03,-3.34,3.34,0.0,0.0,-833.06,833.06,-0.6,0.6,0.0,0.0,-54.92,54.92,-1.16,1.16,0.0,0.0,-121.26,121.26,-0.51,0.87,0.0,0.0,-2094.1,2094.1,186.57,186.57,0.0,0.0,-11.67,11.67,26.85,26.85,0.0,0.0,-3.11,3.11,-0.55,0.55,0.0,0.0,-13.74,13.74,-1.56,1.56,0.0,0.0,-60.77,60.77,-1.11,1.11,0.0,0.0,-9587.34,9587.34,-211.56,211.56,0.0,0.0,-3933.96,3933.96,-92.21,92.21,0.0
38.53,-0.71,-37.75,37.75,-15.06,15.06,-15.18,-2.6,-858.69,858.69,-26.23,26.23,93.55,-0.58,-118.34,118.34,-64.57,64.57,208.79,-0.69,-236.61,236.61,-115.86,115.86,3.46,0.13,-2522.6,2522.6,-241.93,241.93,-9.91,-0.36,-78.24,78.24,-39.72,39.72,0.0,0.0,-3.3,3.3,-0.8,0.81,0.15,0.38,-13.67,13.67,-1.49,1.49,27.49,-0.68,-90.08,90.08,-30.42,30.42,211.55,-0.6,-9756.24,9756.24,-380.46,380.46,-370.57,-1.31,-3993.38,3993.38,-151.63,151.63,0.0
-2.03,-0.34,-18.2,18.2,4.49,4.49,-32.64,-0.47,-813.06,813.06,19.4,19.4,-2.7,-0.37,-45.58,45.58,8.18,8.18,-3.95,-0.27,-100.79,100.79,19.96,19.96,236.61,0.79,-2018.3,2018.3,262.37,262.37,8.63,0.11,-7.79,7.79,30.73,30.73,-0.04,-0.1,-3.13,3.13,-0.57,0.57,-0.07,-0.14,-13.77,13.77,-1.59,1.59,-3.39,-0.17,-60.84,60.84,-1.18,1.18,-14.81,-0.28,-9578.23,9578.23,-202.45,202.45,-311.99,-1.05,-3919.71,3919.71,-77.96,77.96,0.0
4.57,1.51,-14.48,14.48,8.21,8.21,-123.59,-0.9,-835.84,835.84,-3.38,3.38,12.82,1.4,-28.24,28.24,25.53,25.53,4.95,1.52,-103.0,103.0,17.75,17.75,-8.65,-0.07,-2444.78,2444.78,-164.11,164.11,6.22,0.2,-57.68,57.68,-19.16,19.16,-0.01,-0.01,-2.58,2.58,-0.02,0.02,-0.24,-0.08,-11.57,11.57,0.61,0.61,3.57,0.22,-57.55,57.55,2.11,2.11,50.68,0.35,-9420.24,9420.24,-44.46,44.46,196.59,11706.0,-3708.9,3708.9,132.85,132.85,0.0
-0.59,0.04,-37.05,37.05,-14.36,14.36,214.45,-6.77,-514.87,514.87,204.21,221.56,-29.02,1.02,-107.78,107.78,-54.01,54.01,27.36,-0.5,-138.34,138.34,-17.59,17.59,-69.03,-0.63,-2512.12,2512.12,-231.45,231.45,-15.28,-0.33,-65.27,65.27,-26.75,26.75,0.29,1.12,-2.95,2.95,-0.39,0.39,1.11,2.13,-12.58,12.58,-0.4,0.4,24.34,-2.61,-62.25,62.25,-2.59,2.59,352.52,-1.07,-9595.22,9595.22,-219.44,219.44,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-1.5,-0.3,-18.57,18.57,4.12,4.12,-30.62,-1.92,-864.0,864.0,-31.54,31.54,-1.63,-0.29,-46.14,46.14,7.62,7.62,-0.58,-0.13,-107.48,107.48,13.27,13.27,225.53,0.38,-1731.96,1731.96,548.71,548.71,3.73,0.04,-7.69,7.69,30.83,30.83,-0.22,-0.19,-2.56,2.56,0.0,0.0,-0.23,-0.17,-13.12,13.12,-0.94,0.94,-0.74,-0.05,-63.75,63.75,-4.09,4.09,323.8,1.31,-9046.21,9046.21,329.57,329.57,-51.86,-16.84,-3954.27,3954.27,-112.52,112.52,0.0
0.84,-0.09,-30.74,30.74,-8.05,8.05,-196.41,-1.13,-884.35,884.35,-51.89,51.89,6.35,-0.16,-83.12,83.12,-29.35,29.35,-0.89,0.1,-121.45,121.45,-0.7,0.87,-35.61,-0.46,-2510.51,2510.51,-229.84,229.84,2.35,0.09,-67.37,67.37,-28.85,28.85,-0.17,-0.17,-2.65,2.65,-0.09,0.09,-0.5,-0.14,-11.06,11.06,1.12,1.12,3.29,0.24,-60.4,60.4,-0.74,0.74,-3.6,-0.06,-9555.36,9555.36,-179.58,179.58,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-1.06,-0.4,-20.46,20.46,2.23,2.23,-11.4,-14.25,-859.94,859.94,-27.48,27.48,-2.63,-0.49,-47.42,47.42,6.34,6.34,-0.9,-0.36,-109.63,109.63,11.12,11.12,-19.41,-0.12,-2413.66,2413.66,-132.99,132.99,3.75,0.08,-44.76,44.76,-6.24,6.24,-0.06,-0.06,-2.48,2.48,0.08,0.08,-0.35,-0.14,-12.14,12.14,0.04,0.04,-0.64,-0.03,-56.88,56.88,2.78,2.78,-2.43,-0.05,-9566.58,9566.58,-190.8,190.8,-40.23,6.15,-3952.26,3952.26,-110.51,110.51,0.0
2.03,0.13,-4.14,7.65,18.55,18.55,11.02,1.0,-827.29,827.29,5.17,5.17,1.6,0.09,-30.58,30.58,23.19,23.19,1.02,0.04,-86.53,86.53,34.22,34.22,96.77,0.14,-1767.84,1767.84,512.83,512.83,1.82,0.02,-3.47,3.47,35.05,35.05,0.06,0.09,-2.77,2.77,-0.21,0.21,0.04,0.05,-13.41,13.41,-1.23,1.23,3.52,0.1,-40.08,40.08,19.58,19.58,-29.56,-0.22,-9511.23,9511.23,-135.45,135.45,8.99,0.5,-3878.47,3878.47,-36.72,36.72,0.0
-10.37,7.51,-33.82,33.82,-11.13,11.13,34.24,-1.36,-840.26,840.26,-7.8,7.8,-22.65,7.98,-75.69,75.69,-21.93,21.93,-8.11,6.59,-120.55,120.55,0.2,0.87,22.14,0.36,-2468.8,2468.8,-188.13,188.13,-5.48,-0.11,-52.37,52.37,-13.85,13.85,0.14,0.12,-2.24,2.24,0.32,0.32,0.43,0.19,-11.48,11.48,0.7,0.7,-16.63,-0.93,-75.93,75.93,-16.27,16.27,-66.8,-0.92,-9611.59,9611.59,-235.81,235.81,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
0.0,0.0,-24.75,24.75,-2.06,2.06,0.0,0.0,-873.18,873.18,-40.72,40.72,0.0,0.0,-56.8,56.8,-3.04,3.04,0.0,0.0,-113.88,113.88,6.87,6.87,0.0,0.0,-2440.64,2440.64,-159.97,159.97,0.0,0.0,-57.14,57.14,-18.62,18.62,0.0,0.0,-2.5,2.5,0.06,0.06,0.0,0.0,-11.74,11.74,0.44,0.44,0.0,0.0,-54.91,54.91,4.75,4.75,0.0,0.0,-9561.64,9561.64,-185.86,185.86,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
1.1,11.0,-20.87,20.87,1.82,1.82,8.79,2.8,-837.41,837.41,-4.95,4.95,2.05,8.54,-47.92,47.92,5.85,5.85,2.52,11.45,-108.47,108.47,12.28,12.28,-3.03,-0.04,-2469.62,2469.62,-188.95,188.95,9.58,0.2,-38.2,38.2,0.32,0.33,0.01,0.02,-3.06,3.06,-0.5,0.5,-0.05,-0.06,-13.38,13.38,-1.2,1.2,-3.83,-0.15,-54.98,54.98,4.68,4.68,-12.51,-0.27,-9583.1,9583.1,-207.32,207.32,876.91,-11.36,-2886.31,2886.31,823.22,955.44,0.0
-13.77,-0.69,-15.76,15.76,6.93,6.93,-33.79,-1.67,-862.92,862.92,-30.46,30.46,-14.88,-0.69,-43.46,43.46,10.31,10.31,-19.99,-0.54,-93.94,93.94,26.81,26.81,366.39,0.46,-1397.05,1397.05,883.62,883.62,3.08,0.03,-0.59,1.44,36.28,37.93,-0.17,-0.31,-3.13,3.13,-0.57,0.57,-0.19,-0.33,-13.82,13.82,-1.64,1.64,-14.35,-0.6,-67.67,67.67,-8.01,8.01,-497.57,-0.74,-9446.7,9446.7,-70.92,70.92,-42.08,-3.92,-3936.84,3936.84,-95.09,95.09,0.0
-0.44,0.29,-24.04,24.04,-1.35,1.35,-73.49,-3.88,-903.91,903.91,-71.45,71.45,-0.51,0.24,-52.82,52.82,0.94,0.94,-0.86,0.26,-115.34,115.34,5.41,5.41,1.34,0.01,-2311.53,2311.53,-30.86,30.86,0.99,0.01,-19.93,19.93,18.59,18.59,0.01,0.02,-3.02,3.02,-0.46,0.46,-0.01,-0.02,-13.58,13.58,-1.4,1.4,-1.7,-0.12,-64.28,64.28,-4.62,4.62,-2.2,-0.07,-9585.57,9585.57,-209.79,209.79,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-4.75,-0.82,-21.06,21.06,1.63,1.63,-4.7,-0.62,-846.41,846.41,-13.95,13.95,-6.95,-0.75,-47.92,47.92,5.84,5.84,-4.91,-0.85,-110.34,110.34,10.41,10.41,-40.13,-0.21,-2402.03,2402.03,-121.36,121.36,-18.81,-0.3,-51.32,51.32,-12.8,12.8,0.16,0.16,-2.34,2.34,0.22,0.22,1.01,0.63,-11.6,11.6,0.58,0.58,41.47,3.62,-24.33,24.33,35.33,35.33,871.27,17.6,-8696.27,8696.27,679.51,679.51,26.81,11706.0,-3878.68,3878.68,-36.93,36.93,0.0
1.6,-0.69,-22.79,22.79,-0.1,0.14,-0.63,-0.26,-847.5,847.5,-15.04,15.04,4.34,-0.75,-51.66,51.66,2.11,2.11,1.41,-0.68,-111.87,111.87,8.88,8.88,4.23,0.05,-2464.22,2464.22,-183.55,183.55,0.85,0.02,-57.48,57.48,-18.96,18.96,-0.02,-0.02,-2.4,2.4,0.16,0.16,0.16,0.06,-11.29,11.29,0.89,0.89,5.69,0.37,-56.02,56.02,3.64,3.64,8.68,0.27,-9575.99,9575.99,-200.21,200.21,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-0.84,-0.32,-20.3,20.3,2.39,2.39,-57.83,-1.71,-873.36,873.36,-40.9,40.9,-4.52,-0.35,-41.7,41.7,12.06,12.06,-0.4,-0.06,-105.0,105.0,15.75,15.75,5.3,0.05,-2438.22,2438.22,-157.55,157.55,1.64,0.08,-73.21,73.21,-34.69,34.69,-0.11,-0.28,-3.21,3.21,-0.65,0.65,-0.63,-0.32,-12.89,12.89,-0.71,0.71,0.09,0.01,-67.51,67.51,-7.85,7.85,-193.51,-0.23,-8972.68,8972.68,403.1,403.1,-423.38,-1.07,-3932.94,3932.94,-91.19,91.19,0.0
-6.74,-0.83,-20.67,20.67,2.02,2.02,-19.6,-0.64,-838.28,838.28,-5.82,5.82,-7.94,-0.8,-48.28,48.28,5.49,5.49,-6.52,-0.87,-110.27,110.27,10.48,10.48,-217.48,-0.49,-2330.93,2330.93,-50.26,50.26,-13.81,-0.16,-23.29,23.29,15.23,15.23,0.4,0.37,-2.01,2.01,0.55,0.55,0.73,0.55,-12.16,12.16,0.02,0.02,17.0,1.34,-47.53,47.53,12.13,12.13,74.75,1.99,-9504.77,9504.77,-128.99,128.99,-10.08,0.24,-3956.84,3956.84,-115.09,115.09,0.0
1.83,-1.32,-21.63,21.63,1.06,1.06,-2.1,0.27,-859.32,859.32,-26.86,26.86,5.39,-1.13,-49.58,49.58,4.19,4.19,2.31,-1.34,-110.63,110.63,10.12,10.12,10.01,0.06,-2366.72,2366.72,-86.05,86.05,1.27,0.02,-36.03,36.03,2.49,2.49,-0.05,-0.06,-2.74,2.74,-0.18,0.18,-0.12,-0.09,-12.92,12.92,-0.74,0.74,2.42,0.11,-51.8,51.8,7.86,7.86,-9.0,-0.11,-9541.79,9541.79,-166.01,166.01,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-6.44,3.02,-30.64,30.64,-7.95,7.95,-4.59,0.95,-858.76,858.76,-26.3,26.3,-24.58,3.43,-81.96,81.96,-28.19,28.19,-6.08,3.32,-119.12,119.12,1.63,1.63,-13.45,-0.11,-2447.27,2447.27,-166.6,166.6,-7.0,-0.23,-71.6,71.6,-33.08,33.08,-0.09,-0.08,-2.42,2.42,0.14,0.14,0.07,0.02,-10.29,10.29,1.89,1.89,-2.63,-0.41,-73.42,73.42,-13.76,13.76,84.0,0.29,-9239.51,9239.51,136.27,136.27,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
13.4,-2.34,-14.4,14.4,8.29,8.29,5.74,0.46,-831.15,831.15,1.31,1.31,27.96,-1.59,-39.84,39.84,13.92,13.92,14.29,-2.22,-103.35,103.35,17.4,17.4,282.99,4.29,-2203.86,2203.86,76.81,76.81,42.87,1.57,-21.33,21.33,17.19,17.19,0.09,0.1,-2.52,2.52,0.04,0.04,-1.43,-0.52,-12.9,12.9,-0.72,0.72,16.17,0.93,-43.78,43.78,15.88,15.88,117.05,2.38,-9450.78,9450.78,-75.0,75.0,-35.23,-3.4,-3930.36,3930.36,-88.61,88.61,0.0
-15.17,-0.98,-21.72,21.72,0.97,0.97,-22.91,-1.27,-854.19,854.19,-21.73,21.73,-20.41,-1.02,-50.64,50.64,3.13,3.13,-17.0,-0.97,-110.7,110.7,10.05,10.05,-14.83,-0.06,-2329.23,2329.23,-48.56,48.56,-13.63,-0.18,-31.41,31.41,7.11,7.11,-0.2,-0.22,-2.81,2.81,-0.25,0.25,-0.17,-0.15,-13.23,13.23,-1.05,1.05,-19.74,-0.62,-65.06,65.06,-5.4,5.4,-90.66,-0.76,-9588.61,9588.61,-212.83,212.83,-26.03,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-7.92,-0.53,-15.09,15.09,7.6,7.6,-28.05,-3.48,-869.32,869.32,-36.86,36.86,-10.43,-0.54,-41.48,41.48,12.28,12.28,-6.33,-0.43,-102.75,102.75,18.0,18.0,107.52,0.37,-2152.38,2152.38,128.29,128.29,6.27,0.08,-11.07,11.07,27.45,27.45,-0.19,-0.19,-2.68,2.68,-0.12,0.12,-0.28,-0.22,-13.2,13.2,-1.02,1.02,-7.21,-0.36,-64.18,64.18,-4.52,4.52,-43.91,-0.37,-9541.91,9541.91,-166.13,166.13,-102.36,-2.1,-3959.15,3959.15,-117.4,117.4,0.0
1.55,0.28,-14.93,14.93,7.76,7.76,-15.04,-0.67,-842.02,842.02,-9.56,9.56,3.7,0.21,-28.9,28.9,24.86,24.86,2.43,0.25,-98.94,98.94,21.81,21.81,4.83,0.03,-2381.68,2381.68,-101.01,101.01,3.33,0.1,-60.57,60.57,-22.05,22.05,0.01,0.02,-2.92,2.92,-0.36,0.36,-0.05,-0.03,-12.47,12.47,-0.29,0.29,1.12,0.09,-63.21,63.21,-3.55,3.55,153.31,0.26,-8879.64,8879.64,496.14,496.14,23.65,2.33,-3871.68,3871.68,-29.93,29.93,0.0
