총자본순이익률_차이,총자본순이익률_비율,총자본순이익률_상위10개_차이,총자본순이익률_상위10개_변동성,총자본순이익률_산업평균_차이,총자본순이익률_산업평균_변동성,매출액증가율_차이,매출액증가율_비율,매출액증가율_상위10개_차이,매출액증가율_상위10개_변동성,매출액증가율_산업평균_차이,매출액증가율_산업평균_변동성,자기자본순이익률_차이,자기자본순이익률_비율,자기자본순이익률_상위10개_차이,자기자본순이익률_상위10개_변동성,자기자본순이익률_산업평균_차이,자기자본순이익률_산업평균_변동성,매출액순이익률_차이,매출액순이익률_비율,매출액순이익률_상위10개_차이,매출액순이익률_상위10개_변동성,매출액순이익률_산업평균_차이,매출액순이익률_산업평균_변동성,유동비율_차이,유동비율_비율,유동비율_상위10개_차이,유동비율_상위10개_변동성,유동비율_산업평균_차이,유동비율_산업평균_변동성,자기자본구성비율_차이,자기자본구성비율_비율,자기자본구성비율_상위10개_차이,자기자본구성비율_상위10개_변동성,자기자본구성비율_산업평균_차이,자기자본구성비율_산업평균_변동성,총자본회전률_차이,총자본회전률_비율,총자본회전률_상위10개_차이,총자본회전률_상위10개_변동성,총자본회전률_산업평균_차이,총자본회전률_산업평균_변동성,자기자본회전률_차이,자기자본회전률_비율,자기자본회전률_상위10개_차이,자기자본회전률_상위10개_변동성,자기자본회전률_산업평균_차이,자기자본회전률_산업평균_변동성,총자본투자효율_차이,총자본투자효율_비율,총자본투자효율_상위10개_차이,총자본투자효율_상위10개_변동성,총자본투자효율_산업평균_차이,총자본투자효율_산업평균_변동성,설비투자효율_차이,설비투자효율_비율,설비투자효율_상위10개_차이,설비투자효율_상위10개_변동성,설비투자효율_산업평균_차이,설비투자효율_산업평균_변동성,순이익증가율_차이,순이익증가율_비율,순이익증가율_상위10개_차이,순이익증가율_상위10개_변동성,순이익증가율_산업평균_차이,순이익증가율_산업평균_변동성,label
4.95,1.34,-13.43,13.43,9.26,9.26,-9.36,-0.69,-845.23,845.23,-12.77,12.77,2.13,0.24,-39.02,39.02,14.74,14.74,4.13,1.13,-103.43,103.43,17.32,17.32,144.48,0.61,-2173.11,2173.11,107.56,107.56,-1.85,-0.02,-19.27,19.27,19.25,19.25,0.1,0.1,-2.39,2.39,0.17,0.17,-0.03,-0.02,-12.77,12.77,-0.59,0.59,3.02,0.13,-50.2,50.2,9.46,9.46,24.02,0.36,-9526.45,9526.45,-150.67,150.67,36.35,10.92,-3865.81,3865.81,-24.06,24.06,0.0
0.69,0.49,-19.97,19.97,2.72,2.72,3.81,-1.51,-848.05,848.05,-15.59,15.59,1.06,0.43,-46.68,46.68,7.09,7.09,0.81,0.5,-108.78,108.78,11.97,11.97,-6.21,-0.03,-2376.2,2376.2,-95.53,95.53,-5.61,-0.09,-41.94,41.94,-3.42,3.42,0.0,0.0,-2.63,2.63,-0.07,0.07,-0.05,-0.03,-12.67,12.67,-0.49,0.49,-2.84,-0.15,-61.59,61.59,-1.93,1.93,2.34,0.04,-9559.84,9559.84,-184.06,184.06,94.7,-2.08,-3856.27,3856.27,-14.52,14.52,0.0
-1.71,-0.52,-20.47,20.47,2.22,2.22,-18.34,-0.38,-819.85,819.85,12.61,12.61,-1.62,-0.44,-48.12,48.12,5.64,5.64,-1.96,-0.31,-106.85,106.85,13.9,13.9,246.04,0.15,-647.19,819.5,1633.48,1633.48,-28.17,-0.3,-30.01,30.01,8.51,8.51,-0.15,-0.29,-3.13,3.13,-0.57,0.57,-0.11,-0.19,-13.73,13.73,-1.55,1.55,-4.07,-0.27,-66.06,66.06,-6.4,6.4,4.7,0.05,-9517.22,9517.22,-141.44,141.44,-75.15,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-6.32,-0.69,-19.25,19.25,3.44,3.44,-99.93,-1.85,-895.23,895.23,-62.77,62.77,-7.0,-0.7,-47.22,47.22,6.55,6.55,-23.49,-0.71,-101.54,101.54,19.21,19.21,-26.29,-0.03,-1643.62,1643.62,637.05,637.05,1.28,0.01,-0.69,1.44,36.28,37.83,0.01,0.04,-3.21,3.21,-0.65,0.65,0.01,0.03,-13.9,13.9,-1.72,1.72,-2.88,-0.15,-61.24,61.24,-1.58,1.58,-86.1,-0.24,-9342.72,9342.72,33.06,33.06,-239.9,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-10.38,-28.08,-32.45,32.45,-9.76,9.76,-15.5,-0.97,-848.8,848.8,-16.34,16.34,-30.25,-34.61,-79.9,79.9,-26.14,26.14,-14.23,-37.72,-125.44,125.44,-4.69,4.69,-23.48,-0.3,-2498.18,2498.18,-217.51,217.51,-5.56,-0.2,-73.47,73.47,-34.95,34.95,-0.09,-0.11,-2.77,2.77,-0.21,0.21,0.38,0.15,-11.28,11.28,0.9,0.9,-5.9,-0.32,-64.48,64.48,-4.82,4.82,-13.6,-0.33,-9589.96,9589.96,-214.18,214.18,90.1,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
0.88,-0.33,-23.82,23.82,-1.13,1.13,21.27,-0.9,-851.64,851.64,-19.18,19.18,2.17,-0.27,-56.02,56.02,-2.26,2.26,0.63,-0.34,-112.44,112.44,8.31,8.31,-0.59,-0.01,-2437.63,2437.63,-156.96,156.96,1.47,0.03,-45.52,45.52,-7.0,7.0,0.01,0.01,-2.08,2.08,0.48,0.48,-0.02,-0.01,-11.33,11.33,0.85,0.85,1.3,0.04,-44.8,44.8,14.86,14.86,1.08,0.01,-9531.55,9531.55,-155.77,155.77,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-1.75,-0.14,-11.48,11.48,11.21,11.21,-65.97,-1.5,-871.23,871.23,-38.77,38.77,-2.54,-0.13,-33.76,33.76,20.0,20.0,0.11,0.02,-104.72,104.72,16.03,16.03,129.92,0.69,-2233.65,2233.65,47.02,47.02,-3.43,-0.05,-32.76,32.76,5.76,5.76,-0.3,-0.16,-1.87,1.87,0.69,0.69,-0.45,-0.15,-11.68,11.68,0.5,0.5,-6.29,-0.16,-44.18,44.18,15.48,15.48,34.95,0.33,-9475.64,9475.64,-99.86,99.86,-69.8,-5.04,-3961.45,3961.45,-119.7,119.7,0.0
9.53,-4.69,-14.57,14.57,8.12,8.12,-7.46,32.43,-857.03,857.03,-24.57,24.57,22.15,-3.96,-33.65,33.65,20.12,20.12,17.45,-4.44,-97.69,97.69,23.06,23.06,4.47,0.04,-2449.02,2449.02,-168.35,168.35,3.97,0.09,-48.41,48.41,-9.89,9.89,0.03,0.06,-2.95,2.95,-0.39,0.39,-0.2,-0.14,-12.99,12.99,-0.81,0.81,2.89,0.22,-61.07,61.07,-1.41,1.41,11.29,0.22,-9555.22,9555.22,-179.44,179.44,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-9.45,-2.6,-27.88,27.88,-5.19,5.19,-20.76,-2.05,-859.98,859.98,-27.52,27.52,-9.55,-2.01,-55.0,55.0,-1.23,1.23,-14.57,-2.81,-120.6,120.6,0.15,0.87,41.1,0.49,-2427.85,2427.85,-147.18,147.18,5.89,0.09,-26.13,26.13,12.39,12.39,-0.08,-0.11,-2.88,2.88,-0.32,0.32,-0.25,-0.21,-13.28,13.28,-1.1,1.1,-7.24,-0.28,-58.45,58.45,1.21,1.21,-13.67,-0.27,-9580.24,9580.24,-204.46,204.46,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
3.64,4.23,-17.57,17.57,5.12,5.12,-116.97,-0.48,-721.5,721.5,110.96,110.96,15.26,5.59,-32.22,32.22,21.55,21.55,1.52,2.98,-109.18,109.18,11.57,11.57,7.8,0.11,-2473.4,2473.4,-192.73,192.73,-5.49,-0.19,-72.75,72.75,-34.23,34.23,0.52,0.31,-1.28,1.28,1.28,1.28,2.84,0.65,-5.34,5.34,6.34,6.34,8.09,0.7,-57.62,57.62,2.04,2.04,24.34,1.13,-9571.14,9571.14,-195.36,195.36,811.19,11706.0,-3094.3,3094.3,747.45,747.45,0.0
2.54,0.27,-10.07,10.07,12.62,12.62,56.6,35.82,-791.16,791.16,41.3,41.3,2.71,0.24,-36.22,36.22,17.54,17.54,-1.93,-0.1,-93.16,93.16,27.59,27.59,-22.45,-0.06,-2181.84,2181.84,98.83,98.83,0.07,0.0,-10.69,10.69,27.83,27.83,0.19,0.4,-2.84,2.84,-0.28,0.28,0.22,0.39,-13.43,13.43,-1.25,1.25,6.18,0.34,-52.74,52.74,6.92,6.92,-150.74,-0.54,-9488.12,9488.12,-112.34,112.34,44.95,-7.76,-3866.33,3866.33,-24.58,24.58,0.0
3.72,0.54,-11.41,11.41,11.28,11.28,-87.4,-0.91,-841.11,841.11,-8.65,8.65,6.87,0.49,-29.22,29.22,24.54,24.54,2.15,0.57,-105.29,105.29,15.46,15.46,-0.52,-0.0,-2370.1,2370.1,-89.43,89.43,2.38,0.05,-42.41,42.41,-3.89,3.89,-0.04,-0.02,-1.7,1.7,0.86,0.86,-0.17,-0.05,-10.76,10.76,1.42,1.42,4.01,0.26,-57.6,57.6,2.06,2.06,-1865.59,-0.74,-8977.53,8977.53,398.25,398.25,70.66,-16.86,-3839.02,3839.02,2.73,3.16,0.0
20.58,-1.03,-21.38,21.38,1.31,1.31,-20.27,-1.32,-854.27,854.27,-21.81,21.81,50.51,-1.04,-48.46,48.46,5.3,5.3,27.75,-1.03,-110.51,110.51,10.24,10.24,16.0,0.16,-2437.06,2437.06,-156.39,156.39,6.67,0.17,-49.5,49.5,-10.98,10.98,0.24,0.32,-2.52,2.52,0.04,0.04,0.46,0.25,-11.91,11.91,0.27,0.27,14.11,-11.46,-63.48,63.48,-3.82,3.82,43.9,-14.57,-9574.09,9574.09,-198.31,198.31,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-2.39,-0.27,-15.69,15.69,7.0,7.0,24.58,8.62,-821.91,821.91,10.55,10.55,-3.62,-0.24,-38.53,38.53,15.23,15.23,-1.16,-0.19,-106.22,106.22,14.53,14.53,16.4,0.09,-2361.11,2361.11,-80.44,80.44,2.8,0.05,-39.61,39.61,-1.09,1.09,-0.15,-0.1,-2.22,2.22,0.34,0.34,-0.15,-0.06,-11.87,11.87,0.31,0.31,-0.07,-0.0,-43.17,43.17,16.49,16.49,48.67,0.03,-7666.0,7666.0,1709.78,1709.78,-80.27,-2001.35,-3985.76,3985.76,-144.01,144.01,0.0
-17.77,6.21,-42.7,42.7,-20.01,20.01,10.64,0.47,-815.91,815.91,16.55,16.55,-37.08,4.4,-95.72,95.72,-41.95,41.95,-41.4,20.78,-154.31,154.31,-33.56,33.56,-22.43,-0.23,-2477.19,2477.19,-196.52,196.52,5.26,0.15,-55.39,55.39,-16.87,16.87,-0.88,-0.71,-3.02,3.02,-0.46,0.46,-2.81,-0.79,-13.15,13.15,-0.97,0.97,-23.45,-1.95,-88.71,88.71,-29.05,29.05,-66.08,-1.63,-9642.52,9642.52,-266.74,266.74,-22.32,-0.84,-3901.18,3901.18,-59.43,59.43,0.0
47.16,-0.96,-23.96,23.96,-1.27,1.27,-35.09,1.37,-909.97,909.97,-77.51,77.51,113.45,-0.99,-74.03,74.03,-20.26,20.26,62.74,-0.94,-114.98,114.98,5.77,5.77,45.33,1.67,-2480.36,2480.36,-199.69,199.69,42.87,1.59,-40.54,40.54,-2.02,2.02,-0.29,-0.37,-3.0,3.0,-0.44,0.44,0.0,0.0,-14.21,14.21,-1.77,2.03,51.25,-1.42,-59.0,59.0,0.66,0.66,98.22,-1.37,-9590.76,9590.76,-214.98,214.98,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
5.2,0.59,-8.11,8.11,14.58,14.58,15.14,-0.76,-854.09,854.09,-21.63,21.63,4.2,0.11,-8.35,20.97,45.41,45.41,2.84,0.91,-105.26,105.26,15.49,15.49,21.53,0.23,-2436.73,2436.73,-156.06,156.06,9.76,0.35,-57.83,57.83,-19.31,19.31,-0.47,-0.17,-1.15,1.15,1.41,1.41,-2.81,-0.42,-7.17,7.17,5.01,5.01,11.17,0.38,-36.78,36.78,22.88,22.88,52.04,0.44,-9447.43,9447.43,-71.65,71.65,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-5.68,0.43,-41.05,41.05,-18.36,18.36,6.42,-0.18,-877.68,877.68,-45.22,45.22,-10.83,0.4,-88.26,88.26,-34.5,34.5,-1.99,0.2,-123.35,123.35,-2.6,2.6,62.36,0.35,-2313.69,2313.69,-33.02,33.02,13.6,0.3,-37.17,37.17,1.35,1.35,0.25,0.19,-1.94,1.94,0.62,0.62,0.45,0.17,-11.07,11.07,1.11,1.11,15.75,1.46,-50.69,50.69,8.97,8.97,438.34,2.01,-8961.09,8961.09,414.69,414.69,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-16.8,-0.75,-16.35,16.35,6.34,6.34,125.69,-32.72,-726.06,726.06,106.4,106.4,-21.66,-0.76,-43.44,43.44,10.33,10.33,-8.41,-0.57,-104.76,104.76,15.99,15.99,214.08,0.86,-2091.19,2091.19,189.48,189.48,-2.76,-0.03,-14.91,14.91,23.61,23.61,-0.63,-0.41,-2.61,2.61,-0.05,0.05,-0.81,-0.42,-13.11,13.11,-0.93,0.93,-25.82,-0.62,-61.11,61.11,-1.45,1.45,493.17,4.49,-9013.97,9013.97,361.81,361.81,876.91,-9.95,-3115.66,3115.66,726.09,726.09,0.0
2.44,0.54,-15.14,15.14,7.55,7.55,-16.22,-0.64,-840.31,840.31,-7.85,7.85,8.24,1.41,-36.12,36.12,17.64,17.64,3.11,0.6,-102.95,102.95,17.8,17.8,30.39,0.21,-2379.1,2379.1,-98.43,98.43,4.84,0.1,-41.02,41.02,-2.5,2.5,-0.03,-0.03,-2.66,2.66,-0.1,0.1,-0.03,-0.02,-12.6,12.6,-0.42,0.42,4.37,0.18,-48.36,48.36,11.3,11.3,21.68,0.16,-9462.43,9462.43,-86.65,86.65,172.41,-27.85,-3739.27,3739.27,102.48,102.48,0.0
11.7,-8.3,-11.78,11.78,10.91,10.91,-35.55,5.0,-892.0,892.0,-59.54,59.54,13.56,-6.95,-38.6,38.6,15.17,15.17,28.5,-10.29,-85.48,85.48,35.27,35.27,250.84,0.52,-1822.25,1822.25,458.42,458.42,2.1,0.02,-6.18,6.18,32.34,32.34,-0.11,-0.22,-3.1,3.1,-0.54,0.54,-0.25,-0.36,-13.76,13.76,-1.58,1.58,6.51,0.28,-47.57,47.57,12.09,12.09,76.4,0.43,-9363.25,9363.25,12.53,12.53,36.95,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-1.58,-0.13,-11.26,11.26,11.43,11.43,29.35,-0.84,-855.05,855.05,-22.59,22.59,-4.44,-0.23,-35.08,35.08,18.68,18.68,-0.87,-0.06,-98.03,98.03,22.72,22.72,179.15,0.75,-2133.83,2133.83,146.84,146.84,13.94,0.22,-17.24,17.24,21.28,21.28,-0.06,-0.07,-2.68,2.68,-0.12,0.12,-0.24,-0.17,-13.06,13.06,-0.88,0.88,-2.34,-0.08,-49.15,49.15,10.51,10.51,-3.47,-0.02,-9464.65,9464.65,-88.87,88.87,8.1,-0.41,-3917.03,3917.03,-75.28,75.28,0.0
9.89,-1.41,-19.2,19.2,3.49,3.49,-60.34,-13.2,-905.11,905.11,-72.65,72.65,50.59,-1.41,-35.38,35.38,18.38,18.38,6.2,-1.32,-109.71,109.71,11.04,11.04,-4.44,-0.05,-2464.93,2464.93,-184.26,184.26,4.75,0.28,-73.7,73.7,-35.18,35.18,0.42,0.28,-1.59,1.59,0.97,0.97,2.25,0.3,-4.35,4.35,6.34,6.34,19.51,0.72,-30.8,30.8,28.86,28.86,41.19,0.55,-9500.87,9500.87,-125.09,125.09,-53.24,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
2.92,-0.55,-24.48,24.48,-1.79,1.79,-135.81,-3.6,-947.43,947.43,-114.97,114.97,9.78,-0.46,-61.64,61.64,-7.88,7.88,-46.49,13.92,-161.04,161.04,-40.29,40.29,-85.52,-0.59,-2493.25,2493.25,-212.58,212.58,16.73,0.32,-26.65,26.65,11.87,11.87,-0.88,-0.75,-3.3,3.3,-0.8,0.89,-2.63,-0.82,-14.12,14.12,-1.77,1.94,-22.85,-1.01,-77.4,77.4,-17.74,17.74,-100.19,-1.02,-9619.15,9619.15,-243.37,243.37,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-8.21,1.12,-37.59,37.59,-14.9,14.9,14.79,-0.96,-849.9,849.9,-17.44,17.44,-15.17,1.24,-77.61,77.61,-23.85,23.85,-9.92,1.31,-128.68,128.68,-7.93,7.93,-69.12,-0.48,-2479.34,2479.34,-198.67,198.67,-7.68,-0.13,-43.14,43.14,-4.62,4.62,-0.08,-0.08,-2.61,2.61,-0.05,0.05,-0.05,-0.03,-12.64,12.64,-0.46,0.46,-14.27,-1.07,-78.23,78.23,-18.57,18.57,-26.36,-1.07,-9618.67,9618.67,-242.89,242.89,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-0.14,-0.06,-19.82,19.82,2.87,2.87,18.59,-2.64,-837.78,837.78,-5.32,5.32,-0.1,-0.02,-46.18,46.18,7.59,7.59,-0.08,-0.04,-109.37,109.37,11.38,11.38,17.82,0.15,-2414.09,2414.09,-133.42,133.42,4.36,0.08,-37.68,37.68,0.84,0.84,-0.02,-0.02,-2.28,2.28,0.28,0.28,0.04,0.02,-12.02,12.02,0.16,0.16,3.58,0.19,-54.45,54.45,5.21,5.21,-1.13,-0.02,-9571.8,9571.8,-196.02,196.02,89.67,-1.08,-3898.63,3898.63,-56.88,56.88,0.0
6.03,1.26,-11.26,11.26,11.43,11.43,76.63,14.79,-767.53,767.53,64.93,64.93,9.21,1.54,-35.02,35.02,18.74,18.74,2.09,0.53,-105.17,105.17,15.58,15.58,-111.41,-0.38,-2368.83,2368.83,-88.16,88.16,-14.35,-0.18,-30.39,30.39,8.13,8.13,0.58,0.48,-1.71,1.71,0.85,0.85,1.0,0.66,-11.7,11.7,0.48,0.48,5.17,0.18,-43.65,43.65,16.01,16.01,2.54,0.03,-9521.49,9521.49,-145.71,145.71,178.04,11706.0,-3727.45,3727.45,114.3,114.3,0.0
-1.37,-0.24,-17.62,17.62,5.07,5.07,-16.33,1.82,-874.64,874.64,-42.18,42.18,-1.93,-0.24,-44.08,44.08,9.69,9.69,-2.51,-0.14,-96.06,96.06,24.69,24.69,-223.63,-0.09,-305.35,819.5,1637.68,1975.32,0.15,0.0,-23.01,23.01,15.51,15.51,-0.04,-0.12,-3.21,3.21,-0.65,0.65,-0.06,-0.13,-13.81,13.81,-1.63,1.63,-0.38,-0.03,-62.96,62.96,-3.3,3.3,-172.11,-0.32,-9245.88,9245.88,129.9,129.9,18.52,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-3.88,5.04,-26.72,26.72,-4.03,4.03,-23.46,-0.68,-838.36,838.36,-5.9,5.9,-10.57,6.18,-62.48,62.48,-8.72,8.72,-2.34,4.42,-114.08,114.08,6.67,6.67,1.64,0.02,-2457.37,2457.37,-176.7,176.7,-2.77,-0.07,-59.08,59.08,-20.56,20.56,0.17,0.12,-1.88,1.88,0.68,0.68,0.65,0.18,-9.95,9.95,2.23,2.23,9.26,0.22,-24.94,24.94,34.72,34.72,81.55,0.12,-8865.68,8865.68,510.1,510.1,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
0.34,0.04,-12.16,12.16,10.53,10.53,45.59,-5.28,-812.39,812.39,20.07,20.07,2.09,0.13,-32.44,32.44,21.32,21.32,-0.25,-0.04,-104.52,104.52,16.23,16.23,-43.96,-0.2,-2380.14,2380.14,-99.47,99.47,-10.69,-0.17,-44.37,44.37,-5.85,5.85,0.1,0.07,-2.02,2.02,0.54,0.54,0.4,0.18,-11.55,11.55,0.63,0.63,-2.52,-0.07,-42.65,42.65,17.01,17.01,475.96,0.31,-7598.36,7598.36,1777.42,1777.42,-4.7,-0.13,-3873.44,3873.44,-31.69,31.69,0.0
5.5,0.96,-10.84,10.84,11.85,11.85,65.18,36.49,-783.82,783.82,48.64,48.64,6.38,0.89,-36.67,36.67,17.09,17.09,4.06,0.21,-87.8,87.8,32.95,32.95,158.12,0.3,-1863.71,1863.71,416.96,416.96,4.04,0.05,-5.71,5.71,32.81,32.81,0.18,0.6,-3.02,3.02,-0.46,0.46,0.21,0.62,-13.66,13.66,-1.48,1.48,11.88,0.48,-40.69,40.69,18.97,18.97,1846.6,0.56,-4469.78,5280.93,4906.0,4906.0,107.82,-11.49,-3807.05,3807.05,34.7,34.7,0.0
-0.2,-0.01,-8.6,8.6,14.09,14.09,214.45,-4.88,-514.57,514.57,204.21,221.56,-2.22,-0.1,-29.46,29.46,24.3,24.3,8.51,0.62,-88.99,88.99,31.76,31.76,110.4,0.46,-2204.05,2204.05,76.62,76.62,8.47,0.14,-27.8,27.8,10.72,10.72,-0.39,-0.39,-2.89,2.89,-0.33,0.33,-0.74,-0.44,-13.28,13.28,-1.1,1.1,-15.19,-0.46,-59.32,59.32,0.34,0.34,2.88,0.03,-9507.29,9507.29,-131.51,131.51,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
0.0,0.0,-23.4,23.4,-0.71,0.71,0.0,0.0,-881.36,881.36,-48.9,48.9,0.0,0.0,-52.44,52.44,1.32,1.32,0.0,0.0,-114.11,114.11,6.64,6.64,0.0,0.0,-2271.32,2271.32,9.35,9.35,0.0,0.0,-44.46,44.46,-5.94,5.94,0.0,0.0,-3.04,3.04,-0.48,0.48,0.0,0.0,-13.44,13.44,-1.26,1.26,0.0,0.0,-61.07,61.07,-1.41,1.41,0.0,0.0,-9579.46,9579.46,-203.68,203.68,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
5.78,2.28,-13.76,13.76,8.93,8.93,-13.44,2.2,-868.89,868.89,-36.43,36.43,15.34,2.0,-27.2,27.2,26.57,26.57,3.66,3.77,-106.58,106.58,14.17,14.17,-40.54,-0.3,-2460.43,2460.43,-179.76,179.76,-5.18,-0.13,-61.09,61.09,-22.57,22.57,-0.83,-0.32,-1.71,1.71,0.85,0.85,-2.35,-0.32,-9.32,9.32,2.86,2.86,0.6,0.04,-61.95,61.95,-2.29,2.29,36.53,0.39,-9487.22,9487.22,-111.44,111.44,259.51,-61.64,-3650.19,3650.19,191.56,191.56,0.0
-10.14,-2.86,-28.67,28.67,-5.98,5.98,-42.79,-2.45,-874.66,874.66,-42.2,42.2,-31.75,-2.27,-67.97,67.97,-14.21,14.21,-11.08,-3.23,-118.86,118.86,1.89,1.89,25.86,0.24,-2418.89,2418.89,-138.22,138.22,5.95,0.18,-56.08,56.08,-17.56,17.56,-0.17,-0.17,-2.64,2.64,-0.08,0.08,-1.81,-0.43,-11.83,11.83,0.35,0.35,-8.89,-0.43,-65.61,65.61,-5.95,5.95,-64.53,-0.37,-9508.18,9508.18,-132.4,132.4,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
7.43,-1.63,-19.2,19.2,3.49,3.49,-13.92,1.23,-874.59,874.59,-42.13,42.13,14.18,-1.63,-44.74,44.74,9.03,9.03,7.25,-1.81,-107.96,107.96,12.79,12.79,7.44,0.1,-2472.19,2472.19,-191.52,191.52,7.19,0.15,-39.47,39.47,-0.95,0.95,-0.26,-0.23,-2.62,2.62,-0.06,0.06,-0.5,-0.23,-12.53,12.53,-0.35,0.35,7.63,0.54,-55.49,55.49,4.17,4.17,33.4,0.82,-9542.93,9542.93,-167.15,167.15,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
3.74,-0.19,-37.54,37.54,-14.85,14.85,46.59,-0.83,-858.68,858.68,-26.22,26.22,9.31,-0.27,-75.28,75.28,-21.51,21.51,8.69,-0.19,-147.8,147.8,-27.05,27.05,-59.73,-0.49,-2491.53,2491.53,-210.86,210.86,-1.51,-0.03,-51.51,51.51,-12.99,12.99,0.0,0.0,-3.08,3.08,-0.52,0.52,0.11,0.13,-13.27,13.27,-1.09,1.09,6.13,-0.63,-80.85,80.85,-21.19,21.19,24.98,-0.72,-9626.6,9626.6,-250.82,250.82,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-1.08,-0.27,-19.2,19.2,3.49,3.49,7.03,-0.26,-869.49,869.49,-37.03,37.03,-0.58,-0.14,-46.66,46.66,7.1,7.1,-0.46,-0.07,-104.94,104.94,15.81,15.81,-348.87,-0.48,-2175.54,2175.54,105.13,105.13,-4.29,-0.05,-6.1,6.1,32.42,32.42,-0.13,-0.22,-3.04,3.04,-0.48,0.48,-0.14,-0.22,-13.71,13.71,-1.53,1.53,-2.34,-0.17,-65.59,65.59,-5.93,5.93,-9.02,-0.11,-9545.72,9545.72,-169.94,169.94,8.77,-0.43,-3917.2,3917.2,-75.45,75.45,0.0
-34.45,14.47,-57.3,57.3,-34.61,34.61,-0.16,-0.03,-844.65,844.65,-12.19,12.19,-40.76,-34.61,-90.68,90.68,-36.91,36.91,-27.44,20.78,-139.29,139.29,-18.54,18.54,583.74,1.23,-1496.37,1496.37,784.3,784.3,3.77,0.04,-5.77,5.77,32.75,32.75,0.04,0.03,-2.25,2.25,0.31,0.31,0.03,0.02,-12.78,12.78,-0.6,0.6,-35.83,-0.92,-74.22,74.22,-14.56,14.56,-499.62,-0.88,-9551.18,9551.18,-175.4,175.4,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-2.62,-1.14,-22.39,22.39,0.3,0.3,36.4,-1.45,-838.05,838.05,-5.59,5.59,-3.64,-1.12,-50.6,50.6,3.16,3.16,-4.48,-1.13,-111.71,111.71,9.04,9.04,24.51,0.12,-2318.16,2318.16,-37.49,37.49,-2.44,-0.03,-22.44,22.44,16.08,16.08,0.07,0.12,-2.85,2.85,-0.29,0.29,0.09,0.12,-13.34,13.34,-1.16,1.16,-2.42,-0.08,-48.86,48.86,10.8,10.8,0.05,0.0,-9543.7,9543.7,-167.92,167.92,75.23,-1.0,-3905.49,3905.49,-63.74,63.74,0.0
-3.89,-0.31,-13.36,13.36,9.33,9.33,17.1,0.26,-767.07,767.07,65.39,65.39,-4.05,-0.31,-41.16,41.16,12.6,12.6,-9.54,-0.3,-89.27,89.27,31.48,31.48,-962.42,-0.8,-2093.46,2093.46,187.21,187.21,0.1,0.0,-0.39,1.44,36.28,39.26,0.0,0.0,-3.1,3.1,-0.54,0.54,-0.01,-0.02,-13.8,13.8,-1.62,1.62,-7.99,-0.44,-67.08,67.08,-7.42,7.42,-3178.82,-0.49,-6366.13,6366.13,3009.65,3009.65,-130.26,-0.7,-3849.77,3849.77,-8.02,8.02,0.0
-17.24,2.51,-46.17,46.17,-23.48,23.48,-135.33,-1.9,-913.56,913.56,-81.1,81.1,-56.79,2.81,-127.22,127.22,-73.45,73.45,-164.42,8.23,-295.62,295.62,-174.87,174.87,-72.36,-0.42,-2451.09,2451.09,-170.42,170.42,-18.99,-0.47,-74.49,74.49,-35.97,35.97,-0.21,-0.62,-3.3,3.3,-0.8,0.81,-0.58,-0.58,-13.79,13.79,-1.61,1.61,-12.89,-6.86,-88.27,88.27,-28.61,28.61,-32.69,-6.12,-9644.4,9644.4,-268.62,268.62,0.0,0.0,-3905.49,3905.49,-63.74,63.74,0.0
-0.27,-0.09,-19.39,19.39,3.3,3.3,-9.41,1.34,-865.79,865.79,-33.33,33.33,-0.57,-0.16,-47.32,47.32,6.45,6.45,0.58,0.11,-105.42,105.42,15.33,15.33,101.67,0.16,-1819.26,1819.26,461.41,461.41,-2.17,-0.02,-6.46,6.46,32.06,32.06,-0.11,-0.19,-3.04,3.04,-0.48,0.48,-0.11,-0.18,-13.7,13.7,-1.52,1.52,0.24,0.02,-62.2,62.2,-2.54,2.54,2.85,0.07,-9575.81,9575.81,-200.03,200.03,-40.68,-1.65,-3921.48,3921.48,-79.73,79.73,0.0
