회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결)
(주)제이티,89790,2017/12,2006/10/27,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)제이티,89790,2018/12,2006/10/27,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)제이티,89790,2019/12,2006/10/27,,5,  기타 기계 및 장비 제조업,0.0,0.0,8.94,14.19,22.33,104.68,46.81,140.17,0.74,1.59
(주)제이티,89790,2020/12,2006/10/27,,5,  기타 기계 및 장비 제조업,5.24,37.41,11.67,17.73,21.05,98.29,58.7,230.37,0.8,1.52
(주)제일바이오,52670,2011/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2012/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2013/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2014/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2015/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2016/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2017/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2018/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2019/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일바이오,52670,2020/12,2002/01/24,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제일테크노스,38010,2011/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,0.66,393.1,1.86,7.29,22.16,35.93,33.74,68.52,1.47,3.92
(주)제일테크노스,38010,2012/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,12.55,-10.32,1.48,6.19,23.64,35.91,33.02,75.42,1.39,4.18
(주)제일테크노스,38010,2013/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,-1.44,124.58,3.38,12.72,23.63,35.66,31.4,78.61,1.21,3.76
(주)제일테크노스,38010,2014/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,7.62,10.29,3.46,10.11,21.65,32.16,44.46,87.69,1.12,2.92
(주)제일테크노스,38010,2015/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,-1.74,-8.05,3.24,7.33,20.28,31.15,44.96,81.8,1.01,2.26
(주)제일테크노스,38010,2016/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,0.72,-52.05,1.54,3.39,15.73,24.97,44.78,83.28,0.99,2.2
(주)제일테크노스,38010,2017/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,5.83,59.59,2.33,5.19,16.06,27.63,44.65,85.52,1.0,2.23
(주)제일테크노스,38010,2018/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,5.02,49.28,3.3,7.34,18.98,34.62,46.39,82.87,1.01,2.22
(주)제일테크노스,38010,2019/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,3.89,-21.09,2.57,5.58,18.83,36.44,47.97,88.97,1.05,2.22
(주)제일테크노스,38010,2020/12,2000/01/11,,5,  금속가공제품 제조업; 기계 및 가구 제외,-18.54,-205.74,-3.19,-5.99,11.7,22.32,46.95,91.19,0.87,1.83
(주)제주반도체,80220,2011/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,15.9,23.54,35.27,1110.0,90.9,909.45,1.33,1.47
(주)제주반도체,80220,2012/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,-35.53,-20.69,-8.84,-203.67,91.46,937.72,0.53,0.58
(주)제주반도체,80220,2013/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-51.24,0.0,-69.71,-21.95,-5.08,-93.02,71.43,272.47,0.26,0.31
(주)제주반도체,80220,2014/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",137.84,0.0,-0.32,-0.31,11.0,160.75,65.37,250.38,0.57,0.83
(주)제주반도체,80220,2015/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.41,0.0,-1.06,-1.53,9.42,223.07,44.9,190.78,0.78,1.46
(주)제주반도체,80220,2016/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-1.79,0.0,-1.43,-1.98,10.95,511.84,43.18,266.29,0.65,1.48
(주)제주반도체,80220,2017/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",106.67,0.0,3.37,8.93,14.6,752.64,55.18,242.55,1.3,2.62
(주)제주반도체,80220,2018/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",23.42,167.18,7.37,16.82,16.3,859.82,47.39,166.52,1.15,2.28
(주)제주반도체,80220,2019/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-24.48,0.0,-4.43,-6.58,7.63,277.89,43.85,192.14,0.69,1.5
(주)제주반도체,80220,2020/12,2005/02/01,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",16.37,0.0,8.76,12.77,21.19,488.27,58.74,200.14,0.8,1.57
(주)제테마,216080,2017/12,2019/11/14,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제테마,216080,2018/12,2019/11/14,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제테마,216080,2019/12,2019/11/14,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)제테마,216080,2020/12,2019/11/14,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)젠큐릭스,229000,2013/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2014/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2015/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2016/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2017/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2018/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2019/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",,,,,,,,,,
(주)젠큐릭스,229000,2020/12,2020/06/25,,5,"  의료, 정밀, 광학기기 및 시계 제조업",0.0,0.0,2096.99,62.03,58.41,5922.76,84.27,129.86,0.02,0.03
(주)젬백스&카엘,82270,2011/12,2005/06/24,,5,  기타 기계 및 장비 제조업,161.01,0.0,-20.11,-27.03,1.4,7.99,56.17,110.25,0.56,0.96
(주)젬백스&카엘,82270,2012/12,2005/06/24,,5,  기타 기계 및 장비 제조업,23.75,0.0,-19.52,-21.88,4.6,25.54,46.08,71.83,0.49,0.95
(주)젬백스&카엘,82270,2013/12,2005/06/24,,5,  기타 기계 및 장비 제조업,3.15,0.0,-5.03,2.84,8.71,49.17,45.91,91.65,0.48,1.04
(주)젬백스&카엘,82270,2014/12,2005/06/24,,5,  기타 기계 및 장비 제조업,51.89,0.0,-29.52,-118.33,-2.54,-11.35,41.34,70.41,0.8,1.83
(주)젬백스&카엘,82270,2015/12,2005/06/24,,5,  기타 기계 및 장비 제조업,-25.71,0.0,-12.65,-8.41,5.03,38.3,55.03,72.75,0.52,1.05
(주)젬백스&카엘,82270,2016/12,2005/06/24,,5,  기타 기계 및 장비 제조업,45.36,0.0,-37.44,-41.42,-5.12,-36.5,52.93,66.1,0.59,1.09
(주)젬백스&카엘,82270,2017/12,2005/06/24,,5,  기타 기계 및 장비 제조업,-56.13,0.0,-26.07,-20.67,-8.39,-99.47,41.37,81.22,0.27,0.58
(주)젬백스&카엘,82270,2018/12,2005/06/24,,5,  기타 기계 및 장비 제조업,-1.33,0.0,-29.01,-15.23,2.52,32.14,65.94,184.51,0.28,0.53
(주)젬백스&카엘,82270,2019/12,2005/06/24,,5,  기타 기계 및 장비 제조업,-9.69,0.0,-215.88,-88.24,-45.0,-701.64,58.19,173.46,0.25,0.41
(주)젬백스&카엘,82270,2020/12,2005/06/24,,5,  기타 기계 및 장비 제조업,53.91,0.0,2.49,1.42,11.01,105.57,85.14,331.45,0.41,0.57
(주)젬백스링크,64800,2011/12,2002/08/22,,5,  소매업; 자동차 제외,39.86,7.45,5.28,5.07,33.83,157.89,76.2,197.4,1.0,1.32
(주)젬백스링크,64800,2012/12,2002/08/22,,5,  소매업; 자동차 제외,-19.16,0.0,-4.21,-3.86,28.29,126.95,80.38,240.61,0.83,1.06
(주)젬백스링크,64800,2013/12,2002/08/22,,5,  소매업; 자동차 제외,-20.33,0.0,-10.13,-8.61,30.36,120.35,85.28,387.43,0.76,0.92
(주)젬백스링크,64800,2014/12,2002/08/22,,5,  소매업; 자동차 제외,-27.53,0.0,-15.81,-5.57,30.18,113.16,80.27,308.86,0.63,0.76
(주)젬백스링크,64800,2015/12,2002/08/22,,5,  소매업; 자동차 제외,,,,,,,,,,
(주)젬백스링크,64800,2016/12,2002/08/22,,5,  소매업; 자동차 제외,0.0,0.0,-0.38,0.57,12.47,134.35,54.31,163.52,0.45,0.83
(주)젬백스링크,64800,2017/12,2002/08/22,,5,  소매업; 자동차 제외,485.0,-326.16,2.88,-1.45,11.65,59.56,23.05,86.4,0.85,3.02
(주)젬백스링크,64800,2018/12,2002/08/22,,5,  소매업; 자동차 제외,-72.68,0.0,-23.03,-33.13,5.88,125.45,58.83,87.54,0.19,0.53
(주)젬백스링크,64800,2019/12,2002/08/22,,5,  소매업; 자동차 제외,79.69,0.0,3.54,2.76,9.93,149.27,70.65,117.06,0.5,0.78
(주)젬백스링크,64800,2020/12,2002/08/22,,5,  소매업; 자동차 제외,-1.75,188.29,10.39,6.89,15.03,250.14,74.21,139.78,0.48,0.66
(주)조이시티,67000,2011/12,2008/05/30,,5,  출판업,48.05,246.88,15.09,11.27,34.56,962.85,82.09,397.38,0.61,0.75
(주)조이시티,67000,2012/12,2008/05/30,,5,  출판업,43.95,17.4,12.31,11.91,38.98,1501.0,82.85,516.41,0.8,0.97
(주)조이시티,67000,2013/12,2008/05/30,,5,  출판업,-40.51,0.0,-24.91,-14.49,24.77,906.19,80.51,415.73,0.48,0.58
(주)조이시티,67000,2014/12,2008/05/30,,5,  출판업,24.15,0.0,7.36,5.85,40.53,1736.37,77.53,362.09,0.63,0.79
(주)조이시티,67000,2015/12,2008/05/30,,5,  출판업,23.68,-68.64,1.87,1.72,35.11,2001.0,88.88,741.29,0.77,0.92
(주)조이시티,67000,2016/12,2008/05/30,,5,  출판업,26.04,-596.29,-7.35,-9.4,37.8,1790.63,77.01,358.44,1.07,1.28
(주)조이시티,67000,2017/12,2008/05/30,,5,  출판업,27.12,0.0,-12.46,-29.01,49.17,2259.74,66.95,217.2,1.68,2.33
(주)조이시티,67000,2018/12,2008/05/30,,5,  출판업,-5.38,0.0,-9.11,-25.69,45.3,2550.77,48.03,135.33,1.65,2.89
(주)조이시티,67000,2019/12,2008/05/30,,5,  출판업,18.24,0.0,-1.84,-4.91,35.94,2319.11,38.54,111.82,1.72,4.0
(주)조이시티,67000,2020/12,2008/05/30,,5,  출판업,60.36,0.0,7.08,21.79,31.24,2906.29,69.96,264.18,1.88,3.22
(주)좋은사람들,33340,2011/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",6.96,0.0,-0.24,-0.46,27.88,161.44,63.36,240.99,1.23,1.95
(주)좋은사람들,33340,2012/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",6.87,0.0,1.18,2.18,29.84,203.18,67.86,305.9,1.21,1.84
(주)좋은사람들,33340,2013/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",6.58,-48.83,0.57,1.03,28.08,204.52,70.38,291.45,1.25,1.81
(주)좋은사람들,33340,2014/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",-7.33,88.47,1.16,1.9,29.48,230.6,72.18,359.48,1.17,1.64
(주)좋은사람들,33340,2015/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",-8.48,-35.76,0.81,1.2,28.39,217.82,74.1,364.29,1.08,1.48
(주)좋은사람들,33340,2016/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",2.16,-513.55,-3.3,-5.03,22.15,235.04,72.85,310.96,1.12,1.53
(주)좋은사람들,33340,2017/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",-5.81,0.0,-8.31,-13.02,25.1,245.82,71.79,293.37,1.13,1.57
(주)좋은사람들,33340,2018/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",7.63,0.0,2.82,4.58,29.93,343.17,84.56,532.05,1.27,1.62
(주)좋은사람들,33340,2019/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",-1.31,-386.87,-8.19,-12.65,18.87,88.28,69.88,347.27,1.19,1.54
(주)좋은사람들,33340,2020/12,1997/11/03,,6,"  의복, 의복 액세서리 및 모피제품 제조업",-2.85,0.0,-55.45,-115.09,-44.54,-840.36,52.13,314.92,1.3,2.08
(주)주노콜렉션,221670,2014/12,2017/06/27,2019/07/16,4,"  가죽, 가방 및 신발 제조업",,,,,,,,,,
(주)주노콜렉션,221670,2015/12,2017/06/27,2019/07/16,4,"  가죽, 가방 및 신발 제조업",,,,,,,,,,
(주)주노콜렉션,221670,2016/12,2017/06/27,2019/07/16,4,"  가죽, 가방 및 신발 제조업",,,,,,,,,,
(주)주노콜렉션,221670,2017/12,2017/06/27,2019/07/16,4,"  가죽, 가방 및 신발 제조업",,,,,,,,,,
(주)주노콜렉션,221670,2018/12,2017/06/27,2019/07/16,4,"  가죽, 가방 및 신발 제조업",,,,,,,,,,
(주)중앙디앤엠,51980,2011/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,152.27,0.0,9.18,8.06,8.07,53.54,53.6,140.36,0.62,1.02
(주)중앙디앤엠,51980,2012/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,16.84,-9.02,7.15,6.71,11.45,204.85,67.73,240.14,0.68,1.13
(주)중앙디앤엠,51980,2013/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,-36.27,0.0,-24.27,-32.68,-4.94,-77.06,69.04,233.95,0.47,0.68
(주)중앙디앤엠,51980,2014/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,-29.08,0.0,-46.23,-24.38,-6.24,-70.07,79.93,373.86,0.41,0.56
(주)중앙디앤엠,51980,2015/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,-8.16,0.0,-115.38,-103.14,-54.52,-462.62,37.3,121.5,0.55,0.89
(주)중앙디앤엠,51980,2016/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,-5.23,0.0,-20.72,-32.8,-5.91,-148.58,63.64,159.39,0.74,1.55
(주)중앙디앤엠,51980,2017/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,-59.92,0.0,4.59,2.66,8.0,20.39,53.59,132.25,0.33,0.57
(주)중앙디앤엠,51980,2018/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,57.01,-932.1,-24.34,-20.19,5.54,12.5,63.44,160.23,0.48,0.83
(주)중앙디앤엠,51980,2019/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,-12.95,0.0,-81.29,-41.23,-9.07,-28.16,69.95,235.02,0.34,0.51
(주)중앙디앤엠,51980,2020/12,2001/07/31,,5,  고무 및 플라스틱제품 제조업,9.97,0.0,-112.54,-49.01,-11.11,-64.23,44.82,152.77,0.24,0.44
(주)중앙백신연구소,72020,2011/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2012/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2013/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2014/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2015/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2016/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2017/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2018/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2019/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙백신연구소,72020,2020/12,2003/10/31,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)중앙에너비스,440,2011/09,1993/03/24,,5,  도매 및 상품 중개업,,,,,,,,,,
(주)중앙에너비스,440,2012/09,1993/03/24,,5,  도매 및 상품 중개업,,,,,,,,,,
(주)중앙에너비스,440,2013/09,1993/03/24,,5,  도매 및 상품 중개업,,,,,,,,,,
(주)중앙에너비스,440,2014/09,1993/03/24,,5,  도매 및 상품 중개업,0.0,0.0,2.77,5.74,20.36,31.25,67.46,74.68,1.36,2.02
(주)중앙에너비스,440,2015/12,1993/03/24,,5,  도매 및 상품 중개업,0.0,0.0,1.31,1.87,18.37,26.39,65.53,63.23,1.17,1.78
(주)중앙에너비스,440,2016/12,1993/03/24,,5,  도매 및 상품 중개업,1.31,21.99,1.49,2.29,19.19,28.26,65.5,68.11,1.18,1.81
(주)중앙에너비스,440,2017/12,1993/03/24,,5,  도매 및 상품 중개업,,,,,,,,,,
(주)중앙에너비스,440,2018/12,1993/03/24,,5,  도매 및 상품 중개업,,,,,,,,,,
(주)중앙에너비스,440,2019/12,1993/03/24,,5,  도매 및 상품 중개업,0.0,0.0,0.94,1.36,14.47,18.94,73.28,32.58,1.07,1.46
(주)중앙에너비스,440,2020/12,1993/03/24,,5,  도매 및 상품 중개업,-18.47,3020.39,35.85,35.98,45.0,70.91,86.37,331.76,0.81,1.0
(주)지노믹트리,228760,2014/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지노믹트리,228760,2015/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지노믹트리,228760,2016/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지노믹트리,228760,2017/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지노믹트리,228760,2018/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지노믹트리,228760,2019/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,0.0,0.0,-3645.77,-9.36,-8.51,-181.32,95.69,6971.65,0.0,0.0
(주)지노믹트리,228760,2020/12,2019/03/27,,5,  의료용 물질 및 의약품 제조업,339.89,0.0,-946.3,-11.55,-3.71,-45.67,80.8,2574.89,0.01,0.01
(주)지놈앤컴퍼니,314130,2016/12,2020/12/23,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지놈앤컴퍼니,314130,2017/12,2020/12/23,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지놈앤컴퍼니,314130,2018/12,2020/12/23,,5,  의료용 물질 및 의약품 제조업,,,,,,,,,,
(주)지놈앤컴퍼니,314130,2019/12,2020/12/23,,5,  의료용 물질 및 의약품 제조업,0.0,0.0,-184731.34,0.0,-223.85,-8131.58,0.0,46.7,0.0,0.0
(주)지놈앤컴퍼니,314130,2020/12,2020/12/23,,5,  의료용 물질 및 의약품 제조업,228.54,0.0,-20710.44,-84.89,-17.39,-858.21,95.2,3699.78,0.0,0.0
(주)지니뮤직,43610,2011/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2012/12,2000/07/20,,5,  정보서비스업,0.0,0.0,-6.77,-5.32,-3.35,-80.41,54.71,312.0,0.43,0.79
(주)지니뮤직,43610,2013/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2014/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2015/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2016/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2017/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2018/12,2000/07/20,,5,  정보서비스업,0.0,0.0,3.47,4.08,10.15,630.59,65.51,188.32,0.77,1.18
(주)지니뮤직,43610,2019/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니뮤직,43610,2020/12,2000/07/20,,5,  정보서비스업,,,,,,,,,,
(주)지니틱스,303030,2018/12,2018/08/30,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)지니틱스,303030,2019/12,2018/08/30,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)지니틱스,303030,2020/12,2018/08/30,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)지디,155960,2011/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)지디,155960,2012/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)지디,155960,2013/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,
(주)지디,155960,2014/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,1.9,1.4,21.97,36.69,79.33,176.23,0.46,0.58
(주)지디,155960,2015/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,-39.86,-16.87,19.33,36.12,76.81,153.44,0.35,0.46
(주)지디,155960,2016/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-33.7,0.0,-45.46,-14.73,4.97,12.51,74.11,168.28,0.24,0.32
(주)지디,155960,2017/12,2013/02/13,2018/10/12,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-60.58,0.0,-193.17,-30.81,-8.85,-29.45,68.21,179.38,0.11,0.16
(주)지란지교시큐리티,208350,2014/12,2014/12/24,,5,  출판업,,,,,,,,,,
(주)지란지교시큐리티,208350,2015/12,2014/12/24,,5,  출판업,,,,,,,,,,
(주)지란지교시큐리티,208350,2016/12,2014/12/24,,5,  출판업,,,,,,,,,,
(주)지란지교시큐리티,208350,2017/12,2014/12/24,,5,  출판업,0.0,0.0,18.59,13.75,33.19,973.42,70.1,220.95,0.61,0.87
(주)지란지교시큐리티,208350,2018/12,2014/12/24,,5,  출판업,28.76,-62.05,5.63,4.92,28.66,805.09,82.07,360.73,0.69,0.9
(주)지란지교시큐리티,208350,2019/12,2014/12/24,,5,  출판업,13.12,81.98,7.41,8.21,33.45,225.19,77.47,266.12,0.65,0.82
(주)지란지교시큐리티,208350,2020/12,2014/12/24,,5,  출판업,2.92,0.0,-2.71,-2.4,24.59,189.51,72.13,291.17,0.61,0.82
(주)지성이씨에스,138290,2011/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지성이씨에스,138290,2012/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지성이씨에스,138290,2013/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지성이씨에스,138290,2014/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지성이씨에스,138290,2015/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지성이씨에스,138290,2016/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지성이씨에스,138290,2017/12,2015/11/30,2018/08/22,4,  전문직별 공사업,,,,,,,,,,
(주)지씨셀,144510,2014/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,
(주)지씨셀,144510,2015/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,
(주)지씨셀,144510,2016/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,
(주)지씨셀,144510,2017/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,
(주)지씨셀,144510,2018/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,
(주)지씨셀,144510,2019/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",0.0,0.0,-3.86,-5.17,32.94,171.12,70.32,176.96,0.85,1.21
(주)지씨셀,144510,2020/12,2016/06/23,,5,"  기타 전문, 과학 및 기술 서비스업",47.79,0.0,4.79,9.12,48.42,249.7,67.87,151.58,1.18,1.72
(주)지아이바이오,35450,2011/12,1999/11/11,2013/08/07,4,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,0.0,-254.69,-95.12,-51.12,-9247.79,66.95,167.58,0.23,0.35
(주)지아이바이오,35450,2012/12,1999/11/11,2013/08/07,4,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",0.0,0.0,-18.55,-21.25,0.87,86.05,69.73,142.84,0.66,0.95
(주)지아이텍,382480,2017/12,2021/10/21,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지아이텍,382480,2018/12,2021/10/21,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지아이텍,382480,2019/12,2021/10/21,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지아이텍,382480,2020/12,2021/10/21,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2012/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2013/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2014/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2015/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2016/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2017/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
(주)지앤비에스엔지니어링,382800,2018/12,2021/10/29,,5,  기타 기계 및 장비 제조업,,,,,,,,,,
