,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,유동자산증가율,총자본증가율,자기자본순이익률,총자본순이익률,자본분배율,부가가치율,순운전자본비율,자기자본배율,매입채무회전률,매출채권회전기간,label,유동자산증가율_차이,유동자산증가율_변동률,총자본증가율_차이,총자본증가율_변동률,자기자본순이익률_차이,자기자본순이익률_변동률,총자본순이익률_차이,총자본순이익률_변동률,자본분배율_차이,자본분배율_변동률,부가가치율_차이,부가가치율_변동률,순운전자본비율_차이,순운전자본비율_변동률,자기자본배율_차이,자기자본배율_변동률,매입채무회전률_차이,매입채무회전률_변동률,매출채권회전기간_차이,매출채권회전기간_변동률
992,(주)위메이드,112040,2012-12-01,2009-12-18,,5,  출판업,-18.69,0.39,-1.57,-2.21,2.97,53.71,43.96,3178.82,1196.06,84.36,0.0,-4.48,-0.0031527093596059115,1.1,0.015492957746478875,-10.370000000000001,-0.011784090909090909,-9.440000000000001,-0.013056708160442602,-34.13,-0.009199460916442049,-16.919999999999995,-0.002395582613620274,-9.759999999999998,-0.0018168279970215931,-2843.4199999999996,-0.0047215321873588555,894.3699999999999,0.029645331300341405,-5.450000000000003,-0.0006068366551608955
993,(주)위메이드,112040,2013-12-01,2009-12-18,,5,  출판업,-17.86,2.45,0.0,3.36,23.01,57.5,32.83,3159.51,0.0,43.47,0.0,0.8300000000000018,0.0004440877474585349,2.06,0.052820512820512824,1.57,0.01,5.57,0.025203619909502265,20.040000000000003,0.06747474747474748,3.789999999999999,0.0007056414075591136,-11.130000000000003,-0.0025318471337579624,-19.309999999999945,-6.07458113387985e-05,-1196.06,-0.01,-40.89,-0.0048470839260312945
994,(주)위메이드,112040,2014-12-01,2009-12-18,,5,  출판업,-14.6,46.71,62.55,45.27,75.88,233.33,17.53,4642.65,0.0,58.32,0.0,3.26,0.0018253079507278833,44.26,0.18065306122448976,62.55,0.0,41.910000000000004,0.12473214285714287,52.86999999999999,0.022976966536288567,175.83,0.030579130434782612,-15.299999999999997,-0.0046603716113310985,1483.1399999999994,0.004694208912141438,0.0,0.0,14.850000000000001,0.0034161490683229817
995,(주)위메이드맥스,101730,2012-12-01,2009-06-03,,5,  출판업,-22.59,0.6,-4.18,-4.45,-13.55,44.65,41.65,2709.05,0.0,36.07,0.0,-6.0,-0.003616636528028933,-8.0,-0.009302325581395349,-10.469999999999999,-0.016645468998410174,-10.280000000000001,-0.01763293310463122,-56.510000000000005,-0.013154096834264432,-21.119999999999997,-0.0032111905123916673,-12.020000000000003,-0.002239612446431899,-98.2199999999998,-0.0003498772829118674,0.0,0.0,9.530000000000001,0.0035908063300678227
996,(주)위메이드맥스,101730,2013-12-01,2009-06-03,,5,  출판업,45.76,10.65,7.43,12.86,53.95,82.84,54.08,2752.23,0.0,43.23,0.0,68.35,0.03025675077467906,10.05,0.1675,11.61,0.02777511961722488,17.31,0.03889887640449438,67.5,0.04981549815498155,38.190000000000005,0.008553191489361704,12.43,0.002984393757503001,43.179999999999836,0.00015939166866613697,0.0,0.0,7.159999999999997,0.001985029110063764
997,(주)위메이드맥스,101730,2014-12-01,2009-06-03,,5,  출판업,-22.16,-9.73,-4.49,-3.49,5.35,64.51,45.42,2189.78,0.0,90.85,0.0,-67.92,-0.014842657342657344,-20.380000000000003,-0.019136150234741786,-11.92,-0.01604306864064603,-16.35,-0.01271384136858476,-48.6,-0.009008341056533828,-18.33,-0.0022126991791405117,-8.659999999999997,-0.0016013313609467448,-562.4499999999998,-0.0020436155408523264,0.0,0.0,47.62,0.011015498496414526
998,(주)위메이드플레이,123420,2014-12-01,2010-11-10,,5,  출판업,119.81,121.8,56.73,44.08,90.35,47.2,75.77,2643.61,0.0,21.11,0.0,39.09,0.004842666005946482,66.72999999999999,0.01211730524786635,123.07,0.01855140186915888,72.96,0.02526315789473684,172.81,0.02095682755275285,22.6,0.0091869918699187,27.79,0.0057919966652771986,2343.4300000000003,0.07806749283763076,0.0,0.0,-12.21,-0.003664465786314526
999,(주)위지트,36090,2012-12-01,1999-12-10,,5,  기타 기계 및 장비 제조업,-17.19,-3.79,27.59,13.32,77.52,4.99,29.02,293.01,18.63,32.31,0.0,22.999999999999996,0.005722816621050011,15.2,0.008004212743549236,-3.8599999999999994,-0.0012273449920508742,3.3000000000000007,0.0032934131736526953,2.1099999999999994,0.00027980373955708784,0.5499999999999998,0.0012387387387387382,14.43,0.009890335846470186,74.76999999999998,0.003426044721407624,1.3299999999999983,0.0007687861271676291,3.4200000000000017,0.0011838006230529602
1000,(주)위지트,36090,2013-12-01,1999-12-10,,5,  기타 기계 및 장비 제조업,6.45,0.49,17.01,10.21,73.49,3.99,39.01,324.52,21.94,30.07,0.0,23.64,0.013752181500872599,4.28,0.011292875989445911,-10.579999999999998,-0.0038347227256252257,-3.1099999999999994,-0.0023348348348348346,-4.030000000000001,-0.0005198658410732716,-1.0,-0.002004008016032064,9.989999999999998,0.003442453480358373,31.50999999999999,0.0010753899184328176,3.3100000000000023,0.0017767042404723576,-2.240000000000002,-0.0006932838130609724
1001,(주)위지트,36090,2014-12-01,1999-12-10,,5,  기타 기계 및 장비 제조업,159.83,54.84,14.51,9.12,72.86,4.09,39.54,353.81,22.31,32.07,0.0,153.38000000000002,0.23779844961240315,54.35,1.1091836734693878,-2.5000000000000018,-0.001469723691945915,-1.0900000000000016,-0.0010675808031341836,-0.6299999999999955,-8.572594910872167e-05,0.09999999999999964,0.00025062656641603923,0.5300000000000011,0.00013586259933350453,29.29000000000002,0.0009025637865154696,0.36999999999999744,0.0001686417502278931,2.0,0.0006651147322913202
1002,(주)윈스,136540,2012-12-01,2011-05-02,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",38.77,40.86,-5.54,-2.36,-18.13,6.57,20.07,674.56,3.3,110.03,0.0,29.020000000000003,0.029764102564102567,30.21,0.02836619718309859,-15.829999999999998,-0.015383867832847424,-9.45,-0.013328631875881522,-73.69,-0.013263138948884088,-57.48,-0.00897423887587822,20.38,0.6574193548387096,473.4599999999999,0.023543510691198404,-13.61,-0.008048492016558249,41.11,0.005964886825304701
1003,(주)윈스,136540,2013-12-01,2011-05-02,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",26.03,30.01,4.98,3.78,15.7,26.33,3.1,605.59,11.36,119.91,0.0,-12.740000000000002,-0.0032860459117874646,-10.849999999999998,-0.0026554087126774346,10.52,0.01898916967509025,6.14,0.026016949152542372,33.83,0.018659680088251515,19.759999999999998,0.030076103500761033,-16.97,-0.008455406078724463,-68.96999999999991,-0.0010224442599620482,8.059999999999999,0.02442424242424242,9.879999999999995,0.0008979369262928288
1004,(주)윈스,136540,2014-12-01,2011-05-02,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",14.89,10.96,6.77,5.1,51.86,49.45,16.48,526.74,14.91,74.89,0.0,-11.14,-0.004279677295428352,-19.05,-0.006347884038653782,1.7899999999999991,0.0035943775100401587,1.3199999999999998,0.0034920634920634916,36.16,0.02303184713375796,23.120000000000005,0.008780858336498292,13.38,0.04316129032258065,-78.85000000000002,-0.0013020360309780549,3.5500000000000007,0.0031250000000000006,-45.019999999999996,-0.0037544825285630887
1005,(주)윈팩,97800,2014-12-01,2013-03-07,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",12.39,0.02,4.65,4.27,48.65,20.8,20.84,526.77,16.13,87.71,0.0,-6.300000000000001,-0.0033707865168539327,-6.04,-0.009966996699669967,-10.549999999999999,-0.00694078947368421,-6.390000000000001,-0.0059943714821763605,1.3999999999999986,0.000296296296296296,-37.11,-0.0064082196511828695,-9.580000000000002,-0.003149243918474688,-1557.15,-0.007472215824023955,-46.629999999999995,-0.00742989165073295,29.50999999999999,0.005070446735395188
1006,(주)유니드코리아,110500,2013-12-01,2011-06-17,2014-09-02,4,  기타 기계 및 장비 제조업,-55.12,-44.94,-223.54,-49.55,0.0,-66.45,-31.54,52.09,3.39,155.12,1.0,-39.26,-0.024754098360655737,-35.57,-0.03796157950907151,-226.23999999999998,-0.8379259259259259,-51.769999999999996,-0.23319819819819815,-48.11,-0.01,-82.6,-0.051145510835913316,-73.62,-0.017495247148288973,-468.53,-0.008999462179708808,-8.729999999999999,-0.0072029702970297016,-28.159999999999997,-0.0015364469663902225
1007,(주)유니크,11320,2012-12-01,1993-12-29,,5,  자동차 및 트레일러 제조업,5.35,6.82,17.38,6.24,36.61,23.67,0.44,534.64,6.92,66.27,0.0,-7.610000000000001,-0.005871913580246914,-5.879999999999999,-0.0046299212598425185,6.1,0.005407801418439716,2.27,0.005717884130982368,3.25,0.0009742206235011991,2.8200000000000003,0.001352517985611511,6.24,0.010758620689655173,64.11000000000001,0.001362506110131129,1.13,0.0019516407599309152,1.9200000000000017,0.0002983682983682987
1008,(주)유니크,11320,2013-12-01,1993-12-29,,5,  자동차 및 트레일러 제조업,31.48,14.24,26.82,10.45,46.37,25.65,6.29,673.34,8.83,63.82,0.0,26.130000000000003,0.04884112149532711,7.42,0.010879765395894428,9.440000000000001,0.005431530494821635,4.209999999999999,0.00674679487179487,9.759999999999998,0.0026659382682327226,1.9799999999999969,0.0008365019011406831,5.85,0.13295454545454544,138.70000000000005,0.0025942690408499187,1.9100000000000001,0.0027601156069364165,-2.4499999999999957,-0.00036969971329409927
1009,(주)유니크,11320,2014-12-01,1993-12-29,,5,  자동차 및 트레일러 제조업,-5.48,5.25,14.62,6.16,33.35,26.28,4.39,757.03,8.69,61.49,0.0,-36.96,-0.011740787801778908,-8.99,-0.006313202247191011,-12.200000000000001,-0.0045488441461595825,-4.289999999999999,-0.004105263157894736,-13.019999999999996,-0.0028078499029544957,0.6300000000000026,0.0002456140350877203,-1.9000000000000004,-0.00302066772655008,83.68999999999994,0.0012429084860545927,-0.14000000000000057,-0.00015855039637599158,-2.3299999999999983,-0.00036508931369476626
1010,(주)유니테스트,86390,2012-12-01,2006-12-05,,5,  기타 기계 및 장비 제조업,-21.25,-11.38,6.6,3.42,42.28,34.07,16.88,455.36,16.39,127.97,0.0,-41.769999999999996,-0.020355750487329433,-20.240000000000002,-0.02284424379232506,-19.490000000000002,-0.007470295132234573,-8.31,-0.007084398976982097,-21.909999999999997,-0.003413304252998909,-4.880000000000003,-0.0012528883183568684,-14.540000000000003,-0.004627625716104393,11.889999999999986,0.0002681128373959904,6.550000000000001,0.006656504065040651,6.280000000000001,0.0005160654121127456
1011,(주)유니테스트,86390,2013-12-01,2006-12-05,,5,  기타 기계 및 장비 제조업,-29.59,-9.94,-26.43,-13.56,-290.17,12.68,-2.34,340.55,10.88,162.81,0.0,-8.34,-0.003924705882352941,1.4400000000000013,0.001265377855887523,-33.03,-0.050045454545454546,-16.98,-0.04964912280701755,-332.45000000000005,-0.07863055818353833,-21.39,-0.006278250660405048,-19.22,-0.011386255924170615,-114.81,-0.0025213018271257907,-5.51,-0.0033618059792556434,34.84,0.0027225130890052357
1012,(주)유니테스트,86390,2014-12-01,2006-12-05,,5,  기타 기계 및 장비 제조업,97.98,38.71,19.73,9.26,52.97,33.51,13.75,418.53,7.59,54.29,0.0,127.57000000000001,0.04311253801960122,48.65,0.04894366197183098,46.16,0.017465001891789633,22.82,0.01682890855457227,343.14,0.011825481614226143,20.83,0.01642744479495268,16.09,0.06876068376068376,77.97999999999996,0.0022898252826310367,-3.290000000000001,-0.0030238970588235305,-108.52000000000001,-0.006665438240894294
1013,(주)유라테크,48430,2012-12-01,2001-01-11,,5,  전기장비 제조업,17.71,3.25,21.03,12.1,58.18,25.72,9.24,1022.35,6.96,57.6,0.0,-22.36,-0.00558023458946843,-19.26,-0.008556197245668593,47.6,0.017914941663530297,28.619999999999997,0.017324455205811138,398.48,0.011709667940052895,20.02,0.03512280701754386,11.36,0.05358490566037736,692.0,0.020947479945512337,-3.38,-0.0032688588007736942,14.200000000000003,0.0032718894009216596
1014,(주)유라테크,48430,2013-12-01,2001-01-11,,5,  전기장비 제조업,-4.54,4.65,21.93,13.56,61.53,23.64,15.92,1226.45,8.45,45.74,0.0,-22.25,-0.01256352343308865,1.4000000000000004,0.004307692307692308,0.8999999999999986,0.00042796005706134026,1.4600000000000009,0.0012066115702479346,3.3500000000000014,0.0005757992437263667,-2.0799999999999983,-0.000808709175738724,6.68,0.007229437229437229,204.10000000000002,0.0019963808871717123,1.4899999999999993,0.0021408045977011486,-11.86,-0.0020590277777777777
1015,(주)유라테크,48430,2014-12-01,2001-01-11,,5,  전기장비 제조업,37.83,16.81,20.81,13.92,55.36,25.64,22.62,1470.29,9.95,42.63,0.0,42.37,0.0933259911894273,12.159999999999998,0.026150537634408597,-1.120000000000001,-0.0005107159142726862,0.35999999999999943,0.0002654867256637164,-6.170000000000002,-0.001002762879895986,2.0,0.0008460236886632825,6.700000000000001,0.00420854271356784,243.83999999999992,0.001988177259570304,1.5,0.001775147928994083,-3.1099999999999994,-0.0006799300393528639
1016,(주)유비케어,32620,2012-12-01,1997-05-02,,5,  출판업,-0.15,7.67,1.45,0.52,11.36,26.44,43.58,234.94,16.72,45.63,0.0,-16.459999999999997,-0.01009196811771919,4.79,0.016631944444444446,-6.49,-0.008173803526448363,-5.93,-0.009193798449612402,-15.61,-0.00578791249536522,-5.569999999999997,-0.001740081224617306,-7.460000000000001,-0.0014615987460815049,0.47999999999998977,2.0472575279364913e-05,1.4699999999999989,0.0009639344262295075,-9.479999999999997,-0.001720195971692977
1017,(주)유비케어,32620,2013-12-01,1997-05-02,,5,  출판업,-6.28,-9.96,-7.72,-7.42,3.67,24.86,47.17,218.73,14.69,44.15,0.0,-6.13,-0.4086666666666667,-17.630000000000003,-0.022985658409387225,-9.17,-0.06324137931034483,-7.9399999999999995,-0.15269230769230768,-7.6899999999999995,-0.006769366197183098,-1.5800000000000018,-0.0005975794251134651,3.5900000000000034,0.0008237723726480044,-16.210000000000008,-0.0006899633949093389,-2.0299999999999994,-0.0012141148325358847,-1.480000000000004,-0.0003243480166557098
1018,(주)유비케어,32620,2014-12-01,1997-05-02,,5,  출판업,13.82,-4.03,-6.21,-5.57,26.34,24.41,53.77,196.07,13.92,39.31,0.0,20.1,0.03200636942675159,5.930000000000001,0.005953815261044177,1.5099999999999998,0.0019559585492227977,1.8499999999999996,0.002493261455525606,22.67,0.06177111716621254,-0.4499999999999993,-0.00018101367658889753,6.600000000000001,0.0013991944032223874,-22.659999999999997,-0.0010359804324966853,-0.7699999999999996,-0.000524166099387338,-4.839999999999996,-0.0010962627406568507
1019,(주)유비쿼스홀딩스,78070,2012-12-01,2009-01-23,,5,  전문 서비스업,-10.56,11.79,11.27,9.46,55.31,40.88,40.54,1330.73,12.1,45.35,0.0,-3.710000000000001,-0.005416058394160585,8.399999999999999,0.0247787610619469,-1.620000000000001,-0.0012567882079131116,-1.4099999999999984,-0.0012971481140754354,0.5200000000000031,9.490782989596699e-05,-3.6299999999999955,-0.000815547068074589,-15.14,-0.002719109195402299,131.95000000000005,0.0011007023807537667,-0.17999999999999972,-0.00014657980456026035,-0.4799999999999969,-0.00010473488981016732
1020,(주)유비쿼스홀딩스,78070,2013-12-01,2009-01-23,,5,  전문 서비스업,-8.8,13.43,13.98,12.0,51.8,39.2,31.93,1507.42,19.16,44.04,0.0,1.7599999999999998,0.0016666666666666666,1.6400000000000006,0.0013910093299406281,2.710000000000001,0.0024046140195208526,2.539999999999999,0.0026849894291754743,-3.510000000000005,-0.0006346049538962222,-1.6799999999999997,-0.0004109589041095889,-8.61,-0.0021238283177109026,176.69000000000005,0.001327767465977321,7.0600000000000005,0.005834710743801653,-1.3100000000000023,-0.0002888643880926135
1021,(주)유비쿼스홀딩스,78070,2014-12-01,2009-01-23,,5,  전문 서비스업,31.13,19.24,12.67,10.23,53.85,41.99,31.41,1689.58,9.45,82.3,0.0,39.93,0.04537499999999999,5.809999999999999,0.004326135517498137,-1.3100000000000005,-0.0009370529327610876,-1.7699999999999996,-0.0014749999999999997,2.0500000000000043,0.0003957528957528966,2.789999999999999,0.0007117346938775507,-0.5199999999999996,-0.00016285624804259304,182.15999999999985,0.0012084223375038135,-9.71,-0.0050678496868476,38.26,0.00868755676657584
1022,(주)유성티엔에스,24800,2012-12-01,1999-12-10,,5,  육상운송 및 파이프라인 운송업,-10.38,3.85,-2.67,-0.93,25.35,9.5,-13.65,1118.57,14.51,84.95,0.0,-10.91,-0.2058490566037736,-8.58,-0.006902654867256637,-3.71,-0.035673076923076925,-1.26,-0.038181818181818185,-8.329999999999998,-0.002473277909738717,0.3800000000000008,0.00041666666666666756,-4.9399999999999995,-0.005671641791044775,-213.67000000000007,-0.0016038401489221166,3.3599999999999994,0.0030134529147982057,-4.670000000000002,-0.0005210890426244144
1023,(주)유성티엔에스,24800,2013-12-01,1999-12-10,,5,  육상운송 및 파이프라인 운송업,26.54,1.87,-1.18,-0.43,28.08,8.77,-8.27,1104.11,13.55,69.95,0.0,36.92,0.03556840077071291,-1.98,-0.005142857142857143,1.49,0.005580524344569288,0.5,0.005376344086021506,2.729999999999997,0.0010769230769230758,-0.7300000000000004,-0.0007684210526315794,5.380000000000001,0.003941391941391942,-14.460000000000036,-0.00012927219574993104,-0.9599999999999991,-0.0006616126809097167,-15.0,-0.0017657445556209534
1024,(주)유성티엔에스,24800,2014-12-01,1999-12-10,,5,  육상운송 및 파이프라인 운송업,3.53,4.12,4.97,1.8,42.44,10.51,-7.17,1153.75,11.77,75.63,0.0,-23.009999999999998,-0.008669932177844761,2.25,0.012032085561497326,6.1499999999999995,0.05211864406779661,2.23,0.05186046511627907,14.36,0.005113960113960114,1.7400000000000002,0.001984036488027366,1.0999999999999996,0.001330108827085852,49.6400000000001,0.0004495928847669173,-1.7800000000000011,-0.0013136531365313662,5.679999999999993,0.0008120085775553957
1025,(주)유신,54930,2012-12-01,2002-01-15,,5,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",-6.27,-2.86,41.95,13.58,58.83,20.7,41.71,1220.71,12.61,38.89,0.0,28.69,0.008206521739130435,-19.96,-0.01167251461988304,19.76,0.008904912122577739,0.5,0.00038226299694189603,-12.439999999999998,-0.001745474954398765,-17.62,-0.00459812108559499,58.03,0.03555759803921569,-588.1199999999999,-0.0032513834909858852,-3.84,-0.0023343465045592704,-13.519999999999996,-0.002579660370158366
1026,(주)유신,54930,2013-12-01,2002-01-15,,5,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",-1.12,-1.11,30.13,19.51,66.46,26.27,58.87,4264.01,16.01,27.51,0.0,5.1499999999999995,0.008213716108452949,1.7499999999999998,0.006118881118881118,-11.820000000000004,-0.0028176400476758053,5.9300000000000015,0.004366715758468337,7.6299999999999955,0.001296957334693183,5.57,0.0026908212560386477,17.159999999999997,0.004114121313833612,3043.3,0.02493057319101179,3.400000000000002,0.0026962727993655846,-11.379999999999999,-0.002926202108511185
1027,(주)유신,54930,2014-12-01,2002-01-15,,5,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",8.8,6.23,-3.53,-2.0,3.99,61.18,33.52,556.25,26.73,45.97,0.0,9.920000000000002,0.08857142857142858,7.340000000000001,0.06612612612612613,-33.66,-0.011171589777630268,-21.51,-0.011025115325474115,-62.46999999999999,-0.009399638880529642,34.91,0.013288922725542442,-25.349999999999994,-0.004306098182435875,-3707.76,-0.008695476792971875,10.719999999999999,0.006695815115552778,18.459999999999997,0.006710287168302434
1028,(주)유아이디,69330,2012-12-01,2003-08-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",79.71,41.55,-69.32,-17.84,0.0,-80.82,-46.42,390.6,4.6,58.14,0.0,111.99,0.034693308550185875,44.459999999999994,0.15278350515463915,-20.319999999999993,-0.004146938775510203,-2.959999999999999,-0.0019892473118279562,0.0,0.0,-34.809999999999995,-0.007565746576831123,6.149999999999999,0.0011698687464333267,305.32000000000005,0.03580206378986867,-1.4500000000000002,-0.002396694214876033,18.619999999999997,0.004711538461538461
1029,(주)유아이디,69330,2013-12-01,2003-08-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",43.14,17.15,-68.05,-16.79,21.86,72.0,-54.08,235.76,2.21,100.94,0.0,-36.56999999999999,-0.00458788106887467,-24.4,-0.005872442839951865,1.269999999999996,0.00018320830929024757,1.0500000000000007,0.000588565022421525,21.86,0.0,152.82,0.0189086859688196,-7.659999999999997,-0.0016501507970702277,-154.84000000000003,-0.003964157706093191,-2.3899999999999997,-0.005195652173913043,42.8,0.007361541107671138
1030,(주)유아이디,69330,2014-12-01,2003-08-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-15.9,-3.18,2.73,2.41,54.14,10.45,0.49,477.65,12.94,40.06,0.0,-59.04,-0.01368567454798331,-20.33,-0.011854227405247815,70.78,0.010401175606171932,19.2,0.011435378201310303,32.28,0.014766697163769443,-61.55,-0.008548611111111111,54.57,0.01009060650887574,241.89,0.010260010179843909,10.73,0.048552036199095025,-60.879999999999995,-0.0060313057261739645
1031,(주)유에이블,71530,2012-12-01,2004-02-17,2013-04-23,4,  도매 및 상품 중개업,16.74,-23.05,-5300.39,-56.4,0.0,-614.55,-26.1,-67.95,0.41,373.22,1.0,-1.7900000000000027,-0.0009660010793308163,-35.42,-0.028633791430881166,-5303.27,-18.414131944444446,-57.379999999999995,-0.5855102040816326,-50.1,-0.01,-626.1099999999999,-0.5416176470588234,-31.78,-0.055950704225352116,-515.9200000000001,-0.011516842645712884,-5.01,-0.009243542435424353,290.03000000000003,0.034863565332371685
1032,(주)유일엔시스,38720,2012-12-01,2001-01-18,2013-05-01,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-41.49,-26.73,-32.0,-13.4,-86.38,13.7,-12.09,109.95,6.64,118.9,1.0,-58.230000000000004,-0.034784946236559144,-3.6799999999999997,-0.001596529284164859,5268.39,0.00993962708404476,43.0,0.007624113475177305,-86.38,0.0,628.25,0.010222927345211946,14.010000000000002,0.0053678160919540235,177.9,0.026181015452538633,6.2299999999999995,0.15195121951219512,-254.32000000000002,-0.006814211457049462
1033,(주)유진로봇,56080,2012-12-01,2001-11-13,,5,  기타 기계 및 장비 제조업,11.18,2.19,7.02,3.93,42.54,17.82,-5.97,565.39,11.28,71.59,0.0,-4.1,-0.002683246073298429,-6.98,-0.007611777535441658,-0.17000000000000082,-0.00023643949930459085,0.25,0.0006793478260869565,-8.300000000000004,-0.0016325727773406774,3.1400000000000006,0.002138964577656676,-15.25,-0.016433189655172417,14.569999999999936,0.0002645147235031396,0.5199999999999996,0.0004832713754646836,21.630000000000003,0.004329463570856686
1034,(주)유진로봇,56080,2013-12-01,2001-11-13,,5,  기타 기계 및 장비 제조업,-0.44,-0.84,3.58,2.14,-17.69,7.77,-1.34,575.39,31.15,57.64,0.0,-11.62,-0.010393559928443648,-3.03,-0.013835616438356164,-3.4399999999999995,-0.0049002849002849,-1.79,-0.0045547073791348605,-60.230000000000004,-0.014158439116126,-10.05,-0.00563973063973064,4.63,0.007755443886097152,10.0,0.00017686906383204514,19.869999999999997,0.01761524822695035,-13.950000000000003,-0.001948596172649812
1035,(주)유진로봇,56080,2014-12-01,2001-11-13,,5,  기타 기계 및 장비 제조업,23.67,9.82,-0.96,-0.61,31.12,16.65,15.7,226.48,9.55,39.95,0.0,24.110000000000003,0.5479545454545455,10.66,0.1269047619047619,-4.54,-0.012681564245810056,-2.75,-0.012850467289719626,48.81,0.027591859807801017,8.879999999999999,0.011428571428571427,17.04,0.1271641791044776,-348.90999999999997,-0.006063887102660803,-21.599999999999998,-0.006934189406099518,-17.689999999999998,-0.003069049271339347
1036,(주)유진테크,84370,2012-12-01,2006-01-17,,5,  기타 기계 및 장비 제조업,25.18,23.2,50.67,33.69,81.61,45.69,60.32,1215.81,14.7,32.18,0.0,-72.78999999999999,-0.00742982545677248,-55.03,-0.007034385785504282,9.840000000000003,0.002409992652461426,9.019999999999996,0.0036562626672071324,-2.0799999999999983,-0.0002485362647867127,10.89,0.003129310344827587,20.270000000000003,0.005061173533083647,89.17999999999984,0.0007915642225042811,4.51,0.004425907752698724,-8.350000000000001,-0.0020602023192696772
1037,(주)유진테크,84370,2013-12-01,2006-01-17,,5,  기타 기계 및 장비 제조업,13.82,20.14,26.96,20.9,79.29,52.87,61.69,1514.56,9.03,40.28,0.0,-11.36,-0.004511517077045273,-3.0599999999999987,-0.0013189655172413787,-23.71,-0.004679297414643774,-12.79,-0.00379637874740279,-2.319999999999993,-0.0002842788873912502,7.18,0.0015714598380389582,1.3699999999999974,0.00022712201591511895,298.75,0.0024572095968942516,-5.67,-0.003857142857142857,8.100000000000001,0.0025170913610938475
1038,(주)유진테크,84370,2014-12-01,2006-01-17,,5,  기타 기계 및 장비 제조업,-9.8,-3.39,9.36,7.69,49.07,38.54,65.65,1584.84,6.13,68.69,0.0,-23.62,-0.017091172214182344,-23.53,-0.011683217477656405,-17.6,-0.006528189910979229,-13.209999999999997,-0.006320574162679424,-30.220000000000006,-0.003811325513936184,-14.329999999999998,-0.0027104217892944954,3.960000000000008,0.0006419192737882976,70.27999999999997,0.0004640291569828859,-2.8999999999999995,-0.003211517165005537,28.409999999999997,0.007053128103277059
1039,(주)율호,72770,2012-12-01,2007-07-25,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-22.05,-13.49,4.23,0.9,27.03,60.87,32.76,135.28,0.0,112.53,0.0,8.629999999999999,0.002812907431551499,24.35,0.006434989429175475,-33.349999999999994,-0.008874401277275144,-14.74,-0.00942455242966752,-38.39,-0.005868236013451544,-34.85,-0.0036408274132887592,3.669999999999998,0.0012616019250601576,3.0,0.00022679165406713032,0.0,0.0,26.97,0.003152173913043478
1040,(주)율호,72770,2013-12-01,2007-07-25,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",45.68,47.57,3.18,0.7,21.08,53.53,20.38,170.54,1.55,284.84,0.0,67.73,0.03071655328798186,61.06,0.045263157894736845,-1.0500000000000003,-0.0024822695035460994,-0.20000000000000007,-0.002222222222222223,-5.950000000000003,-0.0022012578616352214,-7.339999999999996,-0.001205848529653359,-12.379999999999999,-0.0037789987789987787,35.25999999999999,0.002606445890005913,1.55,0.0,172.30999999999997,0.015312361148138273
1041,(주)율호,72770,2014-12-01,2007-07-25,,5,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",-0.1,-6.19,-4.43,-1.46,15.96,9.02,22.91,163.91,5.4,67.79,0.0,-45.78,-0.010021891418563923,-53.76,-0.01130124027748581,-7.609999999999999,-0.023930817610062893,-2.16,-0.03085714285714286,-5.119999999999997,-0.002428842504743832,-44.510000000000005,-0.008314963571828883,2.530000000000001,0.0012414131501472037,-6.6299999999999955,-0.0003887650990969858,3.8500000000000005,0.024838709677419357,-217.04999999999995,-0.007620067406263165
1042,(주)이건홀딩스,39020,2012-12-01,2000-05-04,,5,  목재 및 나무제품 제조업; 가구 제외,-0.89,-0.27,-0.7,-0.25,30.82,19.75,-11.19,711.89,4.16,96.01,0.0,-38.06,-0.010239440408931934,-8.92,-0.0103121387283237,2.95,0.008082191780821918,1.14,0.008201438848920863,5.34,0.0020957613814756673,0.23000000000000043,0.00011782786885245924,4.24,0.0027478937135450424,-22.139999999999986,-0.000301622549487078,-0.7699999999999996,-0.0015618661257606483,0.5100000000000051,5.340314136125708e-05
